time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.101,0.0,0.0,-1.6439,0.0,0.0,2.5623,0.0,0.0
0.2,0.0,0.0,-1.6439,-0.0141,0.0092,2.5623,-0.0147,0.0168
0.3,0.0,0.0,-1.6439,-0.0699,0.0457,2.5623,-0.0731,0.0835
0.4,-0.2897,0.1235,-1.6221,-0.1644,0.1075,2.5623,0.126,0.1264
0.5,-0.2867,0.1819,-1.6253,-0.2626,0.1718,2.5623,0.0246,0.0261
0.6,-0.2836,0.2364,-1.6275,-0.3646,0.2385,2.5623,-0.081,0.081
0.7,-0.2787,0.3211,-1.6308,-0.4722,0.3089,2.5623,-0.1924,0.1938
0.801,-0.2758,0.3689,-1.6329,-0.6037,0.3949,2.5623,-0.3289,0.3289
0.901,-0.2707,0.448,-1.6373,-0.7168,0.4689,2.5623,-0.4465,0.4466
1.0,-0.2671,0.5032,-1.6319,-0.809,0.5292,2.5623,-0.5425,0.5426
1.101,-0.2649,0.6438,-1.5293,-0.9466,0.6192,2.5623,-0.6821,0.6821
1.201,-0.2816,0.8128,-1.4116,-1.0634,0.6956,2.5623,-0.7905,0.7906
1.3,-0.3624,1.1124,-1.1791,-1.1818,0.773,2.5623,-0.8869,0.8869
1.4,-0.5435,1.4213,-0.8978,-1.2781,0.836,2.5623,-0.9392,0.9392
1.5,-1.0746,1.7997,-0.3447,-1.3965,0.9135,2.5623,-0.9429,0.9429
1.601,-1.5818,1.8653,0.0557,-1.5416,1.0084,2.5623,-0.8578,0.8578
1.7,-1.6985,1.859,0.0513,-1.6398,1.0727,2.5623,-0.7883,0.7885
1.801,-1.8185,1.8529,0.0503,-1.7845,1.1672,2.5635,-0.6865,0.6865
1.901,-1.9486,1.8465,0.0457,-1.9072,1.2469,2.569,-0.6009,0.6011
2.0,-2.057,1.8416,0.0436,-2.0064,1.3088,2.5939,-0.5346,0.5353
2.1,-2.1931,1.8357,0.0426,-2.1589,1.393,2.6704,-0.4437,0.444
2.201,-2.3276,1.8302,0.0382,-2.2934,1.4527,2.7555,-0.3785,0.379
2.3,-2.4182,1.8268,0.0436,-2.4053,1.4922,2.8231,-0.3349,0.3349
2.4,-2.6189,1.8017,0.2073,-2.574,1.5373,2.9126,-0.2679,0.2681
2.501,-2.7258,1.7783,0.2138,-2.6913,1.5622,2.9365,-0.2185,0.2188
2.601,-2.8911,1.7426,0.2138,-2.8638,1.5983,2.9355,-0.1469,0.1469
2.7,-3.0225,1.71,0.3327,-2.9801,1.6225,2.9365,-0.0965,0.0972
2.801,-3.1637,1.6563,0.4374,-3.1546,1.6589,2.9365,-0.0016,0.0095
2.9,-3.2452,1.6164,0.4941,-3.2713,1.6832,2.9355,0.0712,0.0717
3.0,-3.334,1.5642,0.5826,-3.417,1.7137,2.9355,0.1705,0.171
3.1,-3.4097,1.5112,0.6535,-3.5926,1.7497,2.9442,0.3006,0.3006
3.2,-3.4672,1.4648,0.7123,-3.7395,1.7764,2.9758,0.4137,0.4137
3.301,-3.4998,1.4359,0.7559,-3.8579,1.7936,3.0053,0.5059,0.5061
3.4,-3.5557,1.3808,0.8149,-4.0057,1.8114,3.0292,0.6228,0.6228
3.5,-3.6069,1.3214,0.8835,-4.1838,1.8308,3.0325,0.7691,0.7696
3.601,-3.6373,1.2834,0.9173,-4.3133,1.8449,3.0336,0.8781,0.8788
3.701,-3.6507,1.2656,0.9425,-4.4825,1.8611,3.062,1.0229,1.0229
3.8,-3.6668,1.2433,1.0015,-4.6026,1.8676,3.099,1.1247,1.1249
3.901,-3.701,1.1899,1.009,-4.758,1.8699,3.1405,1.2567,1.2568
