time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.1,0.0,0.0,-1.6439,-0.0097,0.0055,2.6213,-0.01,0.0111
0.2,0.0,0.0,-1.6439,-0.0103,0.0059,2.6213,-0.0107,0.0119
0.3,0.0,0.0,-1.6439,-0.0126,0.0072,2.6224,-0.0131,0.0145
0.4,0.0,0.0,-1.6439,-0.0166,0.0095,2.619,-0.0173,0.0191
0.5,0.0,0.0,-1.6439,-0.0221,0.0127,2.6136,-0.023,0.0255
0.6,0.0,0.0,-1.6439,-0.0294,0.017,2.6082,-0.0306,0.034
0.701,0.0,0.0,-1.6439,-0.0387,0.0225,2.5995,-0.0402,0.0448
0.8,0.0,0.0,-1.6439,-0.0454,0.0266,2.5929,-0.0472,0.0526
0.9,0.0,0.0,-1.6439,-0.0608,0.0362,2.5765,-0.0633,0.0707
1.0,0.0,0.0,-1.6439,-0.074,0.0447,2.5646,-0.0771,0.0865
1.1,0.0,0.0,-1.6439,-0.0871,0.0534,2.5503,-0.0907,0.1021
1.2,0.0,0.0,-1.6439,-0.1019,0.0636,2.534,-0.1063,0.1202
1.3,0.0,0.0,-1.6439,-0.1184,0.0753,2.5166,-0.1236,0.1403
1.4,-0.2911,0.0961,-1.6198,-0.1355,0.0879,2.4979,0.1558,0.1558
1.5,-0.2911,0.0961,-1.6198,-0.1532,0.1016,2.4784,0.1374,0.138
1.601,-0.2897,0.1235,-1.6221,-0.1719,0.1166,2.4576,0.118,0.118
1.701,-0.2883,0.1509,-1.6232,-0.1919,0.1333,2.4358,0.0972,0.098
1.8,-0.2883,0.1509,-1.6232,-0.2124,0.1513,2.4129,0.0758,0.076
1.9,-0.2867,0.1819,-1.6253,-0.2322,0.1696,2.389,0.0551,0.0558
2.0,-0.2867,0.1819,-1.6253,-0.2517,0.1884,2.3639,0.0346,0.0356
2.1,-0.2852,0.2081,-1.6275,-0.2711,0.2082,2.3398,0.0141,0.0141
