time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.1,0.0,0.0,-0.0033,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,-0.0033,0.0001,0.0,-0.0,0.0,0.0001
0.3,0.0,0.0,-0.0033,0.0002,0.0,0.001,0.0,0.0002
0.4,0.0,0.0,-0.0033,0.0079,0.0,0.001,0.0,0.0079
0.5,0.0,0.0,-0.0033,0.0153,0.0,0.001,0.0001,0.0153
0.6,0.0522,-0.0002,-0.0033,0.0273,0.0,0.001,0.0001,0.025
0.7,0.0522,-0.0002,-0.0033,0.0414,0.0001,0.0021,0.0002,0.0108
0.801,0.0522,-0.0002,-0.0033,0.0542,0.0001,0.0021,0.0003,0.002
0.9,0.0522,-0.0002,-0.0033,0.0793,0.0001,0.0021,0.0004,0.027
1.0,0.1145,-0.0003,-0.0021,0.1013,0.0002,0.0031,0.0005,0.0133
1.1,0.1145,-0.0003,-0.0021,0.1226,0.0003,0.0044,0.0007,0.008
1.2,0.1683,-0.0004,-0.0,0.1473,0.0004,0.0054,0.0008,0.021
1.3,0.1683,-0.0004,-0.0,0.1761,0.0006,0.0077,0.001,0.0078
1.4,0.2289,-0.0003,0.0033,0.1998,0.0008,0.0098,0.0012,0.0292
1.5,0.2289,-0.0003,0.0033,0.2376,0.0012,0.0119,0.0014,0.0088
1.6,0.2847,-0.0,0.0044,0.2714,0.0016,0.0131,0.0017,0.0135
1.7,0.2847,-0.0,0.0044,0.3068,0.0021,0.0141,0.0021,0.0222
1.8,0.3372,0.0003,0.0066,0.3423,0.0027,0.0164,0.0024,0.0057
1.9,0.3947,0.0007,0.0077,0.383,0.0034,0.0195,0.0028,0.0121
2.0,0.3947,0.0007,0.0077,0.4185,0.0042,0.0218,0.0033,0.024
2.1,0.4543,0.0012,0.0087,0.459,0.0051,0.0251,0.0039,0.0062
2.2,0.5106,0.0016,0.0077,0.5,0.0062,0.0272,0.0046,0.0116
2.3,0.5648,0.002,0.0066,0.5433,0.0075,0.0305,0.0056,0.0222
2.4,0.5648,0.002,0.0066,0.5866,0.0088,0.0339,0.0067,0.0228
2.5,0.6171,0.0024,0.0077,0.637,0.0107,0.038,0.0081,0.0215
2.6,0.6692,0.0028,0.0087,0.6773,0.0123,0.0426,0.0094,0.0125
2.7,0.72,0.0033,0.0087,0.7242,0.0144,0.0457,0.0111,0.0119
2.8,0.7703,0.0037,0.0087,0.7714,0.0167,0.049,0.013,0.013
2.9,0.8232,0.0042,0.0099,0.819,0.0191,0.0534,0.015,0.0155
3.0,0.8732,0.0047,0.011,0.8657,0.0218,0.06,0.0172,0.0187
3.1,0.9262,0.0053,0.012,0.905,0.0244,0.0654,0.0193,0.0285
3.2,0.9771,0.0059,0.0131,0.964,0.0284,0.073,0.0226,0.026
3.3,1.028,0.0066,0.0131,1.0135,0.0323,0.0806,0.0259,0.0295
3.4,1.0823,0.0073,0.0154,1.0632,0.0366,0.0883,0.0295,0.0349
3.5,1.1379,0.0082,0.0154,1.1144,0.0414,0.0981,0.0336,0.0407
3.6,1.1919,0.009,0.0154,1.167,0.0469,0.1079,0.0383,0.0453
3.7,1.1919,0.009,0.0154,1.2178,0.0528,0.1199,0.0434,0.0509
3.801,1.2497,0.01,0.0164,1.2686,0.0594,0.134,0.0491,0.0529
3.901,1.3036,0.0109,0.0175,1.3231,0.0673,0.1515,0.0561,0.0598
4.0,1.3554,0.0118,0.0187,1.375,0.0758,0.1689,0.0637,0.067
4.1,1.4059,0.0127,0.0197,1.4276,0.0855,0.1897,0.0723,0.0759
4.2,1.4628,0.0139,0.0208,1.4799,0.0964,0.2138,0.0822,0.0843
4.3,1.5701,0.0164,0.0251,1.5401,0.1106,0.2356,0.0949,0.0989
4.4,1.5701,0.0164,0.0251,1.5866,0.1228,0.2695,0.106,0.1078
4.5,1.6202,0.0177,0.0262,1.6388,0.1383,0.3011,0.1202,0.1221
4.601,1.6711,0.019,0.0284,1.6893,0.1552,0.336,0.1356,0.1374
4.7,1.7277,0.0208,0.0316,1.7406,0.1746,0.3752,0.1533,0.1544
4.8,1.7868,0.0226,0.0316,1.7801,0.1911,0.4058,0.1686,0.1686
4.9,1.8441,0.0245,0.0328,1.839,0.2183,0.4602,0.1938,0.1939
5.0,1.9015,0.0264,0.0349,1.886,0.2432,0.5082,0.2171,0.2173
5.101,1.9554,0.0283,0.0361,1.9326,0.271,0.5575,0.2434,0.2438
5.201,2.0079,0.0302,0.0361,1.9756,0.2998,0.6075,0.2706,0.2715
5.3,2.0079,0.0302,0.0361,2.0174,0.3309,0.6576,0.3001,0.3008
5.4,2.0602,0.0321,0.0372,2.0558,0.3625,0.7069,0.3303,0.3304
5.5,2.1124,0.0342,0.0436,2.0937,0.397,0.7569,0.3633,0.3633
5.601,2.1641,0.0372,0.0752,2.1276,0.4311,0.806,0.3955,0.3956
5.7,2.2162,0.0426,0.1244,2.1611,0.4682,0.8529,0.4292,0.4292
5.8,2.2669,0.0504,0.1735,2.1903,0.5036,0.8988,0.4596,0.4596
5.9,2.3212,0.0617,0.2292,2.2194,0.5426,0.9456,0.4914,0.4915
6.0,2.4193,0.09,0.3229,2.2442,0.5793,0.9926,0.5195,0.5196
6.101,2.4688,0.1079,0.3665,2.2683,0.6188,1.0385,0.5487,0.5488
6.2,2.5155,0.1272,0.4068,2.2894,0.6569,1.0811,0.576,0.576
6.301,2.5676,0.1515,0.4592,2.3092,0.6966,1.1257,0.6033,0.6033
6.4,2.6582,0.2015,0.5487,2.3266,0.736,1.1704,0.629,0.629
6.5,2.7012,0.2292,0.5901,2.3427,0.7763,1.2151,0.6541,0.6541
6.601,2.7927,0.2972,0.6829,2.3562,0.8156,1.2544,0.6776,0.6777
6.7,2.8347,0.3332,0.7287,2.3679,0.8549,1.297,0.7,0.7
6.801,2.8774,0.3734,0.7756,2.3778,0.8944,1.3383,0.7217,0.7217
6.9,2.9547,0.4572,0.8706,2.386,0.9334,1.3788,0.7417,0.7417
7.0,3.0257,0.5508,0.9632,2.3931,0.9756,1.4191,0.7619,0.762
7.101,3.0618,0.6064,1.0112,2.398,1.0135,1.4573,0.7787,0.7787
7.201,3.089,0.6535,1.0659,2.4002,1.0365,1.4792,0.7881,0.7881
7.3,3.1594,0.8068,1.2055,2.4037,1.09,1.5326,0.807,0.807
7.4,3.1953,0.9168,1.2982,2.4045,1.1307,1.5685,0.8192,0.8192
7.5,3.2196,1.0237,1.3909,2.4038,1.1634,1.6057,0.8276,0.8277
7.6,3.2276,1.0733,1.4237,2.4023,1.1924,1.6362,0.8339,0.8339
7.701,3.2349,1.1253,1.4366,2.3982,1.2382,1.6799,0.8443,0.8443
7.801,3.242,1.1786,1.4399,2.3934,1.2744,1.7125,0.8538,0.8539
7.9,3.242,1.1786,1.4399,2.3873,1.3109,1.7497,0.8646,0.8648
8.0,3.2487,1.2307,1.4422,2.3797,1.3483,1.7846,0.877,0.877
8.1,3.2557,1.2848,1.4443,2.3709,1.3848,1.8206,0.8904,0.8905
8.201,3.2557,1.2848,1.4443,2.3604,1.4221,1.8588,0.9055,0.9057
8.301,3.2624,1.3384,1.4465,2.3481,1.4605,1.8937,0.9224,0.9224
8.4,3.2689,1.3902,1.4486,2.3357,1.4949,1.9296,0.939,0.939
8.5,3.2689,1.3902,1.4486,2.3211,1.5309,1.9689,0.9578,0.9581
8.6,3.2752,1.4426,1.4519,2.3055,1.5658,2.0061,0.9775,0.9775
8.7,3.2818,1.4989,1.4553,2.2857,1.6056,2.0441,1.0018,1.0018
8.801,3.2818,1.4989,1.4553,2.2695,1.6354,2.0824,1.0213,1.0215
8.901,3.2878,1.5512,1.4586,2.2501,1.668,2.1195,1.0442,1.0442
9.0,3.294,1.6077,1.4617,2.2288,1.7011,2.1555,1.0691,1.0693
9.1,3.294,1.6077,1.4617,2.2066,1.7331,2.1935,1.0947,1.0947
9.201,3.3,1.6635,1.4661,2.1834,1.7641,2.233,1.121,1.1211
9.301,3.3,1.6635,1.4661,2.1591,1.7938,2.271,1.1483,1.1483
9.4,3.3066,1.7275,1.4694,2.1337,1.8225,2.3092,1.1765,1.1767
9.501,3.3066,1.7275,1.4694,2.1064,1.8512,2.3464,1.2066,1.2066
9.6,3.3066,1.7275,1.4694,2.0805,1.8764,2.3824,1.2349,1.2351
9.7,3.3121,1.7819,1.4715,2.0519,1.9022,2.4194,1.2659,1.2659
9.8,3.3121,1.7819,1.4715,2.0228,1.9266,2.4566,1.2972,1.2973
9.9,3.3179,1.8429,1.476,1.9946,1.9486,2.4925,1.3274,1.3276
10.0,3.3179,1.8429,1.476,1.9651,1.9699,2.5285,1.3588,1.3588
10.1,2.2306,3.3445,2.9191,1.9349,1.9902,2.5634,1.3862,1.3862
10.2,2.1813,3.355,2.9409,1.9075,2.0073,2.5972,1.3753,1.3753
10.3,2.1302,3.3647,2.965,1.8857,2.0201,2.618,1.3667,1.3667
10.4,2.078,3.3733,2.9899,1.8721,2.0279,2.6211,1.3611,1.3611
10.501,2.0272,3.3803,3.014,1.8656,2.0316,2.6211,1.3583,1.3584
10.601,2.0272,3.3803,3.014,1.8598,2.035,2.6224,1.3557,1.3557
10.701,2.0272,3.3803,3.014,1.854,2.0382,2.6245,1.3532,1.3532
10.8,2.0272,3.3803,3.014,1.8464,2.0425,2.6332,1.3499,1.35
10.901,1.9709,3.3868,3.0381,1.8369,2.0477,2.6442,1.3457,1.3457
11.0,1.9709,3.3868,3.0381,1.825,2.0541,2.6573,1.3407,1.3407
11.101,1.9168,3.3917,3.0631,1.8112,2.0611,2.6735,1.3347,1.3347
11.201,1.8657,3.395,3.0849,1.7962,2.0685,2.6899,1.3283,1.3283
11.3,1.8657,3.395,3.0849,1.7852,2.0737,2.7063,1.3238,1.3238
11.4,1.8657,3.395,3.0849,1.7792,2.0765,2.7107,1.3213,1.3214
11.5,1.8657,3.395,3.0849,1.7741,2.0788,2.7117,1.3193,1.3194
11.601,1.8144,3.3978,3.0882,1.7634,2.0837,2.7204,1.315,1.3151
11.701,1.8144,3.3978,3.0882,1.7525,2.0885,2.7304,1.3108,1.3108
11.8,1.8144,3.3978,3.0882,1.7388,2.0943,2.7433,1.3057,1.3057
11.9,1.8144,3.3978,3.0882,1.7235,2.1006,2.7587,1.3002,1.3004
12.0,1.7615,3.4008,3.0859,1.7075,2.1069,2.7751,1.2949,1.295
12.1,1.7615,3.4008,3.0859,1.687,2.1145,2.7946,1.2884,1.2884
12.201,1.7615,3.4008,3.0859,1.6697,2.1205,2.8143,1.2834,1.2836
12.3,1.7097,3.4036,3.0871,1.6492,2.1271,2.8372,1.2779,1.278
12.4,1.7097,3.4036,3.0871,1.6279,2.1335,2.859,1.2727,1.2728
12.501,1.6593,3.4063,3.0882,1.6071,2.1392,2.8808,1.2681,1.2682
12.601,1.6593,3.4063,3.0882,1.5843,2.1449,2.9037,1.2636,1.2636
12.701,1.6032,3.4093,3.0905,1.5601,2.1504,2.9278,1.2594,1.2596
12.8,1.6032,3.4093,3.0905,1.5354,2.1553,2.9527,1.2557,1.2557
12.9,1.5467,3.4121,3.0915,1.5107,2.1597,2.9758,1.2527,1.2529
13.001,1.5467,3.4121,3.0915,1.4863,2.1634,3.0009,1.2502,1.2502
13.1,1.5467,3.4121,3.0915,1.4596,2.1667,3.0281,1.2482,1.2484
13.2,1.4952,3.4147,3.0925,1.4316,2.1694,3.0564,1.2469,1.2469
13.3,1.4418,3.4173,3.0925,1.4053,2.1712,3.0836,1.2464,1.2467
13.401,1.4418,3.4173,3.0925,1.3777,2.1723,3.1121,1.2466,1.2466
13.5,1.3903,3.4198,3.0936,1.3495,2.1727,3.1405,1.2476,1.2478
13.601,1.3903,3.4198,3.0936,1.3192,2.1722,-3.1133,1.2496,1.2496
13.7,1.3403,3.4222,3.0936,1.291,2.171,-3.0861,1.2521,1.2522
13.8,1.3403,3.4222,3.0936,1.2584,2.1687,-3.0566,1.256,1.2562
13.901,1.288,3.4247,3.0946,1.2367,2.1664,-3.0304,1.2593,1.2593
14.0,1.288,3.4247,3.0946,1.2018,2.1619,-2.9932,1.2654,1.2657
14.101,1.2307,3.4274,3.0946,1.1714,2.1567,-2.9606,1.272,1.272
