time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.1,0.0,0.0,-1.6439,-0.0015,-0.0003,0.2018,-0.0014,0.0015
0.2,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2082,-0.0004,0.0004
0.3,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2115,-0.0004,0.0004
0.4,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2213,-0.0004,0.0004
0.5,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2334,-0.0004,0.0004
0.6,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2311,-0.0004,0.0004
0.7,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2334,-0.0004,0.0004
0.8,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2443,-0.0004,0.0004
0.9,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2454,-0.0004,0.0004
1.0,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2421,-0.0004,0.0004
1.1,0.0,0.0,-1.6439,-0.0004,-0.0001,0.241,-0.0004,0.0004
1.2,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2398,-0.0004,0.0004
1.3,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2431,-0.0004,0.0004
1.401,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2508,-0.0004,0.0004
1.5,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2464,-0.0004,0.0004
1.6,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2508,-0.0004,0.0004
1.7,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2464,-0.0004,0.0004
1.8,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2421,-0.0004,0.0004
1.9,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2421,-0.0004,0.0004
2.0,0.0,0.0,-1.6439,-0.0004,-0.0001,0.241,-0.0004,0.0004
2.1,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2388,-0.0004,0.0004
2.2,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2356,-0.0004,0.0004
2.3,0.0,0.0,-1.6439,-0.0004,-0.0001,0.23,-0.0004,0.0004
2.4,0.0,0.0,-1.6439,-0.0004,-0.0001,0.23,-0.0004,0.0004
2.5,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2246,-0.0004,0.0004
2.6,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2236,-0.0004,0.0004
2.7,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2213,-0.0004,0.0004
2.8,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2269,-0.0004,0.0004
2.9,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2203,-0.0004,0.0004
3.0,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2182,-0.0004,0.0004
3.1,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2149,-0.0004,0.0004
3.2,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2192,-0.0004,0.0004
3.3,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2159,-0.0004,0.0004
3.4,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2105,-0.0004,0.0004
3.5,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2159,-0.0004,0.0004
3.6,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2192,-0.0004,0.0004
3.7,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2126,-0.0004,0.0004
3.8,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2028,-0.0004,0.0004
3.9,0.0,0.0,-1.6439,-0.0004,-0.0001,0.1974,-0.0004,0.0004
4.0,0.0,0.0,-1.6439,-0.0004,-0.0001,0.192,-0.0004,0.0004
4.1,0.0,0.0,-1.6439,-0.0004,-0.0001,0.192,-0.0004,0.0004
4.2,0.0,0.0,-1.6439,-0.0004,-0.0001,0.1962,-0.0004,0.0004
4.3,0.0,0.0,-1.6439,-0.0004,-0.0001,0.192,-0.0004,0.0004
4.4,0.0,0.0,-1.6439,-0.0004,-0.0001,0.1974,-0.0004,0.0004
4.5,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2061,-0.0004,0.0004
4.6,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2115,-0.0004,0.0004
4.7,0.0,0.0,-1.6439,-0.0004,-0.0001,0.2105,-0.0004,0.0004
