time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.1,0.2478,0.0287,0.1145,0.2442,-0.0033,-0.0621,-0.0313,0.0322
0.2,0.2478,0.0287,0.1145,0.2436,-0.0032,-0.0644,-0.0312,0.0322
0.3,0.2478,0.0287,0.1145,0.2446,-0.0033,-0.0719,-0.0314,0.0322
0.4,0.2478,0.0287,0.1145,0.2489,-0.0036,-0.0742,-0.0322,0.0323
0.5,0.2478,0.0287,0.1145,0.256,-0.0042,-0.0752,-0.0336,0.0339
0.6,0.2689,0.031,0.1114,0.2652,-0.0048,-0.0709,-0.0352,0.0361
0.7,0.2689,0.031,0.1114,0.2776,-0.0057,-0.0731,-0.0375,0.0378
0.801,0.2899,0.0334,0.1145,0.2915,-0.0067,-0.0752,-0.0401,0.0402
0.9,0.2899,0.0334,0.1145,0.3071,-0.008,-0.086,-0.0432,0.0449
1.001,0.3176,0.0367,0.1201,0.3246,-0.0096,-0.0906,-0.0468,0.0468
1.101,0.3465,0.0404,0.1299,0.3449,-0.0116,-0.0993,-0.0513,0.0519
1.201,0.3465,0.0404,0.1299,0.3675,-0.014,-0.1134,-0.0566,0.0583
1.3,0.3755,0.0441,0.1288,0.3925,-0.0171,-0.1319,-0.0629,0.0635
1.4,0.4074,0.0484,0.1353,0.4194,-0.0207,-0.1353,-0.0701,0.0701
1.501,0.4392,0.0528,0.1386,0.447,-0.0246,-0.1461,-0.0777,0.0778
1.601,0.4714,0.0574,0.1452,0.4769,-0.0292,-0.1581,-0.0866,0.0868
1.7,0.5045,0.0624,0.1484,0.5094,-0.0347,-0.1745,-0.0967,0.0972
1.801,0.5362,0.0671,0.1473,0.5389,-0.0405,-0.1963,-0.1068,0.1076
1.9,0.57,0.0722,0.1517,0.5716,-0.0475,-0.2169,-0.1185,0.1197
2.0,0.57,0.0722,0.1517,0.6031,-0.0547,-0.2344,-0.1305,0.1312
2.101,0.6252,0.0804,0.1463,0.638,-0.0638,-0.2639,-0.1445,0.1447
2.201,0.646,0.0833,0.1407,0.6711,-0.0735,-0.3011,-0.1588,0.1588
2.301,0.6756,0.0876,0.144,0.7049,-0.0847,-0.3293,-0.1747,0.1747
2.4,0.718,0.094,0.1484,0.7398,-0.0975,-0.3653,-0.1926,0.1927
2.501,0.7478,0.0985,0.1527,0.7747,-0.1117,-0.3981,-0.2119,0.212
2.6,0.7702,0.102,0.155,0.8082,-0.1266,-0.4276,-0.2317,0.2317
2.701,0.7926,0.1055,0.155,0.8427,-0.1434,-0.469,-0.2536,0.2539
2.801,0.8229,0.1103,0.1571,0.8762,-0.1613,-0.5049,-0.2765,0.2767
2.9,0.8462,0.114,0.1593,0.9079,-0.1798,-0.5431,-0.2999,0.3002
3.0,0.8692,0.1179,0.1724,0.941,-0.2007,-0.5726,-0.3262,0.3266
3.101,0.9034,0.1245,0.1997,0.9752,-0.2239,-0.6119,-0.3558,0.3558
3.201,0.9252,0.1297,0.2541,1.006,-0.2466,-0.6491,-0.3844,0.3848
3.301,0.9252,0.1297,0.2541,1.0381,-0.272,-0.685,-0.4172,0.4172
3.401,0.9452,0.1355,0.289,1.0685,-0.2982,-0.7276,-0.4508,0.4509
3.5,0.965,0.1414,0.2902,1.0989,-0.3264,-0.7625,-0.4866,0.4866
3.6,1.0067,0.1526,0.2412,1.1268,-0.3542,-0.7919,-0.5208,0.5208
3.701,1.1669,0.1704,-0.0087,1.1545,-0.3837,-0.8355,-0.5541,0.5542
3.8,1.2384,0.1659,-0.1058,1.1811,-0.4144,-0.8714,-0.5832,0.5832
3.9,1.3312,0.1508,-0.2105,1.2054,-0.4446,-0.9032,-0.6086,0.6086
4.0,1.4275,0.1245,-0.3218,1.229,-0.4757,-0.9358,-0.6322,0.6322
4.1,1.5818,0.0536,-0.5431,1.2492,-0.5043,-0.9664,-0.6496,0.6496
4.2,1.6828,-0.0173,-0.6653,1.271,-0.5375,-0.9969,-0.6635,0.6635
4.3,1.7456,-0.0712,-0.7407,1.2897,-0.5683,-1.0372,-0.6745,0.6745
4.4,1.8183,-0.1445,-0.817,1.3082,-0.6012,-1.0701,-0.6845,0.6847
4.5,1.8693,-0.2038,-0.8845,1.3245,-0.6325,-1.1029,-0.693,0.6932
4.6,1.9859,-0.3981,-1.1519,1.3407,-0.6663,-1.1378,-0.6985,0.6987
4.7,2.0452,-0.6543,-1.4977,1.3562,-0.7018,-1.1727,-0.6906,0.6907
4.8,2.0466,-0.7504,-1.6013,1.3706,-0.7374,-1.1943,-0.6761,0.6761
4.9,2.0455,-0.794,-1.5872,1.3847,-0.7729,-1.1879,-0.6611,0.6611
5.0,2.0454,-0.8169,-1.5739,1.3983,-0.8063,-1.1856,-0.6471,0.6472
5.101,2.0454,-0.8406,-1.5718,1.4131,-0.8421,-1.1769,-0.6323,0.6323
5.2,2.0455,-0.8658,-1.5664,1.4269,-0.8752,-1.1737,-0.6186,0.6186
5.3,2.0457,-0.915,-1.5729,1.443,-0.9126,-1.1594,-0.6027,0.6027
5.4,2.0452,-0.9676,-1.5827,1.4589,-0.9486,-1.1552,-0.5865,0.5867
5.5,2.0449,-0.9961,-1.5849,1.4751,-0.9853,-1.1496,-0.5698,0.5698
5.6,2.0446,-1.023,-1.5795,1.4917,-1.0215,-1.1366,-0.5529,0.5529
5.7,2.044,-1.0764,-1.5795,1.5099,-1.06,-1.1257,-0.5342,0.5343
5.8,2.0437,-1.1075,-1.5816,1.5281,-1.0972,-1.1116,-0.5157,0.5157
5.9,2.0437,-1.138,-1.5675,1.5474,-1.1352,-1.0929,-0.4962,0.4962
6.0,2.0437,-1.1676,-1.5729,1.5668,-1.1712,-1.069,-0.4769,0.477
6.1,2.0434,-1.2127,-1.5773,1.5879,-1.2086,-1.0428,-0.4555,0.4555
6.2,2.0433,-1.2343,-1.5729,1.61,-1.2451,-1.0177,-0.4333,0.4335
6.3,2.0432,-1.2847,-1.5729,1.6332,-1.2809,-0.9838,-0.41,0.41
6.4,2.0431,-1.3153,-1.5718,1.6598,-1.3193,-0.95,-0.3833,0.3833
6.5,2.0431,-1.3482,-1.5697,1.6842,-1.3523,-0.9238,-0.3589,0.3589
6.6,2.0431,-1.3782,-1.5729,1.7103,-1.385,-0.8835,-0.3327,0.3328
6.7,2.0429,-1.406,-1.5827,1.7388,-1.4178,-0.8388,-0.3039,0.3043
6.8,2.0425,-1.4397,-1.5816,1.7682,-1.4486,-0.7919,-0.2742,0.2744
6.9,2.0423,-1.4685,-1.5785,1.794,-1.4735,-0.7569,-0.2483,0.2483
7.0,2.0421,-1.5001,-1.5785,1.8218,-1.4986,-0.7156,-0.2203,0.2203
7.101,2.042,-1.5272,-1.5697,1.8575,-1.5278,-0.6599,-0.1844,0.1844
7.2,2.042,-1.5272,-1.5697,1.8701,-1.5372,-0.6404,-0.1719,0.1722
7.3,2.0419,-1.5797,-1.5762,1.9263,-1.5765,-0.5618,-0.1157,0.1157
7.4,2.0416,-1.607,-1.5893,1.9523,-1.5925,-0.5224,-0.0895,0.0904
7.5,2.0416,-1.607,-1.5893,1.9656,-1.5998,-0.4995,-0.0761,0.0763
7.6,2.0405,-1.636,-1.6134,2.0169,-1.6267,-0.4472,-0.0239,0.0253
7.7,2.0405,-1.636,-1.6134,2.0512,-1.6425,-0.396,0.011,0.0125
7.8,2.0405,-1.636,-1.6134,2.0556,-1.6443,-0.385,0.0155,0.0173
7.9,2.0389,-1.6633,-1.6427,2.1048,-1.6641,-0.3381,0.0659,0.066
8.0,2.0389,-1.6633,-1.6427,2.1669,-1.6846,-0.2813,0.1293,0.1298
8.1,2.0389,-1.6633,-1.6427,2.1669,-1.6846,-0.2813,0.1293,0.1298
