time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.1,0.0,0.0,-1.6439,0.0,0.0,-0.0656,0.0,0.0
0.2,0.0,0.0,-1.6439,0.0029,-0.0002,-0.071,0.0029,0.0029
0.3,0.0,0.0,-1.6439,0.0119,-0.0008,-0.0634,0.0119,0.0119
0.4,0.0,0.0,-1.6439,0.0253,-0.0016,-0.0569,0.0253,0.0253
0.5,0.0,0.0,-1.6439,0.0415,-0.0025,-0.0546,0.0416,0.0416
0.6,0.0,0.0,-1.6439,0.06,-0.0035,-0.0513,0.0601,0.0601
0.7,0.0,0.0,-1.6439,0.0807,-0.0046,-0.0546,0.0809,0.0809
0.801,0.0,0.0,-1.6439,0.1021,-0.0058,-0.0546,0.1022,0.1022
0.9,0.0,0.0,-1.6439,0.1249,-0.0072,-0.0634,0.1251,0.1251
1.0,0.0,0.0,-1.6439,0.1496,-0.0087,-0.0623,0.1498,0.1498
1.1,0.0,0.0,-1.6439,0.1742,-0.0103,-0.0644,0.1745,0.1745
1.2,0.0,0.0,-1.6439,0.201,-0.0119,-0.0623,0.2014,0.2014
1.3,0.0,0.0,-1.6439,0.226,-0.0135,-0.0634,0.2264,0.2265
1.4,0.0,0.0,-1.6439,0.2514,-0.0152,-0.0644,0.2518,0.2518
1.501,0.0,0.0,-1.6439,0.2776,-0.0169,-0.0656,0.2781,0.2781
1.601,0.0,0.0,-1.6439,0.3032,-0.0188,-0.0785,0.3038,0.3038
1.7,0.0,0.0,-1.6439,0.3285,-0.0209,-0.0852,0.3291,0.3291
1.8,0.0,0.0,-1.6439,0.3557,-0.0233,-0.0862,0.3565,0.3565
1.9,0.0,0.0,-1.6439,0.384,-0.0256,-0.0798,0.3848,0.3848
2.0,0.0,0.0,-1.6439,0.4115,-0.0279,-0.0841,0.4124,0.4124
2.1,0.0,0.0,-1.6439,0.4393,-0.0302,-0.0873,0.4403,0.4403
2.2,0.0,0.0,-1.6439,0.4682,-0.0326,-0.0831,0.4693,0.4693
2.3,0.0,0.0,-1.6439,0.4945,-0.0346,-0.0775,0.4957,0.4957
2.4,0.0,0.0,-1.6439,0.522,-0.0368,-0.0798,0.5233,0.5233
2.5,0.0,0.0,-1.6439,0.5495,-0.039,-0.0785,0.5508,0.5508
2.601,0.0,0.0,-1.6439,0.5777,-0.0413,-0.0819,0.5792,0.5792
2.7,0.0,0.0,-1.6439,0.6072,-0.0438,-0.0831,0.6087,0.6087
2.8,0.0,0.0,-1.6439,0.6364,-0.0463,-0.0895,0.6381,0.6381
2.9,0.0,0.0,-1.6439,0.6646,-0.0489,-0.0895,0.6664,0.6664
3.0,0.0,0.0,-1.6439,0.6756,-0.0498,-0.0895,0.6774,0.6774
3.101,0.0,0.0,-1.6439,0.7094,-0.0529,-0.0983,0.7113,0.7113
3.201,0.0,0.0,-1.6439,0.7482,-0.0568,-0.0939,0.7503,0.7503
3.301,0.0,0.0,-1.6439,0.7532,-0.0573,-0.0949,0.7554,0.7554
3.4,0.0,0.0,-1.6439,0.7939,-0.0612,-0.0983,0.7963,0.7963
3.501,0.0,0.0,-1.6439,0.835,-0.0652,-0.0929,0.8375,0.8376
