time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.101,0.0,0.0,-1.6439,0.0,0.0,-0.2028,0.0,0.0
0.2,0.0,0.0,-1.6439,0.0026,-0.0005,-0.2028,0.0026,0.0027
0.3,0.0,0.0,-1.6439,0.0244,-0.005,-0.2028,0.0247,0.0249
0.401,0.0,0.0,-1.6439,0.0603,-0.0124,-0.2028,0.061,0.0616
0.501,-0.0019,-0.0262,-1.6439,0.1072,-0.0221,-0.2028,0.1086,0.1092
0.6,-0.0019,-0.0262,-1.6439,0.1616,-0.0332,-0.2028,0.1636,0.1636
0.7,-0.0019,-0.0262,-1.6439,0.222,-0.0457,-0.2028,0.2248,0.2248
0.8,-0.0019,-0.0262,-1.6439,0.2864,-0.0589,-0.2028,0.29,0.2902
0.901,-0.0036,-0.0496,-1.6439,0.3541,-0.0728,-0.2028,0.3585,0.3585
1.0,-0.0036,-0.0496,-1.6439,0.4256,-0.0875,-0.2028,0.4309,0.4309
1.101,-0.0051,-0.0698,-1.6439,0.498,-0.1024,-0.2028,0.5042,0.5042
1.201,-0.0051,-0.0698,-1.6439,0.5705,-0.1173,-0.2028,0.5776,0.5776
1.301,-0.0071,-0.0972,-1.6439,0.6452,-0.1327,-0.2028,0.6532,0.6533
1.401,-0.0071,-0.0972,-1.6439,0.7201,-0.1481,-0.2028,0.729,0.729
1.5,-0.0071,-0.0972,-1.6439,0.7969,-0.1639,-0.2028,0.8067,0.8068
1.6,-0.009,-0.1223,-1.6439,0.8734,-0.1796,-0.2028,0.8842,0.8842
1.7,-0.009,-0.1223,-1.6439,0.9494,-0.1952,-0.2028,0.9611,0.9611
1.801,-0.0107,-0.146,-1.645,1.0284,-0.2115,-0.2028,1.0411,1.0412
1.901,-0.0107,-0.146,-1.645,1.1066,-0.2276,-0.2028,1.1203,1.1203
2.0,-0.0107,-0.146,-1.645,1.1872,-0.2441,-0.2028,1.2019,1.202
2.1,-0.0128,-0.1745,-1.645,1.2663,-0.2604,-0.2028,1.282,1.282
2.201,-0.0128,-0.1745,-1.645,1.3471,-0.277,-0.2028,1.3637,1.3638
2.3,-0.0144,-0.1952,-1.646,1.4275,-0.2936,-0.2028,1.4453,1.4453
2.4,-0.0144,-0.1952,-1.646,1.5093,-0.3104,-0.2028,1.5281,1.5281
2.501,-0.0144,-0.1952,-1.646,1.5905,-0.3271,-0.2028,1.6103,1.6103
2.6,-0.016,-0.217,-1.646,1.674,-0.3442,-0.2028,1.6949,1.6949
2.701,-0.016,-0.217,-1.646,1.7535,-0.3606,-0.2028,1.7754,1.7754
2.8,-0.0178,-0.2406,-1.646,1.8359,-0.3775,-0.2028,1.8587,1.8587
2.901,-0.0178,-0.2406,-1.646,1.9195,-0.3947,-0.2028,1.9434,1.9434
