time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.1,-0.0007,-0.0,0.0939,0.0,0.0,-0.0164,-0.0,0.0007
0.2,-0.0007,-0.0,0.0939,0.0019,-0.0001,-0.0272,-0.0003,0.0026
0.3,-0.0007,-0.0,0.0939,0.006,-0.0002,-0.0339,-0.0008,0.0067
0.4,0.0197,0.0027,0.1288,0.0132,-0.0004,-0.036,-0.0022,0.0072
0.5,0.0197,0.0027,0.1288,0.0221,-0.0008,-0.0403,-0.0037,0.0042
0.6,0.0413,0.0053,0.1124,0.0328,-0.0012,-0.0426,-0.0055,0.0107
0.7,0.0413,0.0053,0.1124,0.048,-0.0019,-0.048,-0.0079,0.0098
0.8,0.0652,0.008,0.1114,0.0648,-0.0027,-0.048,-0.0106,0.0107
0.9,0.0853,0.0103,0.1114,0.0861,-0.0038,-0.059,-0.0141,0.0141
1.0,0.1072,0.0127,0.108,0.106,-0.005,-0.0632,-0.0175,0.0177
1.1,0.1289,0.015,0.108,0.1376,-0.0073,-0.0752,-0.0231,0.0239
1.2,0.1743,0.0201,0.119,0.1685,-0.0096,-0.0752,-0.0288,0.0302
1.3,0.1983,0.0229,0.1134,0.1979,-0.0118,-0.0764,-0.0344,0.0347
1.4,0.2233,0.0258,0.1178,0.2293,-0.0142,-0.084,-0.0405,0.0405
1.5,0.2689,0.031,0.1114,0.2644,-0.0177,-0.1058,-0.048,0.049
1.6,0.2899,0.0334,0.1145,0.2928,-0.0211,-0.1211,-0.0545,0.0546
1.7,0.3176,0.0367,0.1201,0.3348,-0.0264,-0.1319,-0.0646,0.0653
1.8,0.3755,0.0441,0.1288,0.376,-0.0321,-0.144,-0.0757,0.0763
1.9,0.4074,0.0484,0.1353,0.4167,-0.0386,-0.1637,-0.0874,0.0875
2.0,0.4392,0.0528,0.1386,0.4588,-0.0461,-0.1887,-0.1007,0.1008
2.1,0.4714,0.0574,0.1452,0.5017,-0.0549,-0.2128,-0.1155,0.1163
2.2,0.5362,0.0671,0.1473,0.5442,-0.0649,-0.2389,-0.1317,0.1322
2.3,0.57,0.0722,0.1517,0.5882,-0.0766,-0.2726,-0.1499,0.15
2.4,0.6045,0.0773,0.1452,0.6287,-0.0888,-0.3011,-0.1679,0.1679
2.5,0.646,0.0833,0.1407,0.6708,-0.1031,-0.3457,-0.1881,0.1881
2.6,0.6756,0.0876,0.144,0.7151,-0.1206,-0.3894,-0.2117,0.2119
2.7,0.718,0.094,0.1484,0.7548,-0.1373,-0.4081,-0.2342,0.2342
2.8,0.7478,0.0985,0.1527,0.7978,-0.1583,-0.4756,-0.2614,0.2616
2.9,0.7926,0.1055,0.155,0.8399,-0.1812,-0.5128,-0.2906,0.2906
3.0,0.8229,0.1103,0.1571,0.8794,-0.205,-0.5564,-0.3202,0.3203
3.1,0.8692,0.1179,0.1724,0.9187,-0.2305,-0.5868,-0.3518,0.3519
3.2,0.8692,0.1179,0.1724,0.95,-0.2524,-0.6196,-0.3787,0.3791
3.3,0.9034,0.1245,0.1997,0.9956,-0.2866,-0.6665,-0.4213,0.4213
3.4,0.9252,0.1297,0.2541,1.0335,-0.3181,-0.7112,-0.4606,0.4607
3.5,0.9252,0.1297,0.2541,1.0698,-0.3506,-0.7472,-0.5012,0.5016
3.6,0.9452,0.1355,0.289,1.1068,-0.3865,-0.7854,-0.5464,0.5464
3.7,0.9869,0.1476,0.2674,1.1398,-0.4202,-0.8049,-0.5881,0.5881
3.801,1.1891,0.1697,-0.0393,1.1633,-0.4466,-0.8508,-0.6168,0.6168
3.9,1.3089,0.1553,-0.1854,1.1882,-0.4758,-0.8803,-0.6426,0.6426
4.0,1.5634,0.0643,-0.5006,1.2288,-0.5256,-0.9022,-0.6781,0.6782
4.1,1.7133,-0.0423,-0.6981,1.2627,-0.5698,-0.9217,-0.6937,0.6937
4.2,1.7456,-0.0712,-0.7407,1.2706,-0.5804,-0.9358,-0.6963,0.6964
4.3,1.8457,-0.1752,-0.8432,1.3099,-0.6371,-0.9982,-0.7073,0.7074
4.4,2.0256,-0.5231,-1.3429,1.3402,-0.6855,-1.0112,-0.7043,0.7043
4.5,2.0466,-0.7504,-1.6013,1.3632,-0.7258,-1.0898,-0.6837,0.6838
4.6,2.046,-0.7723,-1.5937,1.3805,-0.7602,-1.1083,-0.6656,0.6656
4.7,2.046,-0.7723,-1.5937,1.3846,-0.7685,-1.1083,-0.6612,0.6613
4.8,2.0454,-0.8406,-1.5718,1.4181,-0.8332,-1.0887,-0.6273,0.6274
4.9,2.0455,-0.8658,-1.5664,1.4426,-0.8788,-1.0657,-0.6029,0.603
5.001,2.0457,-0.915,-1.5729,1.4674,-0.9233,-1.057,-0.5782,0.5783
5.1,2.0449,-0.9961,-1.5849,1.4985,-0.9758,-1.0254,-0.5466,0.5467
5.201,2.0449,-0.9961,-1.5849,1.501,-0.9797,-1.0133,-0.5441,0.5441
5.3,2.0442,-1.0508,-1.5849,1.5491,-1.0524,-0.9643,-0.4951,0.4952
5.4,2.044,-1.0764,-1.5795,1.5719,-1.0848,-0.9468,-0.4721,0.4722
5.5,2.0437,-1.138,-1.5675,1.6046,-1.1277,-0.8988,-0.439,0.4392
5.6,2.0437,-1.1676,-1.5729,1.6355,-1.1642,-0.8519,-0.4083,0.4083
5.7,2.0434,-1.2127,-1.5773,1.6678,-1.1991,-0.8018,-0.3756,0.3758
5.8,2.0433,-1.2343,-1.5729,1.7032,-1.2339,-0.7603,-0.3401,0.3401
5.9,2.0432,-1.2585,-1.5729,1.7384,-1.2655,-0.7112,-0.3049,0.305
6.0,2.0432,-1.2847,-1.5729,1.7754,-1.296,-0.6653,-0.2678,0.268
6.1,2.0431,-1.3153,-1.5718,1.8141,-1.325,-0.6316,-0.229,0.2292
6.2,2.0431,-1.3482,-1.5697,1.8533,-1.3518,-0.5739,-0.1898,0.1898
6.3,2.0431,-1.3782,-1.5729,1.8944,-1.3765,-0.528,-0.1487,0.1487
6.4,2.0429,-1.406,-1.5827,1.9354,-1.3987,-0.4746,-0.1076,0.1078
6.5,2.0429,-1.406,-1.5827,1.9783,-1.4191,-0.4243,-0.0644,0.0659
6.6,2.0425,-1.4397,-1.5816,2.0206,-1.4365,-0.3742,-0.022,0.0221
6.7,2.0423,-1.4685,-1.5785,2.0726,-1.4551,-0.3283,0.0302,0.0332
6.8,2.0423,-1.4685,-1.5785,2.1092,-1.4664,-0.288,0.0669,0.0669
6.9,2.0423,-1.4685,-1.5785,2.1528,-1.4782,-0.2531,0.1106,0.1109
7.0,2.0421,-1.5001,-1.5785,2.1983,-1.4888,-0.2084,0.1562,0.1567
7.1,2.0421,-1.5001,-1.5785,2.2436,-1.4971,-0.1592,0.2015,0.2016
7.2,2.0421,-1.5001,-1.5785,2.2713,-1.501,-0.1319,0.2292,0.2292
7.301,2.0421,-1.5001,-1.5785,2.3355,-1.5078,-0.0775,0.2935,0.2936
7.4,2.0421,-1.5001,-1.5785,2.3779,-1.5103,-0.0469,0.3359,0.3359
7.5,2.0421,-1.5001,-1.5785,2.413,-1.5115,-0.0349,0.371,0.3711
7.601,2.0421,-1.5001,-1.5785,2.4348,-1.5123,-0.0339,0.3928,0.3929
7.7,2.0421,-1.5001,-1.5785,2.4577,-1.5131,-0.0403,0.4157,0.4158
7.8,2.0421,-1.5001,-1.5785,2.4594,-1.5131,-0.0457,0.4174,0.4175
7.9,2.0421,-1.5001,-1.5785,2.455,-1.5129,-0.0534,0.413,0.4131
8.0,2.0421,-1.5001,-1.5785,2.4514,-1.5127,-0.0621,0.4094,0.4095
