time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.1,0.0,0.0,-1.6439,-0.0,0.0,2.6246,-0.0,0.0
0.2,0.0,0.0,-1.6439,-0.0054,0.0031,2.6246,-0.0056,0.0062
0.3,0.0,0.0,-1.6439,-0.0075,0.0043,2.6246,-0.0078,0.0086
0.4,0.0,0.0,-1.6439,-0.0092,0.0053,2.6234,-0.0096,0.0106
0.5,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.01,0.0111
0.601,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.01,0.0111
0.7,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.01,0.0111
0.8,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.01,0.0111
0.9,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.01,0.0111
1.0,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0111
1.1,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0111
1.2,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0111
1.3,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0111
1.4,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0111
1.5,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
1.6,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
1.7,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
1.8,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
1.9,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
2.0,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
2.101,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
2.201,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
2.3,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
2.4,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
2.5,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
2.6,0.0,0.0,-1.6439,-0.0097,0.0055,2.6224,-0.0101,0.0112
