time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
4.5,1.4059,0.0127,0.0197,1.4003,0.1235,0.3011,0.1109,0.1109
4.6,1.4628,0.0139,0.0208,1.4407,0.137,0.336,0.1235,0.1251
4.7,1.4628,0.0139,0.0208,1.457,0.1429,0.3512,0.1291,0.1291
4.8,1.4628,0.0139,0.0208,1.4815,0.1523,0.3763,0.138,0.1397
4.9,1.5133,0.015,0.0229,1.5017,0.1607,0.4004,0.1459,0.1461
5.0,1.5133,0.015,0.0229,1.5265,0.1716,0.4276,0.1563,0.1572
5.1,1.5133,0.015,0.0229,1.5352,0.1756,0.4384,0.1601,0.1621
5.2,1.5701,0.0164,0.0251,1.5522,0.1839,0.4592,0.1679,0.1685
5.301,1.5701,0.0164,0.0251,1.5588,0.1872,0.4669,0.171,0.1712
5.4,1.5701,0.0164,0.0251,1.5688,0.1923,0.4779,0.1759,0.176
5.501,1.5701,0.0164,0.0251,1.579,0.1977,0.4908,0.181,0.1815
5.6,1.5701,0.0164,0.0251,1.5815,0.199,0.4931,0.1823,0.183
5.7,1.5701,0.0164,0.0251,1.5892,0.2032,0.5028,0.1863,0.1878
5.801,1.6202,0.0177,0.0262,1.5917,0.2046,0.5072,0.1876,0.1891
5.9,1.6202,0.0177,0.0262,1.5929,0.2053,0.5095,0.1883,0.1896
6.0,1.6202,0.0177,0.0262,1.5929,0.2053,0.5095,0.1883,0.1896
6.1,1.6202,0.0177,0.0262,1.5929,0.2053,0.5095,0.1883,0.1896
6.2,1.6202,0.0177,0.0262,1.5929,0.2053,0.5095,0.1883,0.1896
6.3,1.6202,0.0177,0.0262,1.5929,0.2053,0.5095,0.1883,0.1896
6.4,1.6202,0.0177,0.0262,1.5929,0.2053,0.5095,0.1883,0.1896
6.501,1.6202,0.0177,0.0262,1.5929,0.2053,0.5095,0.1883,0.1896
6.6,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
6.7,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
6.8,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
6.9,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
7.0,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
7.1,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
7.2,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
7.3,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
7.4,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
7.5,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
7.6,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
7.7,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
7.8,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
7.901,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
8.001,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
8.101,1.6202,0.0177,0.0262,1.593,0.2053,0.5082,0.1883,0.1896
8.2,1.6202,0.0177,0.0262,1.5931,0.2053,0.5082,0.1883,0.1896
8.3,1.6202,0.0177,0.0262,1.5931,0.2054,0.5082,0.1884,0.1897
8.4,1.6202,0.0177,0.0262,1.5931,0.2054,0.5082,0.1884,0.1897
8.5,1.6202,0.0177,0.0262,1.5944,0.2061,0.5082,0.189,0.1902
8.6,1.6202,0.0177,0.0262,1.5956,0.2068,0.5105,0.1897,0.1907
8.7,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1897,0.1907
8.8,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1897,0.1907
8.9,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1897,0.1907
9.0,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1897,0.1907
9.101,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1897,0.1907
9.201,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1898,0.1908
9.3,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1898,0.1908
9.4,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1898,0.1908
9.5,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1898,0.1908
9.6,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1898,0.1908
9.7,1.6202,0.0177,0.0262,1.5957,0.2068,0.5105,0.1898,0.1908
9.8,1.6202,0.0177,0.0262,1.5958,0.2068,0.5105,0.1898,0.1908
9.9,1.6202,0.0177,0.0262,1.5958,0.2068,0.5105,0.1898,0.1908
10.001,1.6202,0.0177,0.0262,1.5958,0.2068,0.5105,0.1898,0.1908
10.101,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
10.2,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
10.301,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
10.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
10.501,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
10.6,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
10.701,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
10.8,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
10.9,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
11.001,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
11.1,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
11.2,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
11.3,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
11.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
11.5,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
11.6,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
11.7,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
11.8,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
11.9,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
12.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
12.1,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
12.2,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
12.3,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
12.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
12.5,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
12.6,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
12.7,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
12.8,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
12.9,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
13.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
13.1,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
13.2,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
13.3,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
13.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
13.5,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
13.6,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
13.7,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
13.801,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
13.9,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
14.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
14.1,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
14.2,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
14.301,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
14.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
14.5,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
14.601,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
14.701,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
14.8,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
14.9,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
15.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
15.1,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
15.2,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
15.3,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
15.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
15.5,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
15.6,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
15.701,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
15.8,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
15.9,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
16.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
16.1,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
16.2,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
16.3,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
16.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
16.5,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
16.6,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
16.701,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
16.8,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
16.901,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
17.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
17.1,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
17.2,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
17.3,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
17.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
17.501,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
17.601,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
17.7,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
17.801,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
17.9,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
18.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
18.101,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
18.2,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
18.301,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
18.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
18.5,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
18.601,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
18.7,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
18.801,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
18.9,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
19.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
19.1,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
19.201,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
19.3,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
19.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
19.5,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
19.6,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
19.7,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
19.801,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
19.9,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
20.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
20.101,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
20.201,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
20.3,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
20.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
20.5,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
20.6,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
20.701,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
20.801,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
20.901,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
21.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
21.1,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
21.201,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
21.3,1.6202,0.0177,0.0262,1.5958,0.2069,0.5105,0.1898,0.1908
21.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
21.501,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
21.6,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
21.7,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
21.8,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
21.901,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
22.001,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
22.1,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
22.2,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
22.3,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
22.4,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
22.501,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
22.6,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
22.7,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
22.8,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
22.9,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
23.0,1.6202,0.0177,0.0262,1.5958,0.2069,0.5116,0.1898,0.1908
23.101,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
23.2,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
23.3,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
23.4,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
23.5,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
23.6,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
23.7,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
23.8,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
23.9,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
24.0,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
24.1,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
24.2,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
24.3,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
24.4,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
24.501,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
24.6,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
24.701,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
24.8,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
24.9,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
25.0,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
25.101,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
25.2,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
25.3,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
25.401,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
25.5,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
25.6,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
25.7,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
25.8,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
25.901,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
26.0,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
26.1,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
26.2,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
26.3,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
26.4,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
26.501,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
26.6,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
26.701,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
26.8,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
26.9,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
27.0,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
27.1,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
27.2,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
27.3,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
27.4,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
27.5,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
27.6,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
27.701,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
27.801,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
27.9,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
28.0,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
28.1,1.6202,0.0177,0.0262,1.5959,0.2069,0.5116,0.1898,0.1908
28.2,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
28.3,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
28.4,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
28.5,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
28.6,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
28.7,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
28.8,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
28.9,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
29.0,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
29.1,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
29.2,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
29.301,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
29.401,1.6202,0.0177,0.0262,1.596,0.207,0.5116,0.1899,0.1909
29.501,1.6202,0.0177,0.0262,1.5961,0.207,0.5116,0.1899,0.1909
29.6,1.6202,0.0177,0.0262,1.5961,0.207,0.5116,0.1899,0.1909
29.7,1.6202,0.0177,0.0262,1.5961,0.207,0.5116,0.19,0.1909
29.8,1.6202,0.0177,0.0262,1.5961,0.207,0.5116,0.19,0.1909
29.9,1.6202,0.0177,0.0262,1.5961,0.207,0.5116,0.19,0.1909
30.0,1.6202,0.0177,0.0262,1.5961,0.2071,0.5116,0.19,0.1909
30.1,1.6202,0.0177,0.0262,1.5961,0.2071,0.5116,0.19,0.1909
30.201,1.6202,0.0177,0.0262,1.5961,0.2071,0.5116,0.19,0.1909
30.3,1.6202,0.0177,0.0262,1.5961,0.2071,0.5116,0.19,0.1909
30.4,1.6202,0.0177,0.0262,1.5962,0.2071,0.5116,0.19,0.1909
30.5,1.6202,0.0177,0.0262,1.5962,0.2071,0.5116,0.19,0.1909
30.601,1.6202,0.0177,0.0262,1.5962,0.2071,0.5116,0.19,0.191
30.701,1.6202,0.0177,0.0262,1.5962,0.2071,0.5116,0.19,0.191
30.801,1.6202,0.0177,0.0262,1.5963,0.2071,0.5116,0.19,0.191
30.9,1.6202,0.0177,0.0262,1.5963,0.2071,0.5116,0.1901,0.191
31.0,1.6202,0.0177,0.0262,1.5963,0.2072,0.5116,0.1901,0.191
31.1,1.6202,0.0177,0.0262,1.5964,0.2072,0.5116,0.1901,0.191
31.2,1.6202,0.0177,0.0262,1.5965,0.2073,0.5116,0.1902,0.1911
31.301,1.6202,0.0177,0.0262,1.5986,0.2084,0.5128,0.1913,0.192
31.4,1.6202,0.0177,0.0262,1.5989,0.2086,0.5138,0.1915,0.1922
31.5,1.6202,0.0177,0.0262,1.5991,0.2087,0.5138,0.1916,0.1922
31.6,1.6202,0.0177,0.0262,1.5992,0.2088,0.5138,0.1916,0.1923
31.7,1.6202,0.0177,0.0262,1.5992,0.2088,0.5138,0.1916,0.1923
31.8,1.6202,0.0177,0.0262,1.5992,0.2088,0.5138,0.1916,0.1923
