time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.1,0.0,0.0,-0.0033,0.0,0.0,0.0023,0.0,0.0
0.201,0.0,0.0,-0.0033,0.0066,0.0,0.0023,0.0,0.0066
0.3,0.0,0.0,-0.0033,0.0098,0.0,0.0023,0.0001,0.0098
0.4,0.0,0.0,-0.0033,0.0121,0.0,0.0023,0.0001,0.0121
0.5,0.0,0.0,-0.0033,0.015,0.0,0.0023,0.0001,0.015
0.6,0.0,0.0,-0.0033,0.019,0.0,0.0023,0.0001,0.019
0.7,0.0,0.0,-0.0033,0.0239,0.0001,0.0023,0.0001,0.0239
0.8,0.0522,-0.0002,-0.0033,0.0315,0.0001,0.0023,0.0002,0.0208
0.9,0.0522,-0.0002,-0.0033,0.0409,0.0001,0.0023,0.0002,0.0113
1.0,0.0522,-0.0002,-0.0033,0.0529,0.0001,0.0023,0.0003,0.0007
1.1,0.0522,-0.0002,-0.0033,0.0664,0.0002,0.0023,0.0004,0.0142
1.2,0.0522,-0.0002,-0.0033,0.0832,0.0002,0.0023,0.0005,0.0309
1.301,0.1145,-0.0003,-0.0021,0.1003,0.0002,0.0033,0.0006,0.0143
1.4,0.1145,-0.0003,-0.0021,0.1194,0.0003,0.0033,0.0007,0.0049
1.5,0.1145,-0.0003,-0.0021,0.1393,0.0004,0.0033,0.0008,0.0248
1.6,0.1683,-0.0004,-0.0,0.1616,0.0005,0.0045,0.0009,0.0068
1.7,0.1683,-0.0004,-0.0,0.1845,0.0006,0.0045,0.001,0.0162
1.8,0.2289,-0.0003,0.0033,0.21,0.0007,0.0066,0.001,0.0189
1.9,0.2289,-0.0003,0.0033,0.2342,0.0009,0.0066,0.0011,0.0054
2.0,0.2847,-0.0,0.0044,0.2617,0.0011,0.0077,0.0012,0.0231
2.1,0.2847,-0.0,0.0044,0.2904,0.0013,0.0077,0.0013,0.0058
2.201,0.3372,0.0003,0.0066,0.3202,0.0016,0.0087,0.0014,0.017
2.3,0.3372,0.0003,0.0066,0.351,0.0019,0.0099,0.0015,0.0139
2.4,0.3947,0.0007,0.0077,0.3821,0.0022,0.011,0.0016,0.0127
2.5,0.3947,0.0007,0.0077,0.4078,0.0025,0.012,0.0017,0.0132
2.6,0.4543,0.0012,0.0087,0.4477,0.003,0.012,0.0019,0.0069
2.7,0.4543,0.0012,0.0087,0.4821,0.0034,0.0133,0.002,0.0279
2.8,0.5106,0.0016,0.0077,0.5181,0.004,0.0143,0.0022,0.0079
2.9,0.5648,0.002,0.0066,0.5547,0.0045,0.0143,0.0025,0.0104
3.0,0.6171,0.0024,0.0077,0.5913,0.005,0.0143,0.0028,0.0259
3.1,0.6171,0.0024,0.0077,0.6287,0.0056,0.0154,0.0031,0.012
3.2,0.6692,0.0028,0.0087,0.6674,0.0062,0.0175,0.0034,0.0038
3.301,0.72,0.0033,0.0087,0.7075,0.0069,0.0175,0.0037,0.013
3.4,0.7703,0.0037,0.0087,0.7458,0.0076,0.0187,0.0041,0.0248
3.501,0.7703,0.0037,0.0087,0.7856,0.0084,0.0197,0.0045,0.016
3.6,0.8232,0.0042,0.0099,0.825,0.0091,0.0208,0.0049,0.0053
3.7,0.8732,0.0047,0.011,0.8653,0.01,0.022,0.0054,0.0094
3.8,0.9262,0.0053,0.012,0.9073,0.0109,0.023,0.0059,0.0197
3.9,0.9262,0.0053,0.012,0.9474,0.0119,0.023,0.0063,0.0221
4.0,0.9771,0.0059,0.0131,0.9881,0.0128,0.0251,0.0068,0.013
4.1,1.028,0.0066,0.0131,1.0292,0.0139,0.0274,0.0073,0.0074
4.2,1.0823,0.0073,0.0154,1.0705,0.0151,0.0295,0.0079,0.0141
4.3,1.0823,0.0073,0.0154,1.1044,0.0162,0.0328,0.0085,0.0238
4.4,1.1379,0.0082,0.0154,1.1553,0.0179,0.0361,0.0094,0.0199
4.5,1.1919,0.009,0.0154,1.1987,0.0195,0.0382,0.0104,0.0125
4.6,1.2497,0.01,0.0164,1.2413,0.0212,0.0415,0.0114,0.0141
4.7,1.3036,0.0109,0.0175,1.284,0.0231,0.0449,0.0126,0.0231
4.8,1.3554,0.0118,0.0187,1.3302,0.0253,0.0492,0.014,0.0286
4.9,1.3554,0.0118,0.0187,1.3658,0.0271,0.0524,0.0151,0.0185
5.0,1.4059,0.0127,0.0197,1.4012,0.029,0.0557,0.0163,0.0169
5.1,1.4628,0.0139,0.0208,1.4467,0.0316,0.06,0.018,0.0239
5.2,1.5133,0.015,0.0229,1.5089,0.0355,0.0644,0.0206,0.021
5.3,1.5701,0.0164,0.0251,1.5561,0.0387,0.071,0.0227,0.0264
5.4,1.6202,0.0177,0.0262,1.5993,0.0419,0.0754,0.0248,0.032
5.5,1.6711,0.019,0.0284,1.6455,0.0456,0.0819,0.0273,0.0369
5.6,1.6711,0.019,0.0284,1.6886,0.0494,0.0895,0.0298,0.035
5.7,1.7277,0.0208,0.0316,1.7339,0.0537,0.0972,0.0327,0.0335
5.8,1.7868,0.0226,0.0316,1.781,0.0584,0.1016,0.0359,0.0362
5.9,1.8441,0.0245,0.0328,1.8254,0.0631,0.107,0.0392,0.0429
6.0,1.9015,0.0264,0.0349,1.8715,0.0682,0.1134,0.0428,0.0515
