time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.1,0.0,0.0,-0.0033,0.0,0.0,0.0,0.0,0.0
0.201,0.0,0.0,-0.0033,0.0003,0.0,0.0,0.0,0.0003
0.3,0.0,0.0,-0.0033,0.0005,0.0,0.0,0.0,0.0005
0.4,0.0,0.0,-0.0033,0.0007,0.0,0.0,0.0,0.0007
0.5,0.0,0.0,-0.0033,0.0022,0.0,0.0,0.0,0.0022
0.6,0.0,0.0,-0.0033,0.0043,0.0,0.0,0.0,0.0043
0.7,0.0,0.0,-0.0033,0.0064,0.0,0.0,0.0,0.0064
0.8,0.0,0.0,-0.0033,0.0081,0.0,0.0,0.0,0.0081
0.9,0.0,0.0,-0.0033,0.0107,0.0,0.0,0.0,0.0107
1.0,0.0,0.0,-0.0033,0.0138,0.0,0.0,0.0,0.0138
1.1,0.0,0.0,-0.0033,0.0188,0.0,0.0,0.0001,0.0188
1.201,0.0,0.0,-0.0033,0.0247,0.0,0.0,0.0001,0.0247
1.3,0.0522,-0.0002,-0.0033,0.033,0.0,0.0,0.0001,0.0192
1.401,0.0522,-0.0002,-0.0033,0.0432,0.0,0.001,0.0001,0.0091
1.501,0.0522,-0.0002,-0.0033,0.054,0.0,0.001,0.0002,0.0018
1.6,0.0522,-0.0002,-0.0033,0.0665,0.0,0.0021,0.0003,0.0143
1.7,0.0522,-0.0002,-0.0033,0.0805,0.0001,0.0021,0.0003,0.0282
1.8,0.1145,-0.0003,-0.0021,0.0964,0.0001,0.0044,0.0004,0.0182
1.9,0.1145,-0.0003,-0.0021,0.112,0.0002,0.0044,0.0005,0.0026
2.0,0.1145,-0.0003,-0.0021,0.131,0.0003,0.0065,0.0007,0.0165
2.101,0.1683,-0.0004,-0.0,0.1499,0.0004,0.0075,0.0008,0.0185
2.2,0.1683,-0.0004,-0.0,0.1685,0.0006,0.0087,0.001,0.001
2.301,0.1683,-0.0004,-0.0,0.1898,0.0008,0.0108,0.0012,0.0215
2.401,0.2289,-0.0003,0.0033,0.2122,0.0011,0.012,0.0014,0.0168
2.5,0.2289,-0.0003,0.0033,0.236,0.0014,0.0141,0.0016,0.0072
2.6,0.2847,-0.0,0.0044,0.2625,0.0018,0.0152,0.0019,0.0223
2.7,0.2847,-0.0,0.0044,0.2869,0.0022,0.0175,0.0022,0.0031
2.8,0.3372,0.0003,0.0066,0.3127,0.0027,0.0208,0.0026,0.0246
2.9,0.3372,0.0003,0.0066,0.3393,0.0033,0.0229,0.003,0.0037
3.0,0.3947,0.0007,0.0077,0.3673,0.0039,0.025,0.0035,0.0277
3.1,0.3947,0.0007,0.0077,0.3949,0.0047,0.0272,0.004,0.004
