time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
0.1,0.0,0.0,0.0295,0.0067,-0.0001,-0.06,-0.0003,0.0067
0.2,0.0,0.0,0.0295,0.0067,-0.0001,-0.0567,-0.0003,0.0067
0.3,0.0,0.0,0.0295,0.0067,-0.0001,-0.0567,-0.0003,0.0067
0.4,0.0,0.0,0.0295,0.0067,-0.0001,-0.0524,-0.0003,0.0067
0.5,0.0,0.0,0.0295,0.0069,-0.0001,-0.0501,-0.0003,0.0069
0.6,0.0,0.0,0.0295,0.0098,-0.0003,-0.0501,-0.0006,0.0098
0.7,0.0,0.0,0.0295,0.0098,-0.0003,-0.0501,-0.0006,0.0098
0.8,0.0211,-0.0007,-0.0316,0.016,-0.0006,-0.0524,-0.0001,0.0051
0.9,0.0211,-0.0007,-0.0316,0.0259,-0.0011,-0.0524,-0.0003,0.0048
1.0,0.0211,-0.0007,-0.0316,0.0276,-0.0012,-0.0501,-0.0003,0.0065
1.1,0.0553,-0.0017,-0.0283,0.0493,-0.0023,-0.0524,-0.0008,0.006
1.201,0.0553,-0.0017,-0.0283,0.0493,-0.0023,-0.0524,-0.0008,0.006
1.3,0.0974,-0.0025,-0.0208,0.0784,-0.0037,-0.06,-0.0016,0.019
1.4,0.0974,-0.0025,-0.0208,0.1051,-0.0054,-0.0588,-0.0027,0.0082
1.501,0.0974,-0.0025,-0.0208,0.1095,-0.0056,-0.0555,-0.0029,0.0125
1.6,0.1693,-0.0044,-0.0218,0.1543,-0.0084,-0.0611,-0.0043,0.0155
1.701,0.1693,-0.0044,-0.0218,0.1543,-0.0084,-0.0611,-0.0043,0.0155
1.8,0.2113,-0.0055,-0.0241,0.1989,-0.0111,-0.0555,-0.0059,0.0136
1.9,0.2477,-0.0065,-0.0283,0.242,-0.0135,-0.0632,-0.0072,0.0091
2.0,0.2477,-0.0065,-0.0283,0.248,-0.0139,-0.0621,-0.0074,0.0074
2.1,0.2974,-0.0091,-0.0688,0.301,-0.0173,-0.0742,-0.0079,0.009
2.2,0.2974,-0.0091,-0.0688,0.301,-0.0173,-0.0742,-0.0079,0.009
2.3,0.3478,-0.0141,-0.1134,0.3511,-0.0209,-0.0742,-0.0064,0.0076
2.4,0.4037,-0.0219,-0.1429,0.4123,-0.0249,-0.0642,-0.0018,0.0091
2.5,0.4037,-0.0219,-0.1429,0.4123,-0.0249,-0.0642,-0.0018,0.0091
2.601,0.4702,-0.0316,-0.1517,0.4689,-0.0285,-0.0555,0.0029,0.0033
2.7,0.5376,-0.0422,-0.156,0.5394,-0.0321,-0.0426,0.0103,0.0103
2.801,0.5376,-0.0422,-0.156,0.5394,-0.0321,-0.0426,0.0103,0.0103
2.9,0.607,-0.0512,-0.096,0.6076,-0.0348,-0.0349,0.0163,0.0164
3.0,0.6715,-0.0571,-0.084,0.6693,-0.0365,-0.0262,0.0203,0.0207
3.101,0.6715,-0.0571,-0.084,0.6791,-0.0367,-0.0164,0.021,0.0218
3.2,0.7392,-0.0628,-0.0894,0.7511,-0.0375,-0.0021,0.0262,0.028
3.3,0.8013,-0.0682,-0.0829,0.8081,-0.0374,0.0131,0.0313,0.0316
3.401,0.8514,-0.0723,-0.0819,0.846,-0.0367,0.0218,0.0351,0.036
3.501,0.8514,-0.0723,-0.0819,0.8638,-0.0363,0.0218,0.0369,0.0381
