time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
16.1,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.668,0.344,0.344
16.2,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.656,0.344,0.344
16.3,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.6352,0.344,0.344
16.4,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.6244,0.344,0.344
16.5,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.6177,0.344,0.344
16.6,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.6244,0.344,0.344
16.701,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.6308,0.344,0.344
16.8,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.6375,0.344,0.344
16.9,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.6396,0.344,0.344
17.0,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.6406,0.344,0.344
17.1,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.6691,0.344,0.344
17.2,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.704,0.344,0.344
17.3,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.7443,0.344,0.344
17.4,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.8054,0.344,0.344
17.5,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.8775,0.344,0.344
17.6,2.0389,-1.6633,-1.6427,2.3825,-1.68,-1.9624,0.344,0.344
17.7,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.0378,0.344,0.344
17.8,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.1555,0.344,0.344
17.9,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.233,0.344,0.344
18.0,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.3038,0.344,0.344
18.1,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.3977,0.344,0.344
18.2,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.4655,0.344,0.344
18.3,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.5471,0.344,0.344
18.4,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.6267,0.344,0.344
18.5,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.6923,0.344,0.344
18.6,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.7883,0.344,0.344
18.7,2.0389,-1.6633,-1.6427,2.3825,-1.68,-2.9082,0.344,0.344
18.8,2.0389,-1.6633,-1.6427,2.3825,-1.68,-3.0348,0.344,0.344
18.9,2.0389,-1.6633,-1.6427,2.3825,-1.68,3.1241,0.344,0.344
19.0,2.0389,-1.6633,-1.6427,2.3825,-1.68,2.9987,0.344,0.344
