time_s,ref_x,ref_y,real_x,real_y,cte_m
4.205,2.9209,0.4187,2.9179,0.4246,0.0062
4.305,2.9547,0.4572,2.9639,0.4838,0.0101
4.405,3.0257,0.5508,3.0115,0.5512,0.0119
4.505,3.0618,0.6064,3.0503,0.6116,0.0125
4.605,3.089,0.6535,3.0898,0.6792,0.0118
4.705,3.1379,0.7536,3.1247,0.7464,0.0092
4.805,3.1594,0.8068,3.1563,0.8165,0.0064
4.905,3.1796,0.8644,3.1851,0.891,0.0031
5.005,3.2083,0.9681,3.2077,0.9631,-0.0006
5.105,3.2196,1.0237,3.2266,1.038,-0.0043
5.205,3.2349,1.1253,3.2407,1.114,-0.0073
5.305,3.242,1.1786,3.2507,1.1889,-0.0073
5.405,3.2557,1.2848,3.2575,1.2636,-0.0044
5.505,3.2624,1.3384,3.2624,1.3386,0.0
5.605,3.2689,1.3902,3.2666,1.413,0.005
5.705,3.2818,1.4989,3.2708,1.4893,0.0099
5.805,3.2878,1.5512,3.2756,1.5632,0.0135
5.905,3.3,1.6635,3.2814,1.6397,0.016
6.005,3.3066,1.7275,3.2881,1.716,0.0173
6.105,3.3121,1.7819,3.296,1.7938,0.0171
6.205,3.3179,1.8429,3.305,1.8723,0.0156
6.305,3.3283,1.9552,3.3147,1.9522,0.0132
6.405,3.3337,2.0161,3.3242,2.0323,0.0109
6.505,3.3424,2.1203,3.3328,2.1159,0.0093
6.605,3.3444,2.1716,3.3382,2.1967,0.0067
6.705,3.3402,2.2806,3.3395,2.2789,0.0008
6.805,3.3251,2.3854,3.3341,2.3621,-0.0047
6.905,3.3002,2.4843,3.3193,2.465,-0.0127
7.005,3.2833,2.5356,3.3055,2.518,-0.0152
7.105,3.2599,2.5953,3.2796,2.5902,-0.0163
7.205,3.239,2.6412,3.2469,2.6597,-0.0151
7.305,3.1872,2.7366,3.2069,2.7275,-0.0122
7.405,3.1594,2.7801,3.1666,2.7839,-0.0081
7.505,3.1271,2.8254,3.1202,2.8399,-0.0031
7.605,3.0581,2.909,3.0609,2.9033,0.0018
7.705,3.0233,2.9454,3.0177,2.9444,0.0047
7.805,2.9852,2.9818,2.9628,2.9919,0.0077
7.905,2.8951,3.056,2.9048,3.0376,0.0088
8.005,2.8489,3.089,2.846,3.0796,0.0094
8.105,2.7925,3.1256,2.7839,3.12,0.0093
8.205,2.7476,3.1519,2.7194,3.1582,0.0084
8.305,2.645,3.2039,2.6534,3.1933,0.006
8.405,2.5938,3.2268,2.5836,3.2264,0.0044
8.505,2.5392,3.2493,2.5166,3.2543,0.0038
8.605,2.4415,3.2852,2.4472,3.2795,0.0035
8.705,2.3916,3.3015,2.376,3.3019,0.0042
8.805,2.2834,3.332,2.3042,3.3213,0.0052
8.905,2.2306,3.3445,2.23,3.3383,0.0062
9.005,2.1813,3.355,2.1586,3.3517,0.0077
9.105,2.078,3.3733,2.0858,3.3632,0.0087
9.205,2.0272,3.3803,2.0114,3.3729,0.0094
9.305,1.9168,3.3917,1.9365,3.3807,0.0093
9.405,1.8657,3.395,1.8604,3.3872,0.0082
9.505,1.7615,3.4008,1.784,3.3924,0.0071
9.605,1.7097,3.4036,1.7114,3.3964,0.0071
9.705,1.6593,3.4063,1.6361,3.3997,0.0078
9.805,1.5467,3.4121,1.5604,3.4025,0.0089
9.905,1.4952,3.4147,1.4826,3.405,0.0102
10.005,1.3903,3.4198,1.4088,3.4075,0.0114
10.105,1.3403,3.4222,1.3327,3.4104,0.0121
10.205,1.2307,3.4274,1.2558,3.4137,0.0124
10.305,1.1778,3.4298,1.179,3.4175,0.0123
10.405,1.1208,3.4324,1.1024,3.4215,0.0117
