time_s,ref_x,ref_y,real_x,real_y,cte_m
0.105,0.0,0.0,0.0,0.0,0.0
0.205,0.0,0.0,0.003,0.0,0.0
0.305,0.0,0.0,0.0125,-0.0,0.0
0.405,0.0522,-0.0002,0.031,-0.0,0.0001
0.505,0.0522,-0.0002,0.0578,0.0,0.0002
0.605,0.1145,-0.0003,0.0912,0.0001,0.0003
0.705,0.1145,-0.0003,0.1327,0.0001,0.0005
0.805,0.1683,-0.0004,0.1792,0.0002,0.0006
0.906,0.2289,-0.0003,0.2341,0.0003,0.0006
1.005,0.2847,-0.0,0.2907,0.0007,0.0007
1.105,0.3372,0.0003,0.3546,0.0013,0.0009
1.205,0.3947,0.0007,0.4216,0.0021,0.0012
1.305,0.5106,0.0016,0.4967,0.0032,0.0016
1.405,0.5648,0.002,0.5696,0.0045,0.0024
1.505,0.6692,0.0028,0.6513,0.0061,0.0034
1.605,0.72,0.0033,0.7334,0.0078,0.0044
1.705,0.8232,0.0042,0.8196,0.0097,0.0055
1.805,0.9262,0.0053,0.91,0.0114,0.0063
1.905,0.9771,0.0059,1.0022,0.0131,0.0069
2.005,1.0823,0.0073,1.0937,0.0147,0.0072
2.105,1.1919,0.009,1.1881,0.0163,0.0074
2.205,1.3036,0.0109,1.2771,0.0177,0.0073
2.305,1.3554,0.0118,1.3692,0.0188,0.0067
2.405,1.4628,0.0139,1.4613,0.0198,0.006
2.505,1.5701,0.0164,1.5534,0.021,0.005
2.605,1.6711,0.019,1.6467,0.0223,0.0039
2.705,1.7277,0.0208,1.7447,0.0239,0.0026
2.805,1.8441,0.0245,1.8267,0.0258,0.0019
2.905,1.9015,0.0264,1.9178,0.0284,0.0014
3.005,2.0079,0.0302,2.0087,0.0317,0.0015
3.105,2.1124,0.0342,2.1003,0.0358,0.0021
3.205,2.2162,0.0426,2.1908,0.0416,0.0022
3.305,2.2669,0.0504,2.2803,0.0514,-0.0014
3.405,2.37,0.0745,2.3684,0.0668,-0.007
3.505,2.4688,0.1079,2.4527,0.0895,-0.0114
3.605,2.5155,0.1272,2.5345,0.12,-0.0141
3.705,2.6149,0.1762,2.6124,0.1585,-0.0143
3.805,2.6582,0.2015,2.6848,0.2024,-0.0131
3.905,2.7454,0.2604,2.7504,0.2524,-0.0095
4.005,2.7927,0.2972,2.8104,0.3064,-0.004
4.105,2.8774,0.3734,2.8655,0.3635,0.0012
