time_s,ref_x,ref_y,real_x,real_y,cte_m
9.305,1.7615,3.4008,1.7728,3.3925,0.0077
9.405,1.7097,3.4036,1.6938,3.3975,0.007
9.505,1.6032,3.4093,1.6039,3.4022,0.007
9.606,1.5467,3.4121,1.5353,3.4053,0.0073
9.705,1.4418,3.4173,1.4524,3.4088,0.008
9.805,1.3903,3.4198,1.3721,3.4121,0.0085
9.905,1.288,3.4247,1.2954,3.4153,0.009
10.005,1.2307,3.4274,1.2154,3.4186,0.0094
10.105,1.1208,3.4324,1.1326,3.4221,0.0098
10.205,1.0155,3.437,1.0377,3.4262,0.0098
10.305,0.9647,3.4391,0.9661,3.4294,0.0097
10.405,0.9088,3.4415,0.8917,3.4329,0.0093
10.505,0.8022,3.4457,0.8085,3.4367,0.0087
10.605,0.7475,3.4478,0.73,3.4404,0.008
10.705,0.6344,3.4519,0.6458,3.4443,0.0073
10.805,0.5768,3.4539,0.5642,3.4478,0.0064
10.905,0.4715,3.4571,0.4817,3.4504,0.0064
11.005,0.418,3.4574,0.4032,3.4509,0.0063
11.105,0.3059,3.4513,0.3053,3.4478,0.0034
11.205,0.2452,3.4445,0.2385,3.4426,0.001
