time_s,ref_x,ref_y,real_x,real_y,cte_m
11.205,0.6171,0.0024,0.6116,-0.1602,-0.1625
11.305,0.6171,0.0024,0.6116,-0.1602,-0.1625
11.405,0.6171,0.0024,0.6116,-0.1602,-0.1625
11.505,0.6171,0.0024,0.6116,-0.1602,-0.1625
11.605,0.6171,0.0024,0.6116,-0.1602,-0.1625
11.705,0.6171,0.0024,0.6116,-0.1602,-0.1625
11.805,0.6171,0.0024,0.6116,-0.1602,-0.1625
11.905,0.6171,0.0024,0.6116,-0.1602,-0.1625
12.005,0.6171,0.0024,0.6116,-0.1602,-0.1625
12.105,0.6171,0.0024,0.6116,-0.1602,-0.1625
12.205,0.6171,0.0024,0.6116,-0.1602,-0.1625
12.305,0.6171,0.0024,0.6116,-0.1602,-0.1625
12.405,0.6171,0.0024,0.6116,-0.1602,-0.1625
12.505,0.6171,0.0024,0.6116,-0.1602,-0.1625
12.605,0.6171,0.0024,0.6116,-0.1602,-0.1625
12.705,0.6171,0.0024,0.6116,-0.1602,-0.1625
12.805,0.6171,0.0024,0.6116,-0.1602,-0.1625
12.905,0.6171,0.0024,0.6116,-0.1602,-0.1625
13.005,0.6171,0.0024,0.6116,-0.1602,-0.1625
13.105,0.6171,0.0024,0.6116,-0.1602,-0.1625
13.205,0.6171,0.0024,0.6116,-0.1602,-0.1625
13.305,0.6171,0.0024,0.6116,-0.1602,-0.1625
13.405,0.6171,0.0024,0.6116,-0.1602,-0.1625
13.505,0.6171,0.0024,0.6116,-0.1602,-0.1625
13.605,0.6171,0.0024,0.6116,-0.1602,-0.1625
13.705,0.6171,0.0024,0.6116,-0.1602,-0.1625
13.805,0.6171,0.0024,0.6116,-0.1602,-0.1625
13.905,0.6171,0.0024,0.6116,-0.1602,-0.1625
14.005,0.6171,0.0024,0.6116,-0.1602,-0.1625
14.105,0.6171,0.0024,0.6116,-0.1602,-0.1625
14.205,0.6171,0.0024,0.6116,-0.1602,-0.1625
14.305,0.6171,0.0024,0.6116,-0.1602,-0.1625
14.405,0.6171,0.0024,0.6116,-0.1602,-0.1625
14.505,0.6171,0.0024,0.6116,-0.1602,-0.1625
14.605,0.6171,0.0024,0.6116,-0.1602,-0.1625
14.705,0.6171,0.0024,0.6116,-0.1602,-0.1625
14.805,0.6171,0.0024,0.6116,-0.1602,-0.1625
14.906,0.6171,0.0024,0.6116,-0.1602,-0.1625
15.005,0.6171,0.0024,0.6116,-0.1602,-0.1625
15.105,0.6171,0.0024,0.6116,-0.1602,-0.1625
15.205,0.6171,0.0024,0.6116,-0.1602,-0.1625
15.305,0.6171,0.0024,0.6116,-0.1602,-0.1625
15.405,0.6171,0.0024,0.6116,-0.1602,-0.1625
15.505,0.6171,0.0024,0.6116,-0.1602,-0.1625
15.605,0.6171,0.0024,0.6116,-0.1602,-0.1625
15.705,0.6171,0.0024,0.6116,-0.1602,-0.1625
15.806,0.6171,0.0024,0.6116,-0.1602,-0.1625
15.905,0.6171,0.0024,0.6116,-0.1602,-0.1625
16.005,0.6171,0.0024,0.6116,-0.1602,-0.1625
16.105,0.6171,0.0024,0.6116,-0.1602,-0.1625
16.205,0.6171,0.0024,0.6116,-0.1602,-0.1625
16.305,0.6171,0.0024,0.6116,-0.1602,-0.1625
16.405,0.6171,0.0024,0.6116,-0.1602,-0.1625
16.505,0.6171,0.0024,0.6116,-0.1602,-0.1625
16.605,0.6171,0.0024,0.6116,-0.1602,-0.1625
16.705,0.6171,0.0024,0.6116,-0.1602,-0.1625
16.805,0.6171,0.0024,0.6116,-0.1602,-0.1625
16.905,0.6171,0.0024,0.6116,-0.1602,-0.1625
17.005,0.6171,0.0024,0.6116,-0.1602,-0.1625
17.105,0.6171,0.0024,0.6116,-0.1602,-0.1625
17.205,0.6171,0.0024,0.6116,-0.1602,-0.1625
17.305,0.6171,0.0024,0.6116,-0.1602,-0.1625
17.405,0.6171,0.0024,0.6116,-0.1602,-0.1625
17.505,0.6171,0.0024,0.6116,-0.1602,-0.1625
17.605,0.6171,0.0024,0.6116,-0.1602,-0.1625
17.705,0.6171,0.0024,0.6116,-0.1602,-0.1625
17.805,0.6171,0.0024,0.6116,-0.1602,-0.1625
17.905,0.6171,0.0024,0.6156,-0.1603,-0.1627
18.005,0.6171,0.0024,0.6165,-0.1604,-0.1627
18.105,0.6171,0.0024,0.6165,-0.1604,-0.1627
18.205,0.6171,0.0024,0.6165,-0.1604,-0.1627
18.305,0.6171,0.0024,0.6165,-0.1604,-0.1627
18.405,0.6171,0.0024,0.6165,-0.1604,-0.1627
18.505,0.6171,0.0024,0.6165,-0.1604,-0.1627
18.605,0.6171,0.0024,0.6165,-0.1604,-0.1627
18.705,0.6171,0.0024,0.6165,-0.1604,-0.1627
18.805,0.6171,0.0024,0.6165,-0.1604,-0.1627
18.905,0.6171,0.0024,0.6165,-0.1604,-0.1627
19.005,0.6171,0.0024,0.6171,-0.1604,-0.1628
19.105,0.6171,0.0024,0.6327,-0.1608,-0.1633
19.205,0.6692,0.0028,0.6555,-0.1619,-0.1646
19.305,0.6692,0.0028,0.6789,-0.1637,-0.1666
19.405,0.72,0.0033,0.7206,-0.1687,-0.172
19.505,0.7703,0.0037,0.7547,-0.1748,-0.1783
19.605,0.7703,0.0037,0.7969,-0.1843,-0.1882
19.705,0.8232,0.0042,0.847,-0.1994,-0.2039
19.805,0.8732,0.0047,0.8944,-0.2172,-0.2222
19.905,0.9771,0.0059,0.9552,-0.2459,-0.2515
20.005,0.9771,0.0059,0.9954,-0.2689,-0.2751
20.106,1.028,0.0066,1.0565,-0.3108,-0.3177
20.205,1.0823,0.0073,1.1056,-0.3518,-0.3595
20.305,1.1379,0.0082,1.1435,-0.389,-0.3972
20.405,1.1919,0.009,1.1874,-0.4395,-0.4484
20.505,1.2497,0.01,1.2356,-0.5062,-0.5158
20.605,1.2497,0.01,1.2614,-0.5517,-0.5618
20.705,1.2497,0.01,1.2761,-0.5815,-0.5918
20.805,1.2497,0.01,1.2798,-0.5892,-0.5995
20.905,1.2497,0.01,1.2775,-0.5844,-0.5947
21.005,1.2497,0.01,1.276,-0.5812,-0.5915
21.105,1.2497,0.01,1.276,-0.5812,-0.5915
21.205,1.2497,0.01,1.276,-0.5812,-0.5915
21.305,1.2497,0.01,1.2757,-0.5805,-0.5908
