time_s,ref_x,ref_y,real_x,real_y,cte_m
8.005,0.2289,-0.0003,0.2083,1.2862,1.2865
8.106,0.2289,-0.0003,0.2177,1.1934,1.1937
8.206,0.2289,-0.0003,0.2285,1.1001,1.1004
8.305,0.2289,-0.0003,0.2403,1.0069,1.0071
8.405,0.2289,-0.0003,0.2525,0.9159,0.9161
8.505,0.2847,-0.0,0.2646,0.8254,0.8255
8.606,0.2847,-0.0,0.276,0.7371,0.7371
8.705,0.2847,-0.0,0.2868,0.65,0.65
8.805,0.2847,-0.0,0.2969,0.565,0.565
8.905,0.2847,-0.0,0.3066,0.4801,0.48
9.005,0.3372,0.0003,0.3155,0.3972,0.397
9.105,0.3372,0.0003,0.3242,0.3148,0.3146
9.205,0.3372,0.0003,0.3329,0.2341,0.2339
9.305,0.3372,0.0003,0.3417,0.1531,0.1528
9.405,0.3372,0.0003,0.3503,0.074,0.0736
9.505,0.3372,0.0003,0.3589,-0.0061,-0.0065
9.605,0.3947,0.0007,0.3667,-0.0767,-0.0772
9.705,0.3947,0.0007,0.3734,-0.1384,-0.139
9.805,0.3947,0.0007,0.375,-0.1529,-0.1535
9.905,0.3947,0.0007,0.3794,-0.1948,-0.1954
10.005,0.3947,0.0007,0.3794,-0.1945,-0.1951
10.105,0.3947,0.0007,0.3791,-0.1918,-0.1924
10.205,0.3947,0.0007,0.378,-0.1817,-0.1822
10.305,0.3947,0.0007,0.3777,-0.1791,-0.1796
10.405,0.3947,0.0007,0.3777,-0.1791,-0.1796
10.505,0.3947,0.0007,0.3777,-0.1791,-0.1797
10.605,0.3947,0.0007,0.3777,-0.1791,-0.1797
10.705,0.3947,0.0007,0.3777,-0.1791,-0.1797
10.805,0.3947,0.0007,0.3777,-0.1791,-0.1797
10.905,0.3947,0.0007,0.3777,-0.1791,-0.1797
11.005,0.3947,0.0007,0.3777,-0.1791,-0.1797
11.105,0.3947,0.0007,0.3777,-0.1791,-0.1797
11.205,0.3947,0.0007,0.3777,-0.1791,-0.1797
11.305,0.3947,0.0007,0.3777,-0.1791,-0.1797
11.405,0.3947,0.0007,0.3777,-0.1791,-0.1797
11.505,0.3947,0.0007,0.3777,-0.1791,-0.1797
11.605,0.3947,0.0007,0.3777,-0.1791,-0.1797
11.705,0.3947,0.0007,0.3777,-0.1791,-0.1797
11.805,0.3947,0.0007,0.3777,-0.1791,-0.1797
11.905,0.3947,0.0007,0.3777,-0.1791,-0.1797
12.005,0.3947,0.0007,0.3777,-0.1791,-0.1797
12.105,0.3947,0.0007,0.3777,-0.1791,-0.1797
12.205,0.3947,0.0007,0.3777,-0.1791,-0.1797
12.306,0.3947,0.0007,0.3777,-0.1791,-0.1797
12.405,0.3947,0.0007,0.3777,-0.1791,-0.1797
12.505,0.3947,0.0007,0.3777,-0.1791,-0.1797
12.605,0.3947,0.0007,0.3777,-0.1791,-0.1797
12.705,0.3947,0.0007,0.3777,-0.1791,-0.1797
12.805,0.3947,0.0007,0.3777,-0.1791,-0.1797
12.905,0.3947,0.0007,0.3777,-0.1791,-0.1797
13.005,0.3947,0.0007,0.3777,-0.1791,-0.1797
13.105,0.3947,0.0007,0.3777,-0.1791,-0.1797
13.206,0.3947,0.0007,0.3777,-0.1791,-0.1797
13.305,0.3947,0.0007,0.3777,-0.1791,-0.1797
13.405,0.3947,0.0007,0.3777,-0.1791,-0.1797
13.505,0.3947,0.0007,0.3777,-0.1791,-0.1797
13.605,0.3947,0.0007,0.3777,-0.1791,-0.1797
13.705,0.3947,0.0007,0.3777,-0.1791,-0.1797
13.805,0.3947,0.0007,0.3777,-0.1791,-0.1797
13.905,0.3947,0.0007,0.3777,-0.1791,-0.1797
14.005,0.3947,0.0007,0.3777,-0.1791,-0.1797
14.105,0.3947,0.0007,0.3777,-0.1791,-0.1797
14.205,0.3947,0.0007,0.3777,-0.1791,-0.1797
14.305,0.3947,0.0007,0.3777,-0.1791,-0.1797
14.405,0.3947,0.0007,0.3777,-0.1791,-0.1797
14.505,0.3947,0.0007,0.3777,-0.1791,-0.1797
14.605,0.3947,0.0007,0.3777,-0.1791,-0.1797
14.705,0.3947,0.0007,0.3777,-0.1791,-0.1797
14.805,0.3947,0.0007,0.3777,-0.1791,-0.1797
14.905,0.3947,0.0007,0.3777,-0.1791,-0.1797
15.005,0.3947,0.0007,0.3777,-0.1791,-0.1797
15.105,0.3947,0.0007,0.3777,-0.1791,-0.1797
15.206,0.3947,0.0007,0.3777,-0.1791,-0.1797
15.305,0.3947,0.0007,0.3777,-0.1791,-0.1797
15.405,0.3947,0.0007,0.3784,-0.1791,-0.1797
15.505,0.3947,0.0007,0.3784,-0.1791,-0.1797
15.605,0.3947,0.0007,0.3784,-0.1791,-0.1797
15.705,0.3947,0.0007,0.3783,-0.1791,-0.1797
15.805,0.3947,0.0007,0.3783,-0.1791,-0.1797
15.905,0.3947,0.0007,0.3783,-0.1791,-0.1797
16.005,0.3947,0.0007,0.3783,-0.1791,-0.1797
16.105,0.3947,0.0007,0.3783,-0.1791,-0.1797
16.205,0.3947,0.0007,0.3783,-0.1791,-0.1797
16.305,0.3947,0.0007,0.3783,-0.1791,-0.1797
16.405,0.3947,0.0007,0.3783,-0.1791,-0.1797
16.505,0.3947,0.0007,0.3783,-0.1791,-0.1797
16.605,0.3947,0.0007,0.3783,-0.1791,-0.1797
16.705,0.3947,0.0007,0.3783,-0.1791,-0.1797
16.805,0.3947,0.0007,0.3783,-0.1791,-0.1797
16.905,0.3947,0.0007,0.3783,-0.1791,-0.1797
17.005,0.3947,0.0007,0.3783,-0.1791,-0.1797
17.105,0.3947,0.0007,0.3783,-0.1791,-0.1797
17.205,0.3947,0.0007,0.3839,-0.1792,-0.1798
17.305,0.3947,0.0007,0.3976,-0.1793,-0.18
17.405,0.3947,0.0007,0.4204,-0.1799,-0.1808
17.505,0.4543,0.0012,0.4498,-0.1815,-0.1826
17.605,0.5106,0.0016,0.4861,-0.1852,-0.1867
17.705,0.5106,0.0016,0.5266,-0.1916,-0.1933
17.805,0.5648,0.002,0.572,-0.2015,-0.2035
17.905,0.6171,0.0024,0.622,-0.2159,-0.2183
18.005,0.6692,0.0028,0.6729,-0.2344,-0.2372
18.105,0.72,0.0033,0.7239,-0.2575,-0.2607
18.205,0.7703,0.0037,0.7773,-0.2869,-0.2906
18.305,0.8232,0.0042,0.8286,-0.3209,-0.3251
18.406,0.8732,0.0047,0.8787,-0.361,-0.3657
18.505,0.9262,0.0053,0.9247,-0.4049,-0.4102
