time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
3.81,2.7012,0.2292,0.5901,2.7417,0.1782,0.4833,-0.0649,0.0651
3.912,2.7454,0.2604,0.6337,2.7991,0.2131,0.5739,-0.07,0.0716
4.01,2.8347,0.3332,0.7287,2.8709,0.2653,0.6589,-0.0748,0.0769
4.11,2.8774,0.3734,0.7756,2.9303,0.3167,0.7407,-0.0776,0.0776
4.21,2.9209,0.4187,0.8257,2.9885,0.3747,0.8095,-0.0795,0.0806
4.31,2.9882,0.4991,0.9142,3.0419,0.436,0.8803,-0.081,0.0828
4.41,3.0257,0.5508,0.9632,3.0901,0.4998,0.9458,-0.0821,0.0822
4.513,3.0618,0.6064,1.0112,3.1342,0.5663,1.0112,-0.0827,0.0828
4.612,3.089,0.6535,1.0659,3.1734,0.6348,1.0734,-0.0829,0.0865
4.71,3.1379,0.7536,1.1585,3.2079,0.7042,1.1357,-0.0839,0.0857
4.81,3.1594,0.8068,1.2055,3.238,0.7761,1.1968,-0.0844,0.0844
4.91,3.1796,0.8644,1.2556,3.2676,0.8609,1.2523,-0.0847,0.088
5.01,3.2083,0.9681,1.3439,3.2856,0.9231,1.3057,-0.0854,0.0894
5.11,3.2196,1.0237,1.3909,3.3023,0.9934,1.3549,-0.0868,0.0881
5.21,3.2276,1.0733,1.4237,3.3184,1.0776,1.405,-0.0891,0.0909
5.31,3.242,1.1786,1.4399,3.3273,1.1435,1.4509,-0.0892,0.0922
5.41,3.2487,1.2307,1.4422,3.3359,1.2343,1.4858,-0.086,0.0872
5.51,3.2557,1.2848,1.4443,3.34,1.2956,1.5076,-0.0823,0.085
5.61,3.2689,1.3902,1.4486,3.3435,1.3714,1.5305,-0.0764,0.077
5.71,3.2752,1.4426,1.4519,3.3461,1.4486,1.5392,-0.0697,0.0712
5.81,3.2878,1.5512,1.4586,3.3485,1.5259,1.5413,-0.0631,0.0657
5.91,3.294,1.6077,1.4617,3.3508,1.6047,1.5413,-0.0567,0.0568
6.01,3.3066,1.7275,1.4694,3.3536,1.6984,1.5413,-0.0497,0.0553
6.111,3.3121,1.7819,1.4715,3.3555,1.7656,1.5413,-0.0449,0.0465
6.21,3.3179,1.8429,1.476,3.3578,1.8378,1.5392,-0.0402,0.0402
6.31,3.3233,1.9,1.4781,3.3606,1.9227,1.5371,-0.035,0.0436
6.41,3.3337,2.0161,1.4825,3.3633,1.9954,1.5315,-0.0312,0.036
6.51,3.3382,2.0665,1.4835,3.3666,2.0764,1.5284,-0.0275,0.0301
6.61,3.3444,2.1716,1.5523,3.3698,2.1588,1.5348,-0.0257,0.0285
6.71,3.3438,2.2265,1.6069,3.3712,2.2072,1.5469,-0.0267,0.0335
6.81,3.3337,2.3333,1.7158,3.3717,2.3173,1.5949,-0.0353,0.0412
6.91,3.3251,2.3854,1.7486,3.3668,2.3989,1.6537,-0.0435,0.0439
7.01,3.3002,2.4843,1.8642,3.3563,2.4816,1.7235,-0.0529,0.0562
7.11,3.2833,2.5356,1.9047,3.3401,2.5581,1.8118,-0.0611,0.0612
7.21,3.2599,2.5953,1.9614,3.3173,2.6329,1.898,-0.0674,0.0687
7.31,3.214,2.6901,2.0628,3.2871,2.7078,1.9843,-0.0728,0.0753
7.411,3.1872,2.7366,2.1131,3.2521,2.7798,2.0694,-0.0779,0.0779
7.51,3.1594,2.7801,2.1598,3.2139,2.843,2.1413,-0.0803,0.0832
7.61,3.0953,2.8661,2.2527,3.169,2.9066,2.2122,-0.0827,0.0841
7.71,3.0581,2.909,2.3061,3.1219,2.9641,2.2799,-0.0843,0.0843
7.81,3.0233,2.9454,2.3529,3.0706,3.0194,2.3421,-0.0857,0.0878
7.91,2.9441,3.0174,2.4457,3.0144,3.0734,2.4042,-0.088,0.0899
8.01,2.8951,3.056,2.4948,2.9584,3.1201,2.4675,-0.0893,0.0901
8.113,2.8489,3.089,2.5384,2.9009,3.1626,2.5286,-0.09,0.09
8.21,2.7925,3.1256,2.5864,2.8376,3.2036,2.5864,-0.0901,0.0901
8.31,2.7476,3.1519,2.6257,2.7713,3.2416,2.6409,-0.0897,0.0928
8.41,2.645,3.2039,2.7053,2.7059,3.2749,2.6922,-0.09,0.0935
8.51,2.5938,3.2268,2.7327,2.6385,3.3049,2.7391,-0.0895,0.09
8.61,2.5392,3.2493,2.762,2.5696,3.3318,2.785,-0.0879,0.0879
8.71,2.4887,3.2686,2.7882,2.4971,3.3568,2.8241,-0.0857,0.0886
8.81,2.3916,3.3015,2.8384,2.4256,3.3783,2.8646,-0.0835,0.084
8.912,2.339,3.3171,2.8646,2.3502,3.398,2.8985,-0.0809,0.0817
9.013,2.2834,3.332,2.8918,2.2765,3.4146,2.9322,-0.0784,0.0829
9.11,2.1813,3.355,2.9409,2.202,3.4287,2.965,-0.0764,0.0766
9.21,2.1302,3.3647,2.965,2.1443,3.4381,2.9878,-0.0747,0.0747
9.31,2.0272,3.3803,3.014,2.0564,3.4505,3.0194,-0.0733,0.076
9.41,1.9709,3.3868,3.0381,1.9836,3.4582,3.0479,-0.0724,0.0725
9.51,1.9168,3.3917,3.0631,1.9055,3.464,3.0772,-0.0712,0.0732
9.61,1.8144,3.3978,3.0882,1.8272,3.4679,3.1002,-0.0706,0.0712
9.71,1.7615,3.4008,3.0859,1.7526,3.4699,3.1208,-0.0685,0.0697
9.81,1.6593,3.4063,3.0882,1.6746,3.4705,3.1383,-0.0649,0.066
9.91,1.6032,3.4093,3.0905,1.6067,3.4703,-3.135,-0.0612,0.0612
10.01,1.5467,3.4121,3.0915,1.5292,3.4693,-3.1252,-0.0562,0.0598
10.11,1.4418,3.4173,3.0925,1.4518,3.4679,-3.1219,-0.051,0.0515
10.21,1.3903,3.4198,3.0936,1.3782,3.4664,-3.1208,-0.0459,0.0481
10.31,1.288,3.4247,3.0946,1.3043,3.4648,-3.1208,-0.0409,0.0434
10.41,1.2307,3.4274,3.0946,1.2276,3.4634,-3.1229,-0.0358,0.0361
10.51,1.1778,3.4298,3.0959,1.1507,3.4622,-3.1285,-0.0311,0.0422
10.61,1.0692,3.4347,3.098,1.0715,3.4614,-3.135,-0.0268,0.0268
10.71,1.0155,3.437,3.0992,0.9969,3.4612,-3.1416,-0.0234,0.0305
10.81,0.9088,3.4415,3.1002,0.9176,3.4614,3.1372,-0.0203,0.0218
10.91,0.8569,3.4435,3.1023,0.8426,3.462,3.1308,-0.0179,0.0234
11.01,0.7475,3.4478,3.1034,0.7631,3.4633,3.1231,-0.0161,0.022
11.11,0.6858,3.4501,3.1046,0.6893,3.4648,3.1187,-0.0148,0.0151
11.21,0.6344,3.4519,3.1067,0.6099,3.4667,3.1166,-0.014,0.0287
11.31,0.5221,3.4556,3.11,0.5321,3.4687,3.1166,-0.0134,0.0165
11.41,0.4715,3.4571,3.1154,0.4561,3.4701,3.1264,-0.0125,0.0202
11.51,0.3622,3.4555,-3.0892,0.378,3.4706,3.1395,-0.0143,0.0218
11.61,0.3059,3.4513,-3.0521,0.3027,3.4697,-3.1187,-0.0186,0.0187
11.71,0.2452,3.4445,-3.014,0.2249,3.4663,-3.0849,-0.0242,0.0298
