time_s,ref_x,ref_y,ref_theta,real_x,real_y,real_theta,cte_m,dist_to_ref
5.605,3.3,1.6635,1.4661,3.3469,1.668,1.5359,-0.0462,0.0471
5.705,3.3121,1.7819,1.4715,3.35,1.7509,1.5315,-0.0408,0.049
5.805,3.3179,1.8429,1.476,3.3536,1.8353,1.5261,-0.0362,0.0365
5.905,3.3233,1.9,1.4781,3.3577,1.9208,1.5205,-0.0324,0.0402
6.005,3.3337,2.0161,1.4825,3.3623,2.0082,1.5174,-0.0292,0.0297
6.105,3.3424,2.1203,1.5053,3.367,2.0948,1.5174,-0.0262,0.0354
6.205,3.3444,2.1716,1.5523,3.3713,2.1854,1.5315,-0.0266,0.0302
6.305,3.3402,2.2806,1.6614,3.3736,2.2763,1.56,-0.0329,0.0337
6.405,3.3337,2.3333,1.7158,3.373,2.327,1.5903,-0.0379,0.0398
6.505,3.3139,2.435,1.8174,3.3643,2.4484,1.694,-0.0522,0.0522
6.605,3.3002,2.4843,1.8642,3.3524,2.5176,1.7628,-0.0596,0.0619
6.705,3.2599,2.5953,1.9614,3.3271,2.6156,1.8741,-0.0699,0.0702
6.805,3.239,2.6412,2.0148,3.2962,2.6978,1.9656,-0.0759,0.0804
6.905,3.1872,2.7366,2.1131,3.2676,2.7571,2.0431,-0.0795,0.083
7.005,3.1594,2.7801,2.1598,3.2154,2.8465,2.1413,-0.0835,0.0869
7.105,3.0953,2.8661,2.2527,3.1672,2.9134,2.2242,-0.0856,0.0861
7.205,3.0581,2.909,2.3061,3.1145,2.9759,2.2962,-0.0867,0.0875
7.305,2.9852,2.9818,2.3977,3.0577,3.0349,2.3703,-0.0882,0.0899
7.405,2.9441,3.0174,2.4457,2.9967,3.0891,2.4401,-0.0887,0.0889
7.505,2.8951,3.056,2.4948,2.9326,3.1386,2.5089,-0.0885,0.0907
7.605,2.8489,3.089,2.5384,2.8756,3.1773,2.5613,-0.0878,0.0922
7.705,2.7476,3.1519,2.6257,2.7918,3.2276,2.6311,-0.0876,0.0876
7.805,2.6981,3.1782,2.6693,2.7203,3.2644,2.6857,-0.0869,0.089
7.905,2.5938,3.2268,2.7327,2.6466,3.2979,2.7381,-0.0862,0.0886
8.005,2.5392,3.2493,2.762,2.5696,3.3285,2.7859,-0.0848,0.0848
8.105,2.4415,3.2852,2.8133,2.4924,3.3548,2.8295,-0.0822,0.0862
8.205,2.3916,3.3015,2.8384,2.4133,3.3782,2.87,-0.0797,0.0798
8.305,2.339,3.3171,2.8646,2.3347,3.398,2.9081,-0.0767,0.0811
8.405,2.2306,3.3445,2.9191,2.2551,3.4152,2.9419,-0.0743,0.0748
8.505,2.1813,3.355,2.9409,2.1748,3.4298,2.9737,-0.072,0.0751
8.605,2.078,3.3733,2.9899,2.0938,3.4419,3.0041,-0.0702,0.0704
8.705,2.0272,3.3803,3.014,2.0137,3.4517,3.0358,-0.0691,0.0727
8.805,1.9168,3.3917,3.0631,1.9335,3.4588,3.0641,-0.0683,0.0692
8.905,1.8657,3.395,3.0849,1.8506,3.4637,3.0936,-0.0677,0.0703
9.006,1.7615,3.4008,3.0859,1.7807,3.4658,3.1187,-0.066,0.0678
9.105,1.6593,3.4063,3.0882,1.6866,3.4669,-3.1383,-0.0619,0.0664
9.205,1.6032,3.4093,3.0905,1.6055,3.4657,-3.1208,-0.0564,0.0564
9.305,1.4952,3.4147,3.0925,1.5229,3.4636,-3.1165,-0.0502,0.0562
9.405,1.4418,3.4173,3.0925,1.4411,3.4616,-3.1175,-0.0443,0.0444
9.505,1.3403,3.4222,3.0936,1.3581,3.4599,-3.1231,-0.0385,0.0416
9.605,1.288,3.4247,3.0946,1.2906,3.4588,-3.1275,-0.0342,0.0342
9.705,1.1778,3.4298,3.0959,1.1922,3.4577,-3.1329,-0.0285,0.0314
9.805,1.1208,3.4324,3.0959,1.1073,3.4572,-3.1372,-0.0241,0.0282
9.905,1.0155,3.437,3.0992,1.0256,3.4571,-3.1416,-0.0205,0.0225
10.005,0.9647,3.4391,3.1002,0.9394,3.4573,3.1372,-0.0171,0.0311
10.105,0.8569,3.4435,3.1023,0.8575,3.4578,3.1339,-0.0143,0.0143
10.205,0.7475,3.4478,3.1034,0.7705,3.4586,3.1308,-0.0117,0.0255
10.305,0.6858,3.4501,3.1046,0.6896,3.4596,3.1275,-0.0097,0.0103
10.405,0.5768,3.4539,3.109,0.6032,3.4611,3.1241,-0.0081,0.0274
10.505,0.5221,3.4556,3.11,0.5207,3.4625,3.1231,-0.0068,0.007
10.605,0.418,3.4574,-3.1306,0.4361,3.4638,3.1285,-0.0062,0.0192
10.705,0.3622,3.4555,-3.0892,0.3491,3.4641,-3.1383,-0.0093,0.0158
10.805,0.2452,3.4445,-3.014,0.2624,3.4632,-3.1067,-0.0164,0.0254
10.905,0.1933,3.4368,-2.9833,0.1794,3.4584,-3.0751,-0.0235,0.0257
