time_s,ref_x,ref_y,real_x,real_y,cte_m
0.105,0.0,0.0,0.0001,0.0,0.0
0.205,0.0,0.0,0.0001,0.0,0.0
0.305,0.0,0.0,0.0001,0.0,0.0
0.405,0.0,0.0,0.0001,0.0,0.0
0.505,0.0,0.0,0.0002,0.0,0.0
0.605,0.0,0.0,0.0053,0.0,0.0
0.705,0.0,0.0,0.0223,0.0001,0.0001
0.805,0.0,0.0,0.0223,0.0001,0.0001
0.905,0.0522,-0.0002,0.0733,0.0002,0.0005
1.005,0.1145,-0.0003,0.1218,0.0005,0.0009
1.105,0.1145,-0.0003,0.1218,0.0005,0.0009
1.205,0.2289,-0.0003,0.2441,0.0016,0.0018
1.305,0.2289,-0.0003,0.2441,0.0016,0.0018
1.405,0.3947,0.0007,0.397,0.0036,0.0028
1.505,0.4543,0.0012,0.4761,0.0047,0.0033
1.605,0.5648,0.002,0.5551,0.006,0.004
1.705,0.6171,0.0024,0.5955,0.0066,0.0044
1.805,0.72,0.0033,0.7337,0.0089,0.0055
1.905,0.8232,0.0042,0.8211,0.0102,0.0061
2.005,0.9262,0.0053,0.905,0.0114,0.0063
2.105,0.9771,0.0059,0.9762,0.0123,0.0064
2.205,1.0823,0.0073,1.0894,0.0136,0.0061
2.305,1.1919,0.009,1.1831,0.0147,0.0058
2.405,1.1919,0.009,1.2169,0.0151,0.0057
2.505,1.3554,0.0118,1.3638,0.0171,0.0052
2.605,1.4628,0.0139,1.4554,0.0184,0.0047
2.705,1.5701,0.0164,1.5502,0.0199,0.004
2.805,1.6202,0.0177,1.6421,0.0213,0.003
2.905,1.6711,0.019,1.6945,0.0221,0.0024
3.005,1.7868,0.0226,1.7865,0.0236,0.001
3.105,1.9015,0.0264,1.9083,0.0265,-0.0002
3.205,2.0079,0.0302,1.9962,0.0291,-0.0007
3.305,2.0602,0.0321,2.0827,0.0326,-0.0003
3.405,2.1641,0.0372,2.1737,0.039,0.001
3.505,2.2669,0.0504,2.2563,0.0488,0.0002
3.605,2.3212,0.0617,2.3253,0.0607,-0.0019
3.705,2.4193,0.09,2.4244,0.0835,-0.0078
3.805,2.5155,0.1272,2.5047,0.1106,-0.0109
3.905,2.5676,0.1515,2.5805,0.1444,-0.012
4.005,2.6582,0.2015,2.651,0.1825,-0.0125
4.105,2.7012,0.2292,2.7191,0.2276,-0.0113
4.205,2.7927,0.2972,2.7825,0.2773,-0.009
4.305,2.8347,0.3332,2.8266,0.3169,-0.0068
4.405,2.8774,0.3734,2.8942,0.3853,-0.0033
4.505,2.9547,0.4572,2.9399,0.4382,-0.0009
4.605,2.9882,0.4991,2.9867,0.4987,0.0009
4.705,2.9882,0.4991,2.9867,0.4987,0.0009
4.805,3.0618,0.6064,3.0553,0.5959,-0.0001
4.905,3.1163,0.7066,3.1072,0.683,-0.0022
5.005,3.1379,0.7536,3.1394,0.7522,-0.002
5.105,3.1594,0.8068,3.1634,0.8131,-0.0015
5.205,3.1796,0.8644,3.185,0.8799,-0.0003
5.305,3.2083,0.9681,3.2049,0.9561,0.0006
5.405,3.2083,0.9681,3.2092,0.9753,0.0007
5.505,3.2276,1.0733,3.2246,1.0488,-0.0007
5.605,3.2276,1.0733,3.2246,1.0488,-0.0007
5.705,3.2487,1.2307,3.2544,1.2205,-0.0069
5.805,3.2557,1.2848,3.261,1.2725,-0.0068
5.905,3.2689,1.3902,3.2709,1.371,-0.0043
6.005,3.2689,1.3902,3.2716,1.3804,-0.0039
6.105,3.2818,1.4989,3.2796,1.5,0.0023
6.205,3.294,1.6077,3.2836,1.5814,0.0075
6.305,3.294,1.6077,3.285,1.6307,0.0115
6.405,3.294,1.6077,3.285,1.6307,0.0115
6.505,3.3066,1.7275,3.2881,1.7506,0.0207
6.605,3.3179,1.8429,3.2913,1.8621,0.0283
6.705,3.3233,1.9,3.2928,1.9102,0.0312
6.805,3.3233,1.9,3.2928,1.9102,0.0312
6.905,3.3233,1.9,3.2928,1.9102,0.0312
7.005,3.3382,2.0665,3.2998,2.0825,0.0396
7.105,3.3382,2.0665,3.2998,2.0825,0.0396
7.205,3.3438,2.2265,3.3079,2.2312,0.0356
7.305,3.3402,2.2806,3.3103,2.269,0.0308
7.405,3.3337,2.3333,3.315,2.3313,0.0189
7.505,3.3337,2.3333,3.315,2.3313,0.0189
7.605,3.3337,2.3333,3.315,2.3313,0.0189
7.705,3.3337,2.3333,3.315,2.3313,0.0189
7.805,3.2833,2.5356,3.332,2.5262,-0.043
7.905,3.2833,2.5356,3.337,2.5754,-0.0638
8.005,3.2833,2.5356,3.337,2.5754,-0.0638
8.105,3.2833,2.5356,3.337,2.5754,-0.0638
8.205,3.2833,2.5356,3.337,2.5754,-0.0638
