time_s,ref_x,ref_y,real_x,real_y,cte_m
8.005,3.3139,2.435,3.3258,2.4536,-0.0161
8.105,3.2833,2.5356,3.3072,2.528,-0.0201
8.205,3.2599,2.5953,3.2847,2.5878,-0.0201
8.305,3.239,2.6412,3.2581,2.6448,-0.0188
8.405,3.214,2.6901,3.2281,2.6994,-0.0168
8.505,3.1872,2.7366,3.196,2.7498,-0.0144
8.604,3.1594,2.7801,3.1601,2.7999,-0.0116
8.705,3.1594,2.7801,3.154,2.8078,-0.0109
8.805,3.0953,2.8661,3.0994,2.8744,-0.0084
8.905,3.0581,2.909,3.0518,2.9249,-0.0059
9.005,3.0233,2.9454,3.0079,2.9667,-0.0041
9.105,2.9441,3.0174,2.9594,3.0103,-0.0043
9.205,2.9441,3.0174,2.9422,3.0249,-0.0045
9.305,2.8489,3.089,2.8576,3.0894,-0.0052
9.404,2.7925,3.1256,2.8085,3.1209,-0.0044
9.504,2.7476,3.1519,2.7508,3.1546,-0.0039
9.605,2.6981,3.1782,2.701,3.1807,-0.0035
9.705,2.645,3.2039,2.6455,3.207,-0.003
9.804,2.5938,3.2268,2.5844,3.2328,-0.0018
9.905,2.5392,3.2493,2.5433,3.2483,-0.0006
10.005,2.4887,3.2686,2.4727,3.2729,0.0015
10.105,2.3916,3.3015,2.4131,3.2913,0.0033
10.205,2.3916,3.3015,2.3792,3.301,0.0041
10.305,2.2834,3.332,2.2956,3.3233,0.0054
10.405,2.2306,3.3445,2.2357,3.3374,0.0058
10.505,2.1813,3.355,2.1745,3.3502,0.006
10.605,2.1302,3.3647,2.1089,3.3623,0.0061
10.704,2.0272,3.3803,2.049,3.3719,0.0055
10.805,2.0272,3.3803,1.9996,3.3789,0.0049
10.905,1.9168,3.3917,1.9222,3.388,0.0032
11.005,1.8657,3.395,1.8844,3.3916,0.0024
11.105,1.8144,3.3978,1.7965,3.3987,0.0001
11.204,1.7097,3.4036,1.7302,3.4024,0.0001
11.305,1.6593,3.4063,1.6692,3.405,0.0008
11.405,1.6032,3.4093,1.6059,3.4072,0.0019
11.505,1.5467,3.4121,1.5418,3.409,0.0034
11.605,1.4952,3.4147,1.4773,3.4107,0.0048
11.705,1.4418,3.4173,1.4243,3.4122,0.006
11.805,1.3403,3.4222,1.3484,3.4146,0.0072
11.905,1.288,3.4247,1.2836,3.4171,0.0078
12.005,1.2307,3.4274,1.2446,3.4188,0.0079
12.105,1.1778,3.4298,1.1779,3.4219,0.0079
12.205,1.0692,3.4347,1.0876,3.4264,0.0075
12.305,1.0155,3.437,1.0228,3.4301,0.0066
12.405,0.9647,3.4391,0.9587,3.4337,0.0057
12.505,0.9088,3.4415,0.8929,3.4374,0.0047
12.605,0.8022,3.4457,0.8263,3.441,0.0037
12.705,0.7475,3.4478,0.7733,3.4437,0.0031
12.804,0.6858,3.4501,0.6958,3.4471,0.0027
12.905,0.6344,3.4519,0.6312,3.4495,0.0025
13.005,0.5768,3.4539,0.5645,3.4516,0.0027
13.104,0.5221,3.4556,0.497,3.4526,0.0039
13.204,0.418,3.4574,0.4304,3.452,0.0056
13.304,0.3622,3.4555,0.3638,3.4497,0.0059
13.405,0.3059,3.4513,0.2947,3.4453,0.005
13.504,0.2452,3.4445,0.2253,3.4387,0.0032
