time_s,ref_x,ref_y,real_x,real_y,cte_m
0.106,0.0,0.0,0.0,0.0,0.0
0.205,0.0,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.0,0.0,0.0
0.406,0.0,0.0,0.0,0.0,0.0
0.505,0.0,0.0,0.0,0.0,0.0
0.605,0.0,0.0,0.0003,-0.0,-0.0
0.706,0.0,0.0,0.0061,-0.0001,-0.0001
0.805,0.0,0.0,0.01,-0.0002,-0.0002
0.905,0.0,0.0,0.01,-0.0002,-0.0002
1.005,0.0522,-0.0002,0.0569,-0.0013,-0.0011
1.105,0.0522,-0.0002,0.0639,-0.0014,-0.0012
1.205,0.1145,-0.0003,0.1257,-0.0022,-0.0019
1.305,0.1683,-0.0004,0.1765,-0.0022,-0.0018
1.405,0.2289,-0.0003,0.2302,-0.0018,-0.0016
1.506,0.2847,-0.0,0.2799,-0.0012,-0.0011
1.605,0.3372,0.0003,0.3579,0.0004,-0.0
1.705,0.4543,0.0012,0.432,0.0024,0.0014
1.805,0.5106,0.0016,0.501,0.0045,0.0029
1.906,0.5648,0.002,0.5639,0.0065,0.0045
2.005,0.6692,0.0028,0.6644,0.0095,0.0067
2.106,0.72,0.0033,0.7411,0.0114,0.0079
2.206,0.8232,0.0042,0.8269,0.013,0.0088
2.305,0.8732,0.0047,0.8925,0.014,0.0091
2.405,0.9771,0.0059,0.9886,0.015,0.0089
2.506,1.0823,0.0073,1.0588,0.0154,0.0084
2.605,1.1919,0.009,1.1656,0.0153,0.0067
2.705,1.2497,0.01,1.2535,0.0145,0.0045
2.805,1.3554,0.0118,1.3576,0.0134,0.0016
2.906,1.4059,0.0127,1.4169,0.013,0.0001
3.006,1.5133,0.015,1.522,0.0128,-0.0023
3.105,1.6202,0.0177,1.612,0.0138,-0.0037
3.206,1.6711,0.019,1.6976,0.0156,-0.0042
3.305,1.7868,0.0226,1.767,0.0178,-0.0042
3.406,1.8441,0.0245,1.8379,0.0204,-0.0039
3.505,1.9015,0.0264,1.8997,0.023,-0.0033
3.605,1.9554,0.0283,1.9421,0.025,-0.0029
3.706,1.9554,0.0283,1.9718,0.0264,-0.0026
3.805,2.0079,0.0302,1.9975,0.0276,-0.0022
3.905,2.0079,0.0302,2.0049,0.028,-0.0021
4.006,2.0079,0.0302,2.0142,0.0285,-0.002
4.105,2.0079,0.0302,2.0144,0.0285,-0.002
4.205,2.0079,0.0302,2.0144,0.0285,-0.002
4.306,2.0079,0.0302,2.0144,0.0285,-0.002
4.405,2.0079,0.0302,2.0144,0.0285,-0.002
4.505,2.0079,0.0302,2.0144,0.0285,-0.002
4.606,2.0079,0.0302,2.0144,0.0285,-0.002
4.705,2.0079,0.0302,2.0144,0.0285,-0.002
4.806,2.0079,0.0302,2.0144,0.0285,-0.002
4.905,2.0079,0.0302,2.0144,0.0285,-0.002
5.006,2.0079,0.0302,2.0144,0.0285,-0.002
5.105,2.0079,0.0302,2.0144,0.0285,-0.002
5.205,2.0079,0.0302,2.0144,0.0285,-0.002
5.305,2.0079,0.0302,2.0144,0.0285,-0.002
5.405,2.0079,0.0302,2.0144,0.0285,-0.002
5.505,2.0079,0.0302,2.0144,0.0285,-0.002
5.605,2.0079,0.0302,2.0144,0.0285,-0.002
5.705,2.0079,0.0302,2.0144,0.0285,-0.002
5.805,2.0079,0.0302,2.0144,0.0285,-0.002
5.906,2.0079,0.0302,2.0144,0.0285,-0.002
6.005,2.0079,0.0302,2.0144,0.0285,-0.002
6.105,2.0079,0.0302,2.0144,0.0285,-0.002
6.205,2.0079,0.0302,2.0144,0.0285,-0.002
6.305,2.0079,0.0302,2.0144,0.0285,-0.002
6.405,2.0079,0.0302,2.0144,0.0285,-0.002
6.505,2.0079,0.0302,2.0144,0.0285,-0.002
6.606,2.0079,0.0302,2.0144,0.0285,-0.002
6.706,2.0079,0.0302,2.0144,0.0285,-0.002
6.805,2.0079,0.0302,2.0144,0.0285,-0.002
6.905,2.0079,0.0302,2.0144,0.0285,-0.002
7.005,2.0079,0.0302,2.0144,0.0285,-0.002
