time_s,ref_x,ref_y,real_x,real_y,cte_m
0.11,0.0,0.0,0.0,0.0,0.0
0.21,0.0,0.0,0.0,0.0,0.0
0.31,0.0,0.0,0.0,0.0,0.0
0.41,0.0,0.0,0.0,0.0,0.0
0.51,0.0,0.0,0.0,0.0,0.0
0.61,0.0,0.0,0.0,0.0,0.0
0.71,0.0,0.0,0.0,0.0,0.0
0.81,0.0,0.0,0.0,0.0,0.0
0.91,0.0,0.0,0.0,0.0,0.0
1.01,0.0,0.0,0.0,0.0,0.0
1.11,0.0,0.0,0.0,0.0,0.0
1.21,0.0,0.0,0.0,0.0,0.0
1.31,0.0,0.0,0.0,0.0,0.0
1.411,0.0,0.0,0.0,0.0,0.0
1.51,0.0,0.0,0.0,0.0,0.0
1.61,0.0,0.0,0.0,0.0,0.0
1.71,0.0,0.0,0.0,0.0,0.0
1.81,0.0,0.0,0.0,0.0,0.0
1.91,0.0,0.0,0.0,0.0,0.0
2.012,0.0,0.0,0.0,0.0,0.0
2.11,0.0,0.0,0.0,0.0,0.0
2.21,0.0,0.0,0.0,0.0,0.0
2.31,0.0,0.0,0.0,0.0,0.0
2.41,0.0,0.0,0.0,0.0,0.0
2.51,0.0,0.0,0.0,0.0,0.0
2.61,0.0,0.0,0.0,0.0,0.0
2.714,0.0,0.0,0.0,0.0,0.0
2.81,0.0,0.0,0.0,0.0,0.0
2.91,0.0,0.0,0.0,0.0,0.0
3.01,1.1919,0.009,1.21,0.0123,0.003
3.11,1.3036,0.0109,1.3052,0.0144,0.0035
3.21,1.4059,0.0127,1.4006,0.0167,0.0041
3.31,1.5133,0.015,1.5035,0.0193,0.0045
3.41,1.6202,0.0177,1.5986,0.0217,0.0046
3.51,1.6711,0.019,1.6872,0.024,0.0045
3.61,1.7868,0.0226,1.7789,0.0265,0.0041
3.71,1.9015,0.0264,1.8744,0.0293,0.0038
3.81,1.9554,0.0283,1.9719,0.0323,0.0034
3.91,2.0602,0.0321,2.0651,0.0359,0.0035
4.01,2.1641,0.0372,2.1573,0.0405,0.0038
4.11,2.2669,0.0504,2.2504,0.0483,0.0007
4.21,2.3212,0.0617,2.3389,0.0599,-0.0057
4.31,2.4193,0.09,2.4132,0.0761,-0.0113
4.41,2.5155,0.1272,2.5127,0.1079,-0.0166
4.51,2.5676,0.1515,2.5935,0.1451,-0.0172
4.61,2.6582,0.2015,2.6694,0.1899,-0.0157
4.71,2.7454,0.2604,2.7365,0.239,-0.012
4.81,2.7927,0.2972,2.798,0.2926,-0.0069
4.91,2.8774,0.3734,2.8573,0.3523,-0.001
