time_s,ref_x,ref_y,real_x,real_y,cte_m
0.105,0.0,0.0,-0.0082,0.0082,0.0082
0.205,0.0,0.0,-0.0082,0.0082,0.0082
0.305,0.0,0.0,-0.0082,0.0082,0.0082
0.405,0.0,0.0,-0.0082,0.0082,0.0082
0.505,0.0,0.0,-0.0082,0.0082,0.0082
0.605,0.0,0.0,-0.0082,0.0082,0.0082
0.705,0.0,0.0,-0.0082,0.0082,0.0082
0.805,0.0,0.0,-0.0082,0.0082,0.0082
0.905,0.0,0.0,-0.0082,0.0082,0.0082
1.005,0.0,0.0,-0.0082,0.0082,0.0082
1.105,0.0,0.0,-0.0082,0.0082,0.0082
1.205,0.0,0.0,-0.0082,0.0082,0.0082
1.305,0.0,0.0,-0.0082,0.0082,0.0082
1.405,0.0,0.0,-0.0082,0.0082,0.0082
1.505,0.0,0.0,-0.0082,0.0082,0.0082
1.605,0.0,0.0,-0.0082,0.0082,0.0082
1.705,0.0,0.0,-0.0082,0.0082,0.0082
1.805,0.0,0.0,-0.0082,0.0082,0.0082
1.905,0.0,0.0,-0.0082,0.0082,0.0082
2.005,0.0,0.0,-0.0082,0.0082,0.0082
2.105,0.0,0.0,-0.0082,0.0082,0.0082
2.205,0.0,0.0,-0.0082,0.0082,0.0082
2.305,0.0,0.0,-0.0082,0.0082,0.0082
2.405,0.0,0.0,-0.0082,0.0082,0.0082
2.505,0.0,0.0,-0.0082,0.0082,0.0082
2.605,0.0,0.0,-0.0082,0.0082,0.0082
2.706,0.0,0.0,-0.0082,0.0082,0.0082
2.805,0.0,0.0,-0.0082,0.0082,0.0082
2.905,0.0,0.0,-0.0082,0.0082,0.0082
3.005,0.0,0.0,-0.0082,0.0082,0.0082
3.105,0.0,0.0,-0.0082,0.0082,0.0082
3.205,0.0,0.0,-0.0082,0.0082,0.0082
3.305,0.0,0.0,-0.0082,0.0082,0.0082
3.405,0.0,0.0,-0.0082,0.0082,0.0082
3.505,0.0,0.0,-0.0082,0.0082,0.0082
3.605,0.0,0.0,-0.0082,0.0082,0.0082
3.705,0.0,0.0,-0.0082,0.0082,0.0082
3.805,0.0,0.0,-0.0082,0.0082,0.0082
3.905,0.0,0.0,-0.0082,0.0082,0.0082
4.005,0.0,0.0,-0.0082,0.0082,0.0082
4.105,0.0,0.0,-0.0082,0.0082,0.0082
4.205,0.0,0.0,-0.0082,0.0082,0.0082
4.305,0.0,0.0,-0.0082,0.0082,0.0082
4.405,0.0,0.0,-0.0082,0.0082,0.0082
4.505,0.0,0.0,-0.0082,0.0082,0.0082
4.605,0.0,0.0,-0.0082,0.0082,0.0082
4.705,0.0,0.0,-0.0082,0.0082,0.0082
4.805,0.0,0.0,-0.0082,0.0082,0.0082
4.905,0.0,0.0,-0.0082,0.0082,0.0082
5.005,0.0,0.0,-0.0082,0.0082,0.0082
5.105,0.0,0.0,-0.0082,0.0082,0.0082
5.205,0.0,0.0,-0.0082,0.0082,0.0082
5.305,0.0,0.0,-0.0082,0.0082,0.0082
5.405,0.0,0.0,-0.0082,0.0082,0.0082
5.505,0.0,0.0,-0.0082,0.0082,0.0082
5.605,0.0,0.0,-0.0082,0.0082,0.0082
5.705,0.0,0.0,-0.0082,0.0082,0.0082
5.805,0.0,0.0,-0.0082,0.0082,0.0082
5.905,0.0,0.0,-0.0082,0.0082,0.0082
6.005,0.0,0.0,-0.0082,0.0082,0.0082
6.105,0.0,0.0,-0.0082,0.0082,0.0082
6.205,0.0,0.0,-0.0082,0.0082,0.0082
6.305,0.0,0.0,-0.0082,0.0082,0.0082
6.405,0.0,0.0,-0.0082,0.0082,0.0082
6.505,0.0,0.0,-0.0082,0.0082,0.0082
6.605,0.0,0.0,-0.0082,0.0082,0.0082
6.705,0.0,0.0,-0.0082,0.0082,0.0082
6.805,0.0,0.0,-0.0082,0.0082,0.0082
6.905,0.0,0.0,-0.0082,0.0082,0.0082
7.005,0.0,0.0,-0.0082,0.0082,0.0082
7.105,0.0,0.0,-0.0082,0.0082,0.0082
7.205,0.0,0.0,-0.0082,0.0082,0.0082
7.305,0.0,0.0,-0.0082,0.0082,0.0082
7.405,0.0,0.0,-0.0082,0.0082,0.0082
7.505,0.0,0.0,-0.0082,0.0082,0.0082
7.605,0.0,0.0,-0.0082,0.0082,0.0082
7.705,0.0,0.0,-0.0082,0.0082,0.0082
7.805,0.0,0.0,-0.0082,0.0082,0.0082
7.905,0.0,0.0,-0.0082,0.0082,0.0082
8.005,0.0,0.0,-0.0082,0.0082,0.0082
8.105,0.0,0.0,-0.0082,0.0082,0.0082
8.205,0.0,0.0,-0.0082,0.0082,0.0082
8.306,0.0,0.0,-0.0082,0.0082,0.0082
8.405,0.0,0.0,-0.0082,0.0082,0.0082
8.505,0.0,0.0,-0.0082,0.0082,0.0082
8.605,0.0,0.0,-0.0082,0.0082,0.0082
8.705,0.0,0.0,-0.0082,0.0082,0.0082
8.805,0.0,0.0,-0.0082,0.0082,0.0082
8.905,0.0,0.0,-0.0082,0.0082,0.0082
9.005,0.0,0.0,-0.0082,0.0082,0.0082
9.106,0.0,0.0,-0.0082,0.0082,0.0082
9.205,0.0,0.0,-0.0082,0.0082,0.0082
9.305,0.0,0.0,-0.0082,0.0082,0.0082
9.405,0.0,0.0,-0.0082,0.0082,0.0082
9.505,0.0,0.0,-0.0082,0.0082,0.0082
9.605,0.0,0.0,-0.0082,0.0082,0.0082
9.706,0.0,0.0,-0.0082,0.0082,0.0082
9.805,0.0,0.0,-0.0082,0.0082,0.0082
9.905,0.0,0.0,-0.0082,0.0082,0.0082
10.005,0.0,0.0,-0.0082,0.0082,0.0082
10.105,0.0,0.0,-0.0082,0.0082,0.0082
10.205,0.0,0.0,-0.0082,0.0082,0.0082
10.305,0.0,0.0,-0.0082,0.0082,0.0082
10.405,0.0,0.0,-0.0082,0.0082,0.0082
10.505,0.0,0.0,-0.0082,0.0082,0.0082
10.605,0.0,0.0,-0.0082,0.0082,0.0082
10.705,0.0,0.0,-0.0082,0.0082,0.0082
10.805,0.0,0.0,-0.0082,0.0082,0.0082
10.905,0.0,0.0,-0.0082,0.0082,0.0082
11.005,0.0,0.0,-0.0082,0.0082,0.0082
11.105,0.0,0.0,-0.0082,0.0082,0.0082
11.205,0.0,0.0,-0.0082,0.0082,0.0082
11.305,0.0,0.0,-0.0082,0.0082,0.0082
11.405,0.0,0.0,-0.0082,0.0082,0.0082
11.505,0.0,0.0,-0.0082,0.0082,0.0082
11.605,0.0,0.0,-0.0082,0.0082,0.0082
11.705,0.0,0.0,-0.0082,0.0082,0.0082
11.805,0.0,0.0,-0.0082,0.0082,0.0082
11.905,0.0,0.0,-0.0082,0.0082,0.0082
12.006,0.0,0.0,-0.0082,0.0082,0.0082
12.105,0.0,0.0,-0.0082,0.0082,0.0082
12.205,0.0,0.0,-0.0082,0.0082,0.0082
12.305,0.0,0.0,-0.0082,0.0082,0.0082
12.405,0.0,0.0,-0.0082,0.0082,0.0082
12.505,0.0,0.0,-0.0082,0.0082,0.0082
12.605,0.0,0.0,-0.0082,0.0082,0.0082
12.706,0.0,0.0,-0.0082,0.0082,0.0082
12.805,0.0,0.0,-0.0082,0.0082,0.0082
12.905,0.0,0.0,-0.0082,0.0082,0.0082
13.005,0.0,0.0,-0.0082,0.0082,0.0082
13.105,0.0,0.0,-0.0082,0.0082,0.0082
13.205,0.0,0.0,-0.0082,0.0082,0.0082
13.305,0.0,0.0,-0.0082,0.0082,0.0082
13.405,0.0,0.0,-0.0082,0.0082,0.0082
13.505,0.0,0.0,-0.0082,0.0082,0.0082
13.605,0.0,0.0,-0.0082,0.0082,0.0082
13.705,0.0,0.0,-0.0082,0.0082,0.0082
13.805,0.0,0.0,-0.0082,0.0082,0.0082
13.905,0.0,0.0,-0.0082,0.0082,0.0082
14.005,0.0,0.0,-0.0082,0.0082,0.0082
14.105,0.0,0.0,-0.0082,0.0082,0.0082
14.205,0.0,0.0,-0.0082,0.0082,0.0082
14.305,0.0,0.0,-0.0082,0.0082,0.0082
14.405,0.0,0.0,-0.0082,0.0082,0.0082
14.505,0.0,0.0,-0.0082,0.0082,0.0082
14.605,0.0,0.0,-0.0082,0.0082,0.0082
14.705,0.0,0.0,-0.0082,0.0082,0.0082
14.805,0.0,0.0,-0.0082,0.0082,0.0082
14.905,0.0,0.0,-0.0082,0.0082,0.0082
15.005,0.0,0.0,-0.0082,0.0082,0.0082
15.105,0.0,0.0,-0.0082,0.0082,0.0082
15.205,0.0,0.0,-0.0082,0.0082,0.0082
