time_s,ref_x,ref_y,real_x,real_y,cte_m
8.004,2.645,3.2039,2.6628,3.1962,-0.0006
8.104,2.5938,3.2268,2.5935,3.2284,-0.0014
8.205,2.5392,3.2493,2.5671,3.2397,-0.0014
8.304,2.4415,3.2852,2.4525,3.2823,-0.0008
8.405,2.3916,3.3015,2.3802,3.3042,0.0008
8.504,2.2834,3.332,2.3047,3.3237,0.0027
8.605,2.2306,3.3445,2.2297,3.3402,0.0044
8.705,2.1813,3.355,2.1549,3.354,0.0062
8.804,2.078,3.3733,2.0831,3.365,0.0074
8.905,2.0272,3.3803,2.009,3.3747,0.0079
9.005,1.9168,3.3917,1.9332,3.3829,0.0074
9.104,1.8657,3.395,1.8551,3.3901,0.0055
9.204,1.7615,3.4008,1.7809,3.3959,0.0038
9.304,1.7097,3.4036,1.7051,3.4009,0.003
9.405,1.6032,3.4093,1.6294,3.405,0.0029
9.504,1.5467,3.4121,1.5531,3.4086,0.0032
9.605,1.4952,3.4147,1.4764,3.4119,0.0037
9.705,1.4418,3.4173,1.4165,3.4143,0.0042
9.805,1.3403,3.4222,1.3372,3.4174,0.0049
9.905,1.2307,3.4274,1.2468,3.421,0.0056
10.005,1.1778,3.4298,1.1692,3.4242,0.006
10.105,1.0692,3.4347,1.0911,3.4274,0.0063
10.205,1.0155,3.437,1.0129,3.4307,0.0064
10.304,0.9088,3.4415,0.9323,3.4342,0.0063
10.405,0.8569,3.4435,0.8564,3.4375,0.0061
10.505,0.8022,3.4457,0.7782,3.4408,0.0058
10.605,0.6858,3.4501,0.701,3.444,0.0055
10.704,0.6344,3.4519,0.6202,3.4471,0.0054
10.805,0.5768,3.4539,0.5587,3.4491,0.0053
10.904,0.4715,3.4571,0.4606,3.4515,0.0059
11.004,0.3622,3.4555,0.3851,3.4512,0.0055
11.104,0.3059,3.4513,0.3068,3.4483,0.0031
11.205,0.2452,3.4445,0.2287,3.4425,-0.0001
