time_s,ref_x,ref_y,real_x,real_y,cte_m
8.806,3.242,1.1786,3.246,1.1937,-0.002
8.906,3.2487,1.2307,3.2522,1.2301,-0.0035
9.006,3.2557,1.2848,3.2568,1.258,-0.0045
9.106,3.2557,1.2848,3.2591,1.2718,-0.005
9.206,3.2557,1.2848,3.2589,1.2709,-0.0049
9.306,3.2557,1.2848,3.2588,1.2706,-0.0049
9.406,3.2557,1.2848,3.2588,1.2706,-0.0049
9.506,3.2557,1.2848,3.2588,1.2706,-0.0049
9.606,3.2557,1.2848,3.2588,1.2706,-0.0049
9.706,3.2557,1.2848,3.2588,1.2706,-0.0049
9.806,3.2557,1.2848,3.2588,1.2706,-0.0049
9.906,3.2557,1.2848,3.2588,1.2706,-0.0049
10.006,3.2557,1.2848,3.2588,1.2706,-0.0049
10.106,3.2557,1.2848,3.2588,1.2706,-0.0049
10.206,3.2557,1.2848,3.2588,1.2706,-0.0049
10.306,3.2557,1.2848,3.2588,1.2706,-0.0049
10.406,3.2557,1.2848,3.259,1.2717,-0.005
10.506,3.2557,1.2848,3.2603,1.2793,-0.0052
10.606,3.2557,1.2848,3.2627,1.2943,-0.0057
10.706,3.2624,1.3384,3.266,1.3155,-0.0064
10.806,3.2624,1.3384,3.2701,1.3433,-0.007
10.906,3.2624,1.3384,3.2728,1.3628,-0.0072
11.006,3.2752,1.4426,3.2797,1.4162,-0.0076
11.106,3.2752,1.4426,3.2849,1.4608,-0.0074
11.206,3.2818,1.4989,3.2901,1.512,-0.0067
11.306,3.2878,1.5512,3.2937,1.5516,-0.0058
11.406,3.294,1.6077,3.2983,1.6081,-0.0042
11.506,3.3,1.6635,3.3017,1.6553,-0.0025
11.606,3.3066,1.7275,3.3076,1.7453,0.0009
11.706,3.3179,1.8429,3.3117,1.8146,0.0035
11.806,3.3233,1.9,3.3159,1.8889,0.0063
11.906,3.3283,1.9552,3.3202,1.9655,0.009
12.006,3.3382,2.0665,3.3243,2.0444,0.0119
12.106,3.3424,2.1203,3.3276,2.1255,0.0151
12.206,3.3438,2.2265,3.3292,2.2094,0.0152
12.306,3.3402,2.2806,3.3275,2.2973,0.0111
12.406,3.3251,2.3854,3.3203,2.3814,0.0054
12.506,3.3002,2.4843,3.3051,2.4692,-0.0004
12.606,3.2833,2.5356,3.2832,2.5534,-0.0058
12.706,3.239,2.6412,3.2524,2.6333,-0.0087
12.806,3.214,2.6901,3.2131,2.7105,-0.0088
12.906,3.1594,2.7801,3.17,2.7777,-0.0075
13.006,3.1271,2.8254,3.1213,2.8408,-0.0045
13.106,3.0581,2.909,3.0662,2.902,-0.0013
13.206,3.0233,2.9454,3.0111,2.9539,0.0027
13.306,2.9441,3.0174,2.9524,3.0027,0.006
13.406,2.8951,3.056,2.8963,3.0444,0.0085
13.506,2.8489,3.089,2.8456,3.0796,0.0096
13.606,2.7925,3.1256,2.8016,3.1097,0.0086
13.706,2.7476,3.1519,2.7626,3.1362,0.0062
13.806,2.7476,3.1519,2.7314,3.1573,0.0033
13.906,2.6981,3.1782,2.706,3.1743,-0.0001
14.006,2.6981,3.1782,2.6875,3.1865,-0.0026
14.106,2.6981,3.1782,2.6757,3.1944,-0.0042
14.206,2.645,3.2039,2.6691,3.1988,-0.0055
14.306,2.645,3.2039,2.6683,3.1993,-0.0057
14.406,2.645,3.2039,2.6671,3.2001,-0.0059
14.506,2.645,3.2039,2.6671,3.2,-0.0059
14.606,2.645,3.2039,2.6671,3.2,-0.0059
14.706,2.645,3.2039,2.6671,3.2,-0.0059
14.806,2.645,3.2039,2.6672,3.2,-0.0059
14.906,2.645,3.2039,2.6672,3.2,-0.0059
15.006,2.645,3.2039,2.6672,3.2,-0.0059
15.106,2.645,3.2039,2.6672,3.2,-0.0059
15.206,2.645,3.2039,2.6672,3.2,-0.0059
15.306,2.645,3.2039,2.6616,3.2037,-0.0069
15.406,2.645,3.2039,2.6503,3.2111,-0.0088
15.506,2.645,3.2039,2.6317,3.2228,-0.0116
15.606,2.5938,3.2268,2.6076,3.2372,-0.015
15.706,2.5938,3.2268,2.577,3.2541,-0.0184
15.806,2.5392,3.2493,2.5449,3.2703,-0.0216
15.906,2.4887,3.2686,2.5036,3.2889,-0.0242
16.006,2.4415,3.2852,2.4562,3.3075,-0.0258
16.106,2.3916,3.3015,2.4055,3.3244,-0.026
16.206,2.339,3.3171,2.3515,3.3395,-0.025
16.306,2.2834,3.332,2.2877,3.3537,-0.0222
16.406,2.2306,3.3445,2.2282,3.3641,-0.0186
16.506,2.1813,3.355,2.1603,3.3731,-0.0135
16.606,2.078,3.3733,2.0904,3.3795,-0.008
16.706,2.0272,3.3803,2.0178,3.384,-0.0025
16.806,1.9168,3.3917,1.9411,3.3872,0.0026
16.906,1.8657,3.395,1.8623,3.3895,0.0057
17.006,1.7615,3.4008,1.7819,3.3915,0.0081
17.106,1.7097,3.4036,1.7003,3.3936,0.0105
17.206,1.6593,3.4063,1.6329,3.3955,0.0122
17.306,1.5467,3.4121,1.5427,3.3983,0.014
17.406,1.4952,3.4147,1.4711,3.4008,0.015
17.506,1.3903,3.4198,1.408,3.4028,0.0161
17.606,1.3403,3.4222,1.3528,3.4044,0.0172
17.706,1.288,3.4247,1.3066,3.4055,0.0183
17.806,1.288,3.4247,1.2682,3.4064,0.0192
17.906,1.2307,3.4274,1.2379,3.407,0.0201
18.006,1.2307,3.4274,1.2161,3.4073,0.0207
18.106,1.1778,3.4298,1.202,3.4076,0.0211
18.206,1.1778,3.4298,1.1959,3.4077,0.0213
18.306,1.1778,3.4298,1.1958,3.4077,0.0213
18.406,1.1778,3.4298,1.1958,3.4077,0.0213
18.506,1.1778,3.4298,1.1958,3.4077,0.0213
18.606,1.1778,3.4298,1.1958,3.4077,0.0213
18.706,1.1778,3.4298,1.1958,3.4077,0.0213
18.806,1.1778,3.4298,1.1932,3.4077,0.0214
18.906,1.1778,3.4298,1.1836,3.4078,0.0217
19.006,1.1778,3.4298,1.1666,3.4081,0.0222
19.106,1.1208,3.4324,1.143,3.4086,0.0228
19.206,1.1208,3.4324,1.1097,3.4094,0.0235
19.306,1.0692,3.4347,1.0685,3.4108,0.024
19.406,1.0155,3.437,1.0197,3.4128,0.024
19.506,0.9647,3.4391,0.9693,3.4154,0.0235
19.606,0.9088,3.4415,0.9081,3.4193,0.0222
19.706,0.8569,3.4435,0.8455,3.4238,0.0201
19.806,0.8022,3.4457,0.7754,3.4294,0.0173
19.906,0.6858,3.4501,0.7009,3.4356,0.0139
20.006,0.6344,3.4519,0.633,3.4412,0.0107
20.106,0.5768,3.4539,0.5554,3.4468,0.0077
20.206,0.4715,3.4571,0.4902,3.45,0.0066
20.306,0.418,3.4574,0.3949,3.4517,0.0054
20.406,0.3059,3.4513,0.3122,3.4491,0.0027
20.506,0.2452,3.4445,0.2287,3.4422,0.0001
20.606,0.1383,3.4273,0.1475,3.4315,-0.0025
20.706,0.0872,3.4175,0.0802,3.4197,-0.0035
20.806,0.0378,3.4077,0.0273,3.4098,-0.0041
20.906,-0.0153,3.3971,-0.0196,3.4009,-0.0046
