time_s,ref_x,ref_y,real_x,real_y,cte_m
0.106,0.0,0.0,0.0,0.0,0.0
0.206,0.0,0.0,0.0051,0.0,0.0
0.306,0.0,0.0,0.0113,0.0,0.0
0.406,0.0,0.0,0.0206,0.0,0.0001
0.506,0.0522,-0.0002,0.0368,0.0,0.0002
0.606,0.0522,-0.0002,0.0563,0.0001,0.0003
0.706,0.0522,-0.0002,0.0821,0.0002,0.0005
0.806,0.1145,-0.0003,0.1142,0.0004,0.0008
0.906,0.1683,-0.0004,0.152,0.0008,0.0012
1.006,0.1683,-0.0004,0.1948,0.0014,0.0018
1.106,0.2289,-0.0003,0.2419,0.0022,0.0024
1.206,0.2847,-0.0,0.2941,0.0033,0.0033
1.306,0.3372,0.0003,0.348,0.0046,0.0042
1.406,0.3947,0.0007,0.4038,0.006,0.0052
1.506,0.4543,0.0012,0.4645,0.0075,0.0063
1.606,0.5106,0.0016,0.5287,0.0091,0.0073
1.706,0.5648,0.002,0.5686,0.01,0.008
1.806,0.6692,0.0028,0.6666,0.012,0.0092
1.906,0.72,0.0033,0.7396,0.0131,0.0096
2.006,0.8232,0.0042,0.8144,0.0138,0.0097
2.106,0.8732,0.0047,0.89,0.0142,0.0093
2.206,0.9771,0.0059,0.9706,0.0143,0.0084
2.306,1.028,0.0066,1.0522,0.0139,0.007
2.406,1.1379,0.0082,1.1334,0.0135,0.0054
2.506,1.2497,0.01,1.2227,0.013,0.0035
2.606,1.3036,0.0109,1.3077,0.0128,0.0019
2.706,1.4059,0.0127,1.3881,0.0134,0.001
2.806,1.4628,0.0139,1.4642,0.0145,0.0005
2.906,1.5133,0.015,1.5294,0.0158,0.0004
3.006,1.5701,0.0164,1.5814,0.0171,0.0005
3.106,1.6202,0.0177,1.6302,0.0187,0.0007
3.206,1.6711,0.019,1.6711,0.0201,0.0011
3.306,1.7277,0.0208,1.7046,0.0214,0.0014
3.406,1.7277,0.0208,1.7289,0.0224,0.0016
3.506,1.7277,0.0208,1.746,0.0232,0.0018
3.606,1.7277,0.0208,1.7565,0.0237,0.002
3.706,1.7868,0.0226,1.7616,0.0239,0.0021
3.806,1.7868,0.0226,1.7621,0.0239,0.0021
3.906,1.7868,0.0226,1.7621,0.0239,0.0021
4.006,1.7868,0.0226,1.7621,0.0239,0.0021
4.106,1.7868,0.0226,1.7621,0.0239,0.0021
4.206,1.7868,0.0226,1.7621,0.0239,0.0021
4.306,1.7868,0.0226,1.7621,0.0239,0.0021
4.406,1.7868,0.0226,1.7621,0.0239,0.0021
4.506,1.7868,0.0226,1.7621,0.0239,0.0021
4.606,1.7868,0.0226,1.7621,0.0239,0.0021
4.706,1.7868,0.0226,1.7621,0.0239,0.0021
4.806,1.7868,0.0226,1.7621,0.0239,0.0021
4.906,1.7868,0.0226,1.7621,0.0239,0.0021
5.006,1.7868,0.0226,1.7621,0.0239,0.0021
5.106,1.7868,0.0226,1.7621,0.0239,0.0021
5.206,1.7868,0.0226,1.7621,0.0239,0.0021
5.306,1.7868,0.0226,1.7621,0.0239,0.0021
5.406,1.7868,0.0226,1.7621,0.0239,0.0021
5.506,1.7868,0.0226,1.7747,0.0245,0.0023
5.606,1.7868,0.0226,1.7866,0.0251,0.0024
5.706,1.7868,0.0226,1.805,0.026,0.0027
5.806,1.8441,0.0245,1.8307,0.0272,0.0032
5.906,1.8441,0.0245,1.8624,0.0288,0.0037
6.006,1.9015,0.0264,1.9005,0.0308,0.0044
6.106,1.9554,0.0283,1.9429,0.0332,0.0053
6.206,2.0079,0.0302,1.9906,0.036,0.0064
6.306,2.0602,0.0321,2.0452,0.0395,0.0079
6.406,2.1124,0.0342,2.1016,0.0437,0.0099
6.506,2.1641,0.0372,2.1616,0.0492,0.0121
6.606,2.2162,0.0426,2.2304,0.0575,0.013
6.706,2.3212,0.0617,2.2927,0.0675,0.0121
6.806,2.37,0.0745,2.3625,0.0821,0.0093
6.906,2.4193,0.09,2.4375,0.1023,0.0058
7.006,2.5155,0.1272,2.5046,0.125,0.0024
7.106,2.5676,0.1515,2.5791,0.1562,-0.0008
7.206,2.6582,0.2015,2.6432,0.1893,-0.0026
7.306,2.7012,0.2292,2.712,0.2315,-0.0041
7.406,2.7927,0.2972,2.7757,0.2784,-0.0038
7.506,2.8347,0.3332,2.8253,0.3211,-0.0028
7.606,2.8774,0.3734,2.8947,0.39,-0.0003
7.706,2.9547,0.4572,2.9476,0.4515,0.0017
7.806,2.9882,0.4991,2.9981,0.5186,0.0041
7.906,3.0618,0.6064,3.0461,0.5911,0.0052
8.006,3.089,0.6535,3.0875,0.6615,0.0052
8.106,3.1379,0.7536,3.1256,0.7376,0.0048
8.206,3.1594,0.8068,3.158,0.8155,0.0044
8.306,3.1796,0.8644,3.1832,0.8909,0.0048
8.406,3.2083,0.9681,3.2026,0.9631,0.0044
8.506,3.2196,1.0237,3.2174,1.0329,0.0038
8.606,3.2276,1.0733,3.2289,1.0955,0.002
8.706,3.2349,1.1253,3.2383,1.1489,-0.0002
