time_s,ref_x,ref_y,real_x,real_y,cte_m
0.105,0.0,0.0,0.0,0.0,0.0
0.205,0.0,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.0,0.0,0.0
0.405,0.0,0.0,0.0,0.0,0.0
0.505,0.0,0.0,0.0,0.0,0.0
0.605,0.0,0.0,0.0,0.0,0.0
0.706,0.0,0.0,0.0,0.0,0.0
0.805,0.0,0.0,0.0,0.0,0.0
0.905,0.0,0.0,0.0,0.0,0.0
1.005,0.0,0.0,0.0,0.0,0.0
1.105,0.0,0.0,0.0,0.0,0.0
1.205,0.0,0.0,0.0,0.0,0.0
1.306,0.0,0.0,0.0,0.0,0.0
1.405,0.0,0.0,0.0,0.0,0.0
1.505,0.0,0.0,0.0,0.0,0.0
2.034,0.0,0.0,0.0008,-0.0,0.0
2.492,0.2847,-0.0,0.2809,0.0,0.0001
2.505,0.4543,0.0012,0.4799,0.0007,-0.0007
2.605,0.6171,0.0024,0.6006,0.0012,-0.001
2.705,0.72,0.0033,0.7009,0.0018,-0.0013
2.805,0.7703,0.0037,0.7589,0.0022,-0.0014
2.905,0.8732,0.0047,0.8716,0.0029,-0.0018
3.005,0.9262,0.0053,0.9456,0.0035,-0.002
3.105,1.028,0.0066,1.0337,0.0042,-0.0025
3.205,1.1919,0.009,1.1677,0.0056,-0.0031
3.305,1.2497,0.01,1.2524,0.0066,-0.0034
3.405,1.3554,0.0118,1.3546,0.0084,-0.0034
3.505,1.4059,0.0127,1.4278,0.0099,-0.0033
3.605,1.5701,0.0164,1.5763,0.0135,-0.0031
3.705,1.6711,0.019,1.6538,0.0157,-0.0029
3.805,1.7868,0.0226,1.7597,0.019,-0.0028
3.905,1.9015,0.0264,1.8778,0.0233,-0.0023
4.005,1.9554,0.0283,1.9612,0.0266,-0.0019
4.105,2.0079,0.0302,2.0032,0.0284,-0.0016
4.205,2.1124,0.0342,2.1374,0.0344,-0.0009
4.305,2.2162,0.0426,2.1953,0.0373,-0.0027
4.405,2.2669,0.0504,2.2694,0.0411,-0.0096
4.505,2.3212,0.0617,2.3124,0.0434,-0.0158
4.606,2.3212,0.0617,2.328,0.0442,-0.0186
4.705,2.37,0.0745,2.3658,0.0463,-0.026
4.805,2.37,0.0745,2.3782,0.047,-0.0288
4.905,2.37,0.0745,2.3835,0.0472,-0.03
5.005,2.37,0.0745,2.3835,0.0472,-0.03
5.105,2.37,0.0745,2.3835,0.0472,-0.03
5.205,2.37,0.0745,2.3835,0.0472,-0.03
5.305,2.37,0.0745,2.3835,0.0472,-0.03
5.405,2.37,0.0745,2.3835,0.0472,-0.03
5.505,2.37,0.0745,2.3835,0.0472,-0.03
5.605,2.37,0.0745,2.3931,0.0478,-0.0321
5.705,2.37,0.0745,2.4028,0.0483,-0.0343
5.805,2.4193,0.09,2.4219,0.0497,-0.0391
5.905,2.4193,0.09,2.4387,0.0514,-0.0428
6.005,2.4193,0.09,2.452,0.0531,-0.0454
6.105,2.4688,0.1079,2.4821,0.0579,-0.0515
6.205,2.4688,0.1079,2.5079,0.0634,-0.0556
6.305,2.5155,0.1272,2.5272,0.0682,-0.0588
6.405,2.5155,0.1272,2.5533,0.0756,-0.0623
6.505,2.5676,0.1515,2.5868,0.0865,-0.0667
6.605,2.6149,0.1762,2.6287,0.1031,-0.0707
6.705,2.6149,0.1762,2.6507,0.1135,-0.0722
6.805,2.6582,0.2015,2.7003,0.1391,-0.0752
6.905,2.7012,0.2292,2.7331,0.1602,-0.0751
7.005,2.7012,0.2292,2.7429,0.1673,-0.0747
7.105,2.7012,0.2292,2.7473,0.1705,-0.0744
7.205,2.7012,0.2292,2.7395,0.1646,-0.0749
7.305,2.7012,0.2292,2.7393,0.1645,-0.0749
7.405,2.7012,0.2292,2.7388,0.1641,-0.075
7.505,2.7012,0.2292,2.7381,0.1637,-0.075
7.605,2.7012,0.2292,2.7381,0.1637,-0.075
7.705,2.7012,0.2292,2.7381,0.1637,-0.075
7.805,2.7012,0.2292,2.7381,0.1636,-0.075
7.905,2.7012,0.2292,2.7381,0.1636,-0.075
8.006,2.7012,0.2292,2.7381,0.1636,-0.075
8.105,2.7012,0.2292,2.7381,0.1636,-0.075
8.205,2.7012,0.2292,2.7381,0.1636,-0.075
8.305,2.7012,0.2292,2.7381,0.1636,-0.075
8.405,2.7012,0.2292,2.7381,0.1636,-0.075
8.505,2.7012,0.2292,2.7381,0.1636,-0.075
8.605,2.7012,0.2292,2.7381,0.1636,-0.075
8.705,2.7012,0.2292,2.7381,0.1636,-0.075
