time_s,ref_x,ref_y,real_x,real_y,cte_m
0.105,0.0,0.0,0.0,0.0,0.0
0.205,0.0,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.0,0.0,0.0
0.405,0.0,0.0,0.0,0.0,0.0
0.505,0.0,0.0,0.0,0.0,0.0
0.605,0.0,0.0,0.0,0.0,0.0
0.705,0.0,0.0,0.0,0.0,0.0
0.805,0.0,0.0,0.0,0.0,0.0
0.905,0.0,0.0,0.0,0.0,0.0
1.006,0.0,0.0,0.0,0.0,0.0
1.105,0.0,0.0,0.0,0.0,0.0
1.205,0.0,0.0,0.0,0.0,0.0
1.305,0.0,0.0,0.0,0.0,0.0
1.405,0.0,0.0,0.0,0.0,0.0
1.505,0.0,0.0,0.0,0.0,0.0
1.605,0.0,0.0,0.0,0.0,0.0
1.705,0.0,0.0,0.0,0.0,0.0
1.805,0.0,0.0,0.0,0.0,0.0
1.905,0.0,0.0,0.0,0.0,0.0
2.005,0.0,0.0,0.0,0.0,0.0
2.105,0.0,0.0,0.0,0.0,0.0
2.205,0.0,0.0,0.0,0.0,0.0
2.305,0.0,0.0,0.0002,-0.0,0.0
2.405,0.0,0.0,0.0091,-0.0,0.0
2.506,0.0,0.0,0.0091,-0.0,0.0
2.605,0.0,0.0,0.0091,-0.0,0.0
2.705,0.1145,-0.0003,0.0859,0.0001,0.0004
2.805,0.1145,-0.0003,0.0859,0.0001,0.0004
2.905,0.1145,-0.0003,0.0859,0.0001,0.0004
3.005,0.2847,-0.0,0.2912,0.0012,0.0012
3.105,0.3372,0.0003,0.3588,0.0016,0.0012
3.205,0.4543,0.0012,0.4481,0.0024,0.0013
3.305,0.5106,0.0016,0.4977,0.0029,0.0013
3.405,0.5106,0.0016,0.4977,0.0029,0.0013
3.505,0.5106,0.0016,0.4977,0.0029,0.0013
3.605,0.5106,0.0016,0.4977,0.0029,0.0013
3.705,0.5106,0.0016,0.4977,0.0029,0.0013
3.805,0.5106,0.0016,0.4977,0.0029,0.0013
3.905,0.5106,0.0016,0.5281,0.0032,0.0014
4.005,0.5106,0.0016,0.5281,0.0032,0.0014
4.105,0.5106,0.0016,0.5281,0.0032,0.0014
4.205,0.5106,0.0016,0.5281,0.0032,0.0014
4.305,0.5106,0.0016,0.5281,0.0032,0.0014
4.405,1.0823,0.0073,1.1068,0.017,0.0093
4.505,1.0823,0.0073,1.1068,0.017,0.0093
4.605,1.0823,0.0073,1.1068,0.017,0.0093
4.705,1.5133,0.015,1.531,0.0398,0.0244
4.806,1.5701,0.0164,1.5531,0.041,0.0251
4.905,1.7277,0.0208,1.7253,0.051,0.0303
5.005,1.7868,0.0226,1.807,0.0557,0.0324
5.105,1.7868,0.0226,1.8031,0.0553,0.0321
5.205,1.8441,0.0245,1.8146,0.0565,0.033
5.305,1.8441,0.0245,1.8146,0.0565,0.033
5.405,1.8441,0.0245,1.8146,0.0565,0.033
5.505,1.7868,0.0226,1.8128,0.0563,0.0328
5.605,1.7868,0.0226,1.8127,0.0563,0.0328
5.705,1.7868,0.0226,1.8127,0.0563,0.0328
5.805,1.7868,0.0226,1.8127,0.0563,0.0328
5.905,1.7868,0.0226,1.8127,0.0563,0.0328
6.005,1.7868,0.0226,1.8127,0.0563,0.0328
