time_s,ref_x,ref_y,real_x,real_y,cte_m
4.205,2.7454,0.2604,2.7637,0.253,-0.0167
4.305,2.8347,0.3332,2.8237,0.3066,-0.0126
4.405,2.8774,0.3734,2.8794,0.3635,-0.0085
4.504,2.9209,0.4187,2.9227,0.4139,-0.0045
4.604,2.9547,0.4572,2.9675,0.4727,0.0002
4.705,3.0257,0.5508,3.0073,0.5301,0.0033
4.805,3.0618,0.6064,3.0589,0.6086,0.0037
4.905,3.089,0.6535,3.0871,0.6559,0.0029
5.005,3.1163,0.7066,3.124,0.7261,0.0017
5.105,3.1594,0.8068,3.149,0.7806,0.0004
5.204,3.1796,0.8644,3.1784,0.8559,-0.0015
5.305,3.1953,0.9168,3.2006,0.9249,-0.0029
5.405,3.2083,0.9681,3.2155,0.9812,-0.0041
5.505,3.2276,1.0733,3.2296,1.0486,-0.0056
5.605,3.2349,1.1253,3.2439,1.1373,-0.0074
5.704,3.242,1.1786,3.2501,1.188,-0.0069
5.805,3.2557,1.2848,3.2582,1.2735,-0.0039
5.904,3.2624,1.3384,3.2621,1.3259,-0.0013
6.005,3.2689,1.3902,3.2664,1.3946,0.003
6.104,3.2752,1.4426,3.2706,1.4636,0.0071
6.206,3.2878,1.5512,3.2757,1.5411,0.0109
6.305,3.294,1.6077,3.2806,1.6055,0.0131
6.404,3.3,1.6635,3.2883,1.6955,0.015
6.505,3.3,1.6635,3.2883,1.6955,0.015
6.604,3.3179,1.8429,3.3004,1.8264,0.0158
6.705,3.3233,1.9,3.31,1.9099,0.0141
6.805,3.3283,1.9552,3.3171,1.962,0.0118
6.904,3.3337,2.0161,3.3247,2.0173,0.0091
7.004,3.3337,2.0161,3.3247,2.0173,0.0091
7.104,3.3444,2.1716,3.344,2.1783,0.0005
7.204,3.3402,2.2806,3.3467,2.2539,-0.0041
7.304,3.3337,2.3333,3.3458,2.3249,-0.0108
7.405,3.3251,2.3854,3.3395,2.399,-0.0166
7.504,3.3002,2.4843,3.3274,2.4705,-0.0221
7.605,3.2833,2.5356,3.3087,2.538,-0.0248
7.705,3.2599,2.5953,3.2832,2.6061,-0.0257
7.805,3.239,2.6412,3.2544,2.6657,-0.0244
7.905,3.1872,2.7366,3.219,2.7272,-0.0224
8.005,3.1594,2.7801,3.1794,2.7879,-0.021
8.105,3.1271,2.8254,3.1542,2.8228,-0.0202
8.205,3.0953,2.8661,3.1041,2.8829,-0.0174
8.304,3.0581,2.909,3.0673,2.919,-0.0134
8.405,3.0233,2.9454,3.0202,2.9602,-0.0082
8.504,2.9441,3.0174,2.9653,3.003,-0.0025
8.604,2.9441,3.0174,2.9194,3.0358,0.0017
8.704,2.8489,3.089,2.867,3.0705,0.005
8.804,2.7925,3.1256,2.8104,3.1056,0.0075
8.904,2.7476,3.1519,2.752,3.1393,0.0087
9.005,2.6981,3.1782,2.6939,3.1711,0.0082
9.105,2.645,3.2039,2.6464,3.1952,0.0072
9.205,2.5938,3.2268,2.5779,3.228,0.0052
9.305,2.4887,3.2686,2.5127,3.2558,0.0038
9.404,2.4415,3.2852,2.4379,3.2844,0.002
9.505,2.3916,3.3015,2.3908,3.3005,0.0011
9.605,2.339,3.3171,2.3122,3.324,0.0006
9.705,2.2834,3.332,2.2628,3.3367,0.0005
9.805,2.1813,3.355,2.1962,3.3517,0.0003
9.904,2.1302,3.3647,2.1471,3.3619,-0.0002
10.006,2.078,3.3733,2.0685,3.3744,0.0004
10.105,2.0272,3.3803,2.0026,3.3819,0.0016
10.205,1.9709,3.3868,1.946,3.3867,0.0027
10.304,1.8657,3.395,1.8681,3.3918,0.0031
10.404,1.8144,3.3978,1.8004,3.395,0.0036
10.505,1.7097,3.4036,1.7349,3.3974,0.0048
10.604,1.6593,3.4063,1.6743,3.3994,0.0061
10.705,1.6032,3.4093,1.6216,3.401,0.0073
10.805,1.6032,3.4093,1.578,3.4022,0.0084
10.904,1.6032,3.4093,1.578,3.4022,0.0084
11.005,1.4952,3.4147,1.5085,3.4039,0.0101
11.105,1.4952,3.4147,1.4932,3.4042,0.0105
11.204,1.4952,3.4147,1.4803,3.4045,0.0109
11.305,1.4952,3.4147,1.4775,3.4045,0.011
11.404,1.4952,3.4147,1.4775,3.4045,0.011
11.504,1.4952,3.4147,1.4775,3.4045,0.011
11.605,1.4952,3.4147,1.4775,3.4045,0.011
11.704,1.4952,3.4147,1.4775,3.4045,0.011
11.805,1.4952,3.4147,1.4775,3.4045,0.011
11.904,1.4952,3.4147,1.4775,3.4045,0.011
12.005,1.4952,3.4147,1.4775,3.4045,0.011
12.105,1.4952,3.4147,1.4775,3.4045,0.011
12.205,1.4952,3.4147,1.4775,3.4045,0.011
12.304,1.4952,3.4147,1.4775,3.4045,0.011
12.405,1.4952,3.4147,1.4775,3.4045,0.011
12.504,1.4952,3.4147,1.4775,3.4045,0.011
12.605,1.4952,3.4147,1.4775,3.4045,0.011
12.705,1.4952,3.4147,1.4775,3.4045,0.011
12.805,1.4952,3.4147,1.4775,3.4045,0.011
12.905,1.4952,3.4147,1.4775,3.4045,0.011
13.005,1.4952,3.4147,1.4775,3.4045,0.011
13.104,1.4952,3.4147,1.4775,3.4045,0.011
13.204,1.4952,3.4147,1.4775,3.4045,0.011
13.304,1.4952,3.4147,1.4775,3.4045,0.011
13.405,1.4952,3.4147,1.4775,3.4045,0.011
13.505,1.4952,3.4147,1.4775,3.4045,0.011
13.605,1.4952,3.4147,1.4775,3.4045,0.011
13.705,1.4952,3.4147,1.4775,3.4045,0.011
13.804,1.4952,3.4147,1.4775,3.4045,0.011
13.905,1.4952,3.4147,1.4775,3.4045,0.011
14.004,1.4952,3.4147,1.4775,3.4045,0.011
14.104,1.4418,3.4173,1.4659,3.4048,0.0113
14.205,1.4418,3.4173,1.4538,3.405,0.0117
14.305,1.4418,3.4173,1.4316,3.4055,0.0123
14.405,1.3903,3.4198,1.4023,3.4062,0.013
14.505,1.3903,3.4198,1.3661,3.4072,0.0137
14.604,1.3403,3.4222,1.3345,3.4083,0.0142
14.705,1.288,3.4247,1.2737,3.4105,0.0148
14.805,1.2307,3.4274,1.2315,3.4124,0.0149
14.905,1.1778,3.4298,1.1849,3.4148,0.0147
15.005,1.1208,3.4324,1.1185,3.4187,0.0138
15.105,1.0692,3.4347,1.0545,3.4229,0.0125
15.205,0.9647,3.4391,0.9885,3.4274,0.0108
15.305,0.9088,3.4415,0.9188,3.4322,0.0088
15.405,0.8569,3.4435,0.8477,3.4373,0.0066
15.505,0.7475,3.4478,0.7729,3.4425,0.0043
15.605,0.6858,3.4501,0.6968,3.4474,0.0023
15.705,0.6344,3.4519,0.6198,3.4517,0.0007
15.805,0.5221,3.4556,0.5177,3.456,-0.0003
15.905,0.4715,3.4571,0.491,3.4567,-0.0001
16.005,0.4715,3.4571,0.491,3.4567,-0.0001
16.104,0.4715,3.4571,0.491,3.4567,-0.0001
16.205,0.1933,3.4368,0.1974,3.4616,-0.0239
