time_s,ref_x,ref_y,real_x,real_y,cte_m
7.905,3.3179,1.8429,3.3044,1.8597,0.015
8.005,3.3233,1.9,3.3099,1.9076,0.014
8.105,3.3283,1.9552,3.3161,1.9609,0.0126
8.205,3.3337,2.0161,3.3227,2.0178,0.0111
8.305,3.3382,2.0665,3.3257,2.0447,0.0105
8.405,3.3444,2.1716,3.3349,2.1508,0.0091
8.505,3.3438,2.2265,3.337,2.2167,0.0071
8.605,3.3402,2.2806,3.3365,2.2767,0.004
8.705,3.3337,2.3333,3.3341,2.3311,-0.0
8.805,3.3251,2.3854,3.3323,2.368,-0.004
8.905,3.3139,2.435,3.3296,2.4219,-0.0121
9.005,3.3139,2.435,3.3276,2.4579,-0.0189
9.105,3.3002,2.4843,3.3225,2.5107,-0.029
9.205,3.2833,2.5356,3.313,2.5604,-0.0362
9.305,3.2833,2.5356,3.3107,2.5701,-0.0372
9.405,3.2833,2.5356,3.3107,2.5701,-0.0372
9.505,3.214,2.6901,3.266,2.712,-0.0562
9.605,3.1872,2.7366,3.2463,2.748,-0.0565
9.705,3.1594,2.7801,3.2101,2.8034,-0.0552
9.805,3.1271,2.8254,3.1824,2.8393,-0.0526
9.905,3.0953,2.8661,3.1352,2.8918,-0.0472
10.005,3.0581,2.909,3.0886,2.9358,-0.0406
10.105,3.0233,2.9454,3.0493,2.9685,-0.0347
10.205,2.9852,2.9818,2.9851,3.0156,-0.0249
10.305,2.8951,3.056,2.9275,3.053,-0.0172
10.405,2.8489,3.089,2.8775,3.0832,-0.0114
10.505,2.7925,3.1256,2.797,3.1268,-0.0034
10.605,2.7476,3.1519,2.7297,3.1596,0.0021
10.705,2.645,3.2039,2.6557,3.1926,0.0057
10.805,2.5938,3.2268,2.5801,3.2234,0.0085
10.905,2.4887,3.2686,2.5014,3.2526,0.0107
11.005,2.4415,3.2852,2.4222,3.2792,0.012
11.105,2.339,3.3171,2.3451,3.3027,0.0121
11.205,2.2834,3.332,2.2645,3.325,0.0114
11.305,2.1813,3.355,2.1873,3.3442,0.0094
11.405,2.1302,3.3647,2.1414,3.3545,0.008
11.505,2.0272,3.3803,2.03,3.378,0.0019
11.605,1.9709,3.3868,1.9505,3.3903,-0.0014
11.705,1.8657,3.395,1.8725,3.3998,-0.0051
11.805,1.8144,3.3978,1.7942,3.4066,-0.0076
11.905,1.7097,3.4036,1.7164,3.4107,-0.0074
12.005,1.6593,3.4063,1.6354,3.4123,-0.0047
12.105,1.5467,3.4121,1.556,3.4122,-0.0006
12.205,1.4952,3.4147,1.4833,3.4112,0.0041
12.305,1.3903,3.4198,1.4062,3.4101,0.0089
12.405,1.3403,3.4222,1.3294,3.4098,0.0129
12.505,1.2307,3.4274,1.2515,3.4107,0.0157
12.605,1.1778,3.4298,1.1762,3.4125,0.0173
12.705,1.1208,3.4324,1.1002,3.4155,0.0178
12.805,1.0155,3.437,1.0251,3.4195,0.0171
12.905,0.9647,3.4391,0.966,3.4233,0.0157
13.005,0.9088,3.4415,0.8873,3.4291,0.0132
13.105,0.8022,3.4457,0.8026,3.4359,0.0098
13.205,0.8022,3.4457,0.7885,3.437,0.0092
13.305,0.6344,3.4519,0.654,3.4476,0.0036
13.405,0.5768,3.4539,0.5804,3.4528,0.001
13.505,0.5768,3.4539,0.5655,3.4537,0.0005
13.605,0.418,3.4574,0.4332,3.4589,-0.0013
13.705,0.3622,3.4555,0.3601,3.4577,-0.0023
13.805,0.3059,3.4513,0.2877,3.453,-0.0033
13.905,0.2452,3.4445,0.2385,3.4478,-0.0042
