time_s,ref_x,ref_y,real_x,real_y,cte_m
0.105,0.0,0.0,0.0,0.0,0.0
0.205,0.0,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.0,0.0,0.0
0.405,0.0,0.0,0.0,0.0,0.0
0.505,0.0,0.0,0.0054,-0.0,0.0
0.605,0.0,0.0,0.0146,0.0,0.0
0.705,0.0,0.0,0.0146,0.0,0.0
0.806,0.0522,-0.0002,0.0324,0.0,0.0001
0.905,0.0522,-0.0002,0.0324,0.0,0.0001
1.005,0.0522,-0.0002,0.0713,0.0,0.0002
1.106,0.1145,-0.0003,0.1003,0.0,0.0003
1.205,0.1145,-0.0003,0.1003,0.0,0.0003
1.305,0.2289,-0.0003,0.229,0.0005,0.0007
1.405,0.3372,0.0003,0.3206,0.0012,0.0011
1.506,0.3947,0.0007,0.3948,0.0021,0.0014
1.605,0.4543,0.0012,0.4764,0.003,0.0016
1.705,0.5648,0.002,0.5616,0.0041,0.0021
1.805,0.6692,0.0028,0.656,0.0053,0.0026
1.905,0.7703,0.0037,0.7473,0.0067,0.0032
2.006,0.8232,0.0042,0.8301,0.0083,0.004
2.105,0.9262,0.0053,0.9181,0.0103,0.0051
2.205,1.028,0.0066,1.0132,0.0125,0.0061
2.305,1.1379,0.0082,1.112,0.0147,0.0069
2.405,1.1919,0.009,1.2048,0.0167,0.0075
2.505,1.3036,0.0109,1.3061,0.0189,0.008
2.606,1.3554,0.0118,1.3776,0.0205,0.0083
2.705,1.4628,0.0139,1.474,0.0226,0.0084
2.805,1.5701,0.0164,1.5438,0.0243,0.0086
2.905,1.5701,0.0164,1.5574,0.0246,0.0086
3.005,1.6202,0.0177,1.6384,0.0266,0.0085
3.105,1.6711,0.019,1.6702,0.0274,0.0084
3.205,1.7277,0.0208,1.7006,0.0283,0.0083
3.305,1.7277,0.0208,1.7131,0.0286,0.0083
3.405,1.7277,0.0208,1.7136,0.0286,0.0083
3.505,1.7277,0.0208,1.7138,0.0286,0.0083
3.605,1.7277,0.0208,1.7138,0.0286,0.0083
3.705,1.7277,0.0208,1.7138,0.0286,0.0083
3.806,1.7277,0.0208,1.7138,0.0286,0.0083
3.905,1.7277,0.0208,1.7138,0.0286,0.0083
4.005,1.7277,0.0208,1.7138,0.0286,0.0083
4.105,1.7277,0.0208,1.7138,0.0286,0.0083
4.205,1.7277,0.0208,1.7138,0.0286,0.0083
4.305,1.7277,0.0208,1.7138,0.0286,0.0083
4.405,1.7277,0.0208,1.7138,0.0286,0.0083
4.505,1.7277,0.0208,1.7138,0.0286,0.0083
4.605,1.7277,0.0208,1.7138,0.0286,0.0083
4.705,1.7277,0.0208,1.7138,0.0286,0.0083
4.805,1.7277,0.0208,1.7138,0.0286,0.0083
4.905,1.7277,0.0208,1.7138,0.0286,0.0083
5.005,1.7277,0.0208,1.7138,0.0286,0.0083
5.105,1.7277,0.0208,1.7138,0.0286,0.0083
5.205,1.7277,0.0208,1.7138,0.0286,0.0083
5.305,1.7277,0.0208,1.7138,0.0286,0.0083
5.405,1.7277,0.0208,1.7138,0.0286,0.0083
5.505,1.7277,0.0208,1.7138,0.0286,0.0083
5.605,1.7277,0.0208,1.7138,0.0286,0.0083
5.705,1.7277,0.0208,1.7138,0.0286,0.0083
5.805,1.7277,0.0208,1.7138,0.0286,0.0083
5.905,1.7277,0.0208,1.7138,0.0286,0.0083
6.005,1.7277,0.0208,1.7138,0.0286,0.0083
6.105,1.7277,0.0208,1.7138,0.0286,0.0083
6.205,1.7277,0.0208,1.7138,0.0286,0.0083
6.305,1.7277,0.0208,1.7138,0.0286,0.0083
6.405,1.7277,0.0208,1.7138,0.0286,0.0083
6.506,1.7277,0.0208,1.7138,0.0286,0.0083
6.605,1.7277,0.0208,1.7138,0.0286,0.0083
6.705,1.7277,0.0208,1.7138,0.0286,0.0083
6.805,1.7277,0.0208,1.7138,0.0286,0.0083
6.905,1.7277,0.0208,1.7138,0.0286,0.0083
7.005,1.7277,0.0208,1.7138,0.0286,0.0083
7.105,1.7277,0.0208,1.7138,0.0286,0.0083
7.206,1.7277,0.0208,1.7138,0.0286,0.0083
7.305,1.7277,0.0208,1.7138,0.0286,0.0083
7.405,1.7277,0.0208,1.7138,0.0286,0.0083
7.506,1.7277,0.0208,1.7138,0.0286,0.0083
7.605,1.7277,0.0208,1.7138,0.0286,0.0083
7.705,1.7277,0.0208,1.7138,0.0286,0.0083
7.805,1.7277,0.0208,1.7138,0.0286,0.0083
7.905,1.7277,0.0208,1.7138,0.0286,0.0083
