time_s,ref_x,ref_y,real_x,real_y,cte_m
0.105,0.0,0.0,0.0,0.0,0.0
0.205,0.0,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.0,0.0,0.0
0.405,0.0,0.0,0.0016,0.0,0.0
0.505,0.0,0.0,0.0085,0.0,0.0
0.605,0.0,0.0,0.0097,0.0,0.0
0.705,0.0522,-0.0002,0.0379,0.0,0.0002
0.805,0.0522,-0.0002,0.0488,0.0,0.0002
0.905,0.1145,-0.0003,0.1085,0.0002,0.0006
1.005,0.1145,-0.0003,0.109,0.0002,0.0006
1.105,0.2289,-0.0003,0.209,0.0009,0.0012
1.206,0.2289,-0.0003,0.2559,0.0012,0.0014
1.305,0.2289,-0.0003,0.2559,0.0012,0.0014
1.405,0.3372,0.0003,0.3616,0.0023,0.0018
1.505,0.3947,0.0007,0.4102,0.003,0.0022
1.605,0.5106,0.0016,0.5297,0.0053,0.0035
1.706,0.5106,0.0016,0.5366,0.0054,0.0035
1.805,0.6692,0.0028,0.6858,0.0085,0.0056
1.905,0.6692,0.0028,0.6858,0.0085,0.0056
2.005,0.8732,0.0047,0.8516,0.0126,0.0081
2.105,0.9262,0.0053,0.9274,0.0144,0.0091
2.205,1.028,0.0066,1.0044,0.0162,0.0099
2.305,1.028,0.0066,1.0044,0.0162,0.0099
2.406,1.1919,0.009,1.2041,0.0202,0.011
2.505,1.2497,0.01,1.2746,0.0212,0.0108
2.605,1.3554,0.0118,1.3748,0.022,0.0099
2.705,1.4628,0.0139,1.4744,0.0219,0.0078
2.805,1.5133,0.015,1.5319,0.0221,0.0067
2.905,1.5701,0.0164,1.5935,0.0223,0.0054
3.005,1.6202,0.0177,1.6207,0.0224,0.0048
3.105,1.6711,0.019,1.6658,0.0226,0.0037
3.205,1.6711,0.019,1.6917,0.0228,0.0032
3.305,1.7277,0.0208,1.7046,0.0229,0.0028
3.405,1.7277,0.0208,1.711,0.0229,0.0027
3.505,1.7277,0.0208,1.7135,0.023,0.0026
3.605,1.7277,0.0208,1.7135,0.023,0.0026
3.705,1.7277,0.0208,1.7135,0.023,0.0026
3.806,1.7277,0.0208,1.7135,0.023,0.0026
3.905,1.7277,0.0208,1.7135,0.023,0.0026
4.005,1.7277,0.0208,1.7135,0.023,0.0026
4.105,1.7277,0.0208,1.7135,0.023,0.0026
4.205,1.7277,0.0208,1.7135,0.023,0.0026
4.305,1.7277,0.0208,1.7135,0.023,0.0026
4.405,1.7277,0.0208,1.7135,0.023,0.0026
4.505,1.7277,0.0208,1.7135,0.023,0.0026
4.605,1.7277,0.0208,1.7135,0.023,0.0026
4.705,1.7277,0.0208,1.7135,0.023,0.0026
4.805,1.7277,0.0208,1.7135,0.023,0.0026
4.905,1.7277,0.0208,1.7135,0.023,0.0026
5.005,1.7277,0.0208,1.7135,0.023,0.0026
5.105,1.7277,0.0208,1.7135,0.023,0.0026
5.205,1.7277,0.0208,1.7135,0.023,0.0026
5.305,1.7277,0.0208,1.7135,0.023,0.0026
5.405,1.7277,0.0208,1.7135,0.023,0.0026
5.505,1.7277,0.0208,1.7135,0.023,0.0026
5.605,1.7277,0.0208,1.7135,0.023,0.0026
5.705,1.7277,0.0208,1.7135,0.023,0.0026
5.805,1.7277,0.0208,1.7135,0.023,0.0026
5.905,1.7277,0.0208,1.7135,0.023,0.0026
6.005,1.7277,0.0208,1.7135,0.023,0.0026
6.105,1.7277,0.0208,1.7135,0.023,0.0026
6.206,1.7277,0.0208,1.7135,0.023,0.0026
6.305,1.7277,0.0208,1.7135,0.023,0.0026
6.405,1.7277,0.0208,1.7135,0.023,0.0026
6.505,1.7277,0.0208,1.7135,0.023,0.0026
6.605,1.7277,0.0208,1.7135,0.023,0.0026
6.706,1.7277,0.0208,1.7135,0.023,0.0026
6.805,1.7277,0.0208,1.7135,0.023,0.0026
6.905,1.7277,0.0208,1.7135,0.023,0.0026
7.005,1.7277,0.0208,1.7135,0.023,0.0026
7.105,1.7277,0.0208,1.7135,0.023,0.0026
7.205,1.7277,0.0208,1.7135,0.023,0.0026
7.305,1.7277,0.0208,1.7135,0.023,0.0026
7.405,1.7277,0.0208,1.7135,0.023,0.0026
7.505,1.7277,0.0208,1.7135,0.023,0.0026
7.605,1.7277,0.0208,1.7135,0.023,0.0026
7.705,1.7277,0.0208,1.7135,0.023,0.0026
7.805,1.7277,0.0208,1.7135,0.023,0.0026
7.905,1.7277,0.0208,1.7135,0.023,0.0026
8.005,1.7277,0.0208,1.7135,0.023,0.0026
8.105,1.7277,0.0208,1.7135,0.023,0.0026
