x,y,theta
0.0,0.0,0.00645771823237973
0.021422276950262362,0.00032505277886295773,0.015184364492350721
0.04450062338732977,0.0006627951570065501,0.016231562043547143
0.07830652738705585,0.0012704789167322338,0.018500490071139627
0.09981182770802764,0.00174773885713847,0.02286381320112607
0.12014890886654986,0.0022128031226886424,0.022863813201126067
0.15220269353486454,0.003085082095488052,0.028274333882307927
0.17358329488569513,0.0037441624018766345,0.032637657012293604
0.19989379884291392,0.004603180641027335,0.0326376570122936
0.22568341048576906,0.005390981413910833,0.029496064358704333
0.2504683106793178,0.006123202827185716,0.029496064358704
0.27907240094450964,0.007171562683657602,0.04136430327226559
0.3054168079765764,0.008327315570101884,0.04241150082346213
0.32834173886429735,0.009414052294272144,0.05009094953223745
0.3517905984077375,0.01055277075483049,0.04904375198104006
0.37317040905649906,0.011569213597256803,0.04572762640225114
0.39672958216506277,0.012578837113768523,0.04241150082346225
0.4182466883216763,0.013486895112145873,0.04241150082346213
0.44020518992889157,0.014553495924704177,0.05235987755983008
0.46070600557806374,0.01571773216926367,0.05986479334340532
0.48158886575867643,0.01688547256298861,0.05445427266222335
0.503402692287182,0.01808110908832928,0.05235987755982995
0.5281838382967158,0.019418123421929452,0.0556760031386192
0.549582334389249,0.02063559228483484,0.05881759579220856
0.5732929543127111,0.022053146181204925,0.06213372137099771
0.593359040030149,0.023364739166529754,0.06981317007977317
0.618069083149103,0.02516626728832212,0.07627088831215201
0.641241830963055,0.026927564306111606,0.07853981633974416
0.6669633846069533,0.029044344121921122,0.08499753457212389
0.6869736825184539,0.030746561044148066,0.08726646259971628
0.7091008109564445,0.032794217484589494,0.0916297857297018
0.7297604979372485,0.034721569266999215,0.0916297857297016
0.7541006508733887,0.03703662925158314,0.0970403064108849
0.7741617573461419,0.039071021659362465,0.10245082709206711
0.7972216744722117,0.0412911798971185,0.09267698328089924
0.8204725985519437,0.04350850401914434,0.09267698328089949
0.8437044382777231,0.04561708293361187,0.08936085770210922
0.8730360424994402,0.04819014124524023,0.0872664625997164
0.8974664896077915,0.050190113815887345,0.07731808586334911
0.9242438246923823,0.05223641443544727,0.07627088831215201
0.9620762234726862,0.05497390315790528,0.06981317007977329
0.983034383208673,0.05632465064733956,0.06318091892219502
1.012913046625158,0.058053950967722326,0.05672320068981574
1.0337353137516836,0.05919044954921116,0.05340707511102661
1.0641856350185979,0.06060859835459432,0.04468042885105473
1.0845690701669666,0.06141812428859695,0.03822271061867622
1.1123614136002273,0.062343521186257835,0.03263765701229348
1.1423385603581542,0.06283633670336866,0.008726646259971771
1.1695503620270356,0.06270037251996222,-0.009948376736368057
1.2029533792119205,0.06172955470209677,-0.0382227106186762
1.2279326541824827,0.06046125570178307,-0.05899212871740811
1.2539818196071593,0.05846557749058571,-0.07853981633974527
1.2805001923173873,0.05592940131995714,-0.10367255756846305
1.3111902314533137,0.05212774509654305,-0.13316862192716705
1.3386967926747848,0.04799837692903233,-0.16039575825827881
1.3614141290622512,0.044075136970725855,-0.17784905077822188
1.3811502875984354,0.040283751343552124,-0.19530234329816576
1.402102793814304,0.03588054840412371,-0.21275563581810897
1.4239295286475189,0.030903580023872917,-0.23561944901923504
1.4444109518294588,0.025830374628740452,-0.24434609527920606
1.4644703582074425,0.020517435296090153,-0.26843163895672817
1.4888840021097922,0.013631006642321128,-0.2815216083466857
1.5081831784447803,0.007633438167058428,-0.31084313978019035
1.5319260098720509,-0.00036931285970902825,-0.33492868345771154
1.5533341928446691,-0.008120211914162597,-0.3523819759776556
1.5748041504220462,-0.01623979837959125,-0.36651914291880955
1.594614794515068,-0.02419479110915626,-0.3883357585687382
1.617225293916199,-0.03376779928631158,-0.4091051766674713
1.637035706334854,-0.04259242713898045,-0.42760566673861083
1.6564723829565509,-0.051687778454003144,-0.44732788728614653
1.6751811635484493,-0.06068972556001189,-0.45378560551852604
1.7027252339258796,-0.07451748232748608,-0.4724606285148651
1.7315071171143908,-0.09015148024380737,-0.5073672135547511
1.7522198815183998,-0.10225702263174449,-0.5302310267558773
1.7703913916913765,-0.11295682654823697,-0.5312782243070738
1.788931048457308,-0.12452583443335337,-0.5585053606381852
1.8132005421261104,-0.14030542478103158,-0.5771803836345245
1.8429596539305,-0.16049802906569205,-0.5967280712568617
1.8723646397839964,-0.18141524548475177,-0.6185446869067901
1.8920524184739305,-0.19612610994573895,-0.6436774281355088
1.9087248005433024,-0.2091713917883399,-0.6644468462342409
1.9259454128292643,-0.2232484795154654,-0.6860889289589709
1.9420439578473634,-0.23694802287681174,-0.7178539213452674
1.961770791952814,-0.25436362844306726,-0.7286749627076327
1.980000690789536,-0.2711432970831641,-0.7461282552275762
2.0026707598804157,-0.2929030300022386,-0.7712609964562945
2.025206302386662,-0.316087955533316,-0.8105309046261665
2.039715701418908,-0.33195151796025374,-0.8313003227248994
2.055031831696738,-0.3494745464443011,-0.8606218541584041
2.0701016827156873,-0.3671619966293247,-0.8857545953871223
2.0827337231200227,-0.3828002940530611,-0.8913396489935042
2.0953420068942203,-0.39904968157694826,-0.9119345341670374
2.1081625309626895,-0.41653454332001993,-0.9391616704981489
2.120692401468048,-0.4341103541894066,-0.9545205679156991
2.13332871119746,-0.4521611824786019,-0.9622000166244741
2.1489284438359086,-0.47503128537710515,-0.9817477042468107
2.1604977711108764,-0.4926431278385584,-0.9927432785343748
2.1737029537176222,-0.513208049605321,-1.0068804454755291
2.1848663697711874,-0.5311414671730476,-1.0156070917355005
2.195299421751953,-0.5484414095421338,-1.0309659891530505
2.2083435838340604,-0.5708116335668637,-1.0461503536454013
2.22011040070277,-0.5919049822356947,-1.069014166846527
2.230422084815121,-0.6112190680793329,-1.0864674593664703
2.2430917309403164,-0.6359677544486593,-1.1039207518864138
2.2545911059138066,-0.6594586960527555,-1.1192796493039638
2.2650116151341897,-0.681608520041781,-1.1377801393751032
2.274158170412174,-0.7021752451177624,-1.1585495574738365
2.2824229221124153,-0.7220024928112683,-1.1847294962537511
2.289853931319476,-0.7407480342368438,-1.1988666631949054
2.297911733519918,-0.7621841929016199,-1.220683278844834
2.3050227350405974,-0.7825682334105641,-1.2435470920459597
2.311850208394169,-0.8032683009353634,-1.2578587919123134
2.3188357369038384,-0.8253145055545965,-1.2719959588534675
2.325043832269469,-0.8458888038341243,-1.2840387306922283
2.3310406964073556,-0.8668269107931607,-1.3002702927357754
2.3374346186042354,-0.8912180813279033,-1.3264502315156903
2.342968959890286,-0.9143308566663733,-1.3482668471656198
2.3478356201140858,-0.9370091269846312,-1.3646729421343662
2.351938378740583,-0.9583924423776363,-1.3929472760166741
2.355572639754019,-0.9793037436157058,-1.4126694965642101
2.358804259382795,-1.000108122040068,-1.4224433403753787
2.361503155895421,-1.0202042590192038,-1.447576081604097
2.3642552323403203,-1.0452582079581265,-1.4704398948052233
2.366116604153664,-1.0659171036921553,-1.4878931873251657
2.3677846193461027,-1.0862983486669533,-1.4868459897739696
2.369345333825707,-1.1081804210351076,-1.5053464798451095
2.3705352256605177,-1.1287700703916217,-1.5151203236562774
2.3718284228306206,-1.150654071299218,-1.5076154078727015
2.3733182627241582,-1.1728132868544725,-1.5053464798451093
2.3747925140918564,-1.1939934560356327,-1.5022048871915197
2.3764038481353578,-1.2183239069064182,-1.5053464798451095
2.3776536833313147,-1.238510756618515,-1.515120323656278
2.378950413051062,-1.259086699731253,-1.5009831567151235
2.380663816689785,-1.2811457684844778,-1.492256510455152
2.3825694081404585,-1.3061536859452954,-1.4966198335851377
2.38420664265144,-1.3298291723039866,-1.5042992822939125
2.3857449539233984,-1.3531694201057616,-1.503252084742716
2.3873317783587753,-1.3773989251245806,-1.5097098029750948
2.3888004234056956,-1.40119127639552,-1.5109315334514912
2.3901021353970906,-1.4213747169058526,-1.5063936773963058
2.3913465735862407,-1.4413890423932054,-1.4999359591639272
2.3928585217520726,-1.4616494885021882,-1.4955726360339412
2.3944269522819033,-1.485385124048621,-1.5076154078727018
2.3956662946970284,-1.506460812835799,-1.5163420541326735
2.3967642040270065,-1.526562760788099,-1.513025928553885
2.3979886358074145,-1.5470999181399814,-1.5130259285538838
2.3994440358955327,-1.5713641980754718,-1.5130259285538845
2.400643001281935,-1.5921697010409976,-1.509709802975095
2.402021732444499,-1.6160535878335003,-1.5109315334514908
2.4036880466942563,-1.6424445108275907,-1.5076154078727018
2.4054908329328137,-1.668735748210096,-1.499935959163927
2.4073703374483273,-1.6946462862095213,-1.4945254384827449
2.409286589487419,-1.720238608670818,-1.4976670311363343
2.4111335538819203,-1.7443179632723829,-1.4934782409315481
2.4129553615446344,-1.7675620437642723,-1.491209312903955
2.414904455088843,-1.7924469442765234,-1.496619833585138
2.4166463493846586,-1.8154618120652815,-1.493478240931548
2.4185041249949033,-1.8391541928234352,-1.4912093129039556
2.4204314342692737,-1.8629831291793784,-1.4912093129039556
2.4222805311939184,-1.8857267821004682,-1.4868459897739699
2.4241545053391875,-1.9083906227046672,-1.4878931873251668
2.426025404422299,-1.9308527018032342,-1.4878931873251662
2.4285964042911146,-1.9614682642315453,-1.4868459897739692
2.431593095539261,-1.992020739893167,-1.4727088228328158
2.43473240529231,-2.0250461457325377,-1.4760249484116048
2.4377375657803797,-2.0570053803443686,-1.4770721459628013
2.440735750636524,-2.0892176037359604,-1.4781193435139977
2.4434750777974967,-2.1200206926847227,-1.4814354690927871
2.445804450135093,-2.149130354388584,-1.4912093129039552
2.4473594736145494,-2.1725896890378538,-1.510931533451492
2.448934927890174,-2.1988751183140383,-1.510931533451492
2.450959565554435,-2.2355703871715353,-1.5151203236562774
2.4522736573036306,-2.2670080388920826,-1.5294320235226309
2.4533904940263986,-2.302468895858744,-1.5392058673337996
2.453954797246399,-2.3340793910843325,-1.5533430342749535
2.453967303287751,-2.361137896785348,-1.5707963267948963
2.4535311437661154,-2.3873672290443557,-1.58824961931484
2.45226457138053,-2.4170096801309624,-1.6144295580947552
2.450539163097464,-2.44370215860675,-1.6362461737446845
2.4482953493381894,-2.469401930179307,-1.6580627893946132
2.44550097382079,-2.4971782023664493,-1.6711527587845707
2.4428095717637275,-2.5225523414293756,-1.6767378123909529
2.4398944943695295,-2.5478571893087545,-1.6854644586509242
2.436194655774406,-2.5764522729740214,-1.7006488231432748
2.4330653858414863,-2.598897744826135,-1.7093754694032466
2.429351788704605,-2.622428031545395,-1.7278759594743869
2.425522760832353,-2.6458318822900453,-1.7332864801555687
2.4214142989953533,-2.6693960386367848,-1.7442820544431328
2.414229040456622,-2.706252007109416,-1.768193065195455
2.408813330311451,-2.731062084326354,-1.786868088191795
2.4023330460764383,-2.7592752902374373,-1.7966419320029634
2.3963470585512505,-2.7836205874885094,-1.818458547652892
2.3910542030443978,-2.8038229139280855,-1.8315485170428494
2.3843407069923312,-2.8277600338618454,-1.8554595277951718
2.377886266651595,-2.8487465161207988,-1.8751817483427076
2.3706118986142997,-2.8713163027717434,-1.8903661128350582
2.3635893449493297,-2.8916802948888933,-1.911135530933791
2.355316442708539,-2.914122358964459,-1.9298105539301305
2.3480779361182478,-2.933222149729851,-1.940631595292495
2.3403980145924588,-2.95253905043361,-1.9526743671312554
2.3324686320060506,-2.97174921032551,-1.9678587316236062
2.3238752612725513,-2.99182058611,-1.9809487010135636
2.315345490424159,-3.010880137475205,-1.9950858679547183
2.306874796261555,-3.0293853409009084,-2.0060814422422832
2.297632787656701,-3.0487177498696685,-2.024581932313422
2.2878329670571227,-3.068244030052048,-2.045351350412155
2.278087349203881,-3.0865967973212887,-2.0661207685108876
2.2684470996885295,-3.104452628387854,-2.0530307991209296
2.258410450497034,-3.1226404082024586,-2.0856684561332237
2.248193662222044,-3.1401385177896004,-2.1053906766807597
2.237573726516575,-3.1579194476037746,-2.10853226933435
2.2267349293263528,-3.175757552091343,-2.120575041173111
2.215949057226937,-3.193033951049544,-2.1336650105630675
2.2047641064715955,-3.2105399095975216,-2.141344459271843
2.1936037827937556,-3.227533167501951,-2.15775055424059
2.181858820535419,-3.2448976038395743,-2.1685715956029545
2.1691890600180193,-3.263077486987996,-2.191609941729279
2.156648464446941,-3.28014457894965,-2.2177898805091947
2.1424603383749945,-3.2986641319333376,-2.237337568131531
2.129478061746481,-3.3151095072195504,-2.246064214391503
2.116296591195428,-3.3311813903339513,-2.266833632490236
2.103436168617023,-3.3465443968917477,-2.26561190201384
2.08954636865859,-3.363026093063388,-2.274338548273812
2.076176821357955,-3.3786604379366034,-2.286381320112573
2.0626891550795983,-3.3939201823639396,-2.3038346126325147
2.0477349714409327,-3.4102090201278257,-2.319193510050065
2.032639479963884,-3.4260438793222217,-2.337694000121205
2.0175435753068616,-3.4416914745354,-2.3431045208023877
2.003472580328414,-3.4559209072460937,-2.3595106157711343
1.9878808644403905,-3.4714122499555327,-2.3605578133223313
1.9725348369074716,-3.4861932801400384,-2.386737752102246
1.956215473317256,-3.5012471450055984,-2.403143847070993
1.9399999739996099,-3.5157208343931607,-2.426007660272118
1.9207464540471677,-3.5321385483419383,-2.4446826832684576
1.9044163073285838,-3.54562477201715,-2.455503724630822
1.881138308371702,-3.564450701182001,-2.4652775684419908
1.8650831422030614,-3.576900723481045,-2.4827308609619334
1.8485858226927543,-3.5891504033225363,-2.518684643553017
1.8224422997334047,-3.607730215017174,-2.526364092261792
1.803906668901461,-3.620423745740979,-2.5417229896793416
1.7861690138403936,-3.6323230329700884,-2.5514968334905106
1.7659098955138997,-3.645694703084194,-2.558129084648089
1.7446936239180435,-3.65908737156846,-2.5787239698216218
1.7274930668969786,-3.669815429313546,-2.5843090234280037
1.7053030207516635,-3.683134205930905,-2.6017623159479473
1.6753826463759716,-3.7002969836286206,-2.621310003570284
1.644551878046507,-3.7170540026220036,-2.6441738167714095
1.6084050408452082,-3.7355628783877974,-2.669306558000128
1.5718137152739196,-3.7528196562319915,-2.7019442150124218
1.5281708301156907,-3.7719389765367914,-2.729345884268733
1.4839484315440927,-3.7894193467740136,-2.766346864411012
1.4350815394014296,-3.807189591861003,-2.7937485336673236
1.3941579216455648,-3.8204134549331705,-2.829702316258407
1.359662910388361,-3.8302679224711027,-2.8646089012982934
1.329178454324243,-3.838074374128039,-2.891836037629405
1.2972146753303204,-3.845792129683721,-2.905973204570559
1.2761411007592007,-3.8504675353560276,-2.924648227566898
1.2449056173609239,-3.8571090384611915,-2.932153143350474
1.2181995823866223,-3.8622701186016015,-2.9518753638980098
1.1923928247932891,-3.866641079463784,-2.974739177099136
1.166298282311552,-3.870235213535543,-3.0150562828202045
1.1443617739860956,-3.8728238637015315,-3.0347785033677406
1.117956480607555,-3.875365907803673,-3.057642316568866
1.0966489097371852,-3.8769327272334504,-3.0740484115376128
1.0731340780891006,-3.8784896701152256,-3.075095609088809
1.0483556378303782,-3.8798466407557926,-3.0915017040575568
1.0210571451293209,-3.8810291849566605,-3.100228350317528
0.9926395419247015,-3.8822004135147035,-3.1012755478687244
0.9617732437833304,-3.883464437200161,-3.0991811527663313
0.9288550177442927,-3.8847293730081884,-3.1045916734475134
0.8941639962930334,-3.8860434777414707,-3.104591673447514
0.8731234304087355,-3.8868194738124777,-3.103369942971118
0.8524914448038409,-3.88748626327628,-3.1120965892310894
0.8228434704499084,-3.8885740054939757,-3.102322745419921
0.80060760427485,-3.8894461036384507,-3.1012755478687244
0.7784007902977914,-3.890348535696543,-3.0979594222899354
0.7499943972944769,-3.8916174745526444,-3.0958650271875414
0.7293586768004992,-3.8925795370582525,-3.0969122247387384
0.7092539955077299,-3.8934698533301444,-3.095865027187542
0.6821421028043121,-3.8948286150100024,-3.090454506506359
0.6505351425238459,-3.896681265058829,-3.079458932218795
0.6207235666222286,-3.8985948620471915,-3.0771900041912033
0.5916094914806436,-3.9004011738081976,-3.0794589322187953
0.564254845065633,-3.9020617447300427,-3.0827750577975843
0.5374725571199631,-3.9036630504034973,-3.080506129769992
0.5163603449285606,-3.9048509221043397,-3.0859166504511744
0.49589586933415564,-3.906002577859033,-3.0859166504511744
0.4758448507970548,-3.907146996189086,-3.085916650451174
0.4513549376557289,-3.9085907289251653,-3.080506129769992
